cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,NETINBM,NETIMIN,netinc,ntlnls,eqcdiv,eqcstkrx,noij
"29813","4132","605571","","PEOPLES SAVINGS AND LOAN COMPANY","Bucyrus","OH","44820","12/31/2021","5/18/2022","NM","300 S. Walnut St.","","2","0","0","7","0","Crawford","","","1/1/1888","4/23/1937","2/4/2020","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.psalc.com","4184","428","3756","35","273","0","26","","247","3681","2203","423","1055","313","0","-3","316","0","316","0","316","34","0","0","316"
"34973","0","2732565","2732574","PEOPLES SAVINGS BANK","Indianola","IA","50125","12/31/2021","5/18/2022","NM","400 E. Iowa Ave.","CENTRAL SOUTH BCORP INC","7","0","0","4","0","Warren","19780","Des Moines-West Des Moines, IA","11/20/1998","11/20/1998","10/4/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mybankpsb.com","15345","1479","13866","220","1065","0","259","","806","8928","5042","1443","2443","5783","1841","1599","6025","0","6025","0","6025","-3","750","0","4570.61"
"225","0","868844","1203910","PEOPLES SAVINGS BANK","Crawfordsville","IA","52621","12/31/2021","5/18/2022","NM","100 S. Main","COUNTRY BCORP","2","0","0","2","0","Washington","26980","Iowa City, IA","10/17/1912","1/1/1934","7/20/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.peoples-savings-bank.com","1209","107","1102","0","40","0","23","","17","749","456","74","219","393","98","98","393","0","393","0","393","0","400","0","314.6"
"16363","0","1013744","1200067","PEOPLES SAVINGS BANK","Montezuma","IA","50171","12/31/2021","5/18/2022","NM","106 S. 2nd St.","ARENDTS INC","1","0","0","2","1","Poweshiek","","","1/21/1946","1/21/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.peoplesbankmonte.com","1478","195","1283","4","99","0","39","","60","1116","736","131","249","262","-18","23","221","0","221","0","221","4","100","0","237.38"
"14868","11728","136048","1210468","PEOPLES SAVINGS BANK","Wellsburg","IA","50680","12/31/2021","5/18/2022","NM","414 N. Adams St.","PSB CORP","3","0","0","2","0","Grundy","47940","Waterloo-Cedar Falls, IA","1/1/1934","10/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankpsb.com","5192","802","4390","25","1321","8","113","","1200","4051","2544","322","1185","1635","20","335","1320","0","1320","0","1320","14","0","0","1304"
"15264","12921","242257","4902906","PEOPLES SAVINGS BANK OF RHINELAND","Rhineland","MO","65069","12/31/2021","5/18/2022","NM","101 Bluff St","RHINELAND BANCSHARES INC","11","0","0","4","0","Montgomery","","","8/12/1935","8/21/1935","12/12/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.ourpsb.com","16021","1069","14952","1524","2155","0","626","","1529","11577","7008","1066","3503","4006","14","903","3117","0","3117","0","3117","-167","695","0","3105.94"
"7514","9249","278818","1139541","PEOPLES SECURITY BANK AND TRUST COMPANY","Scranton","PA","18503","12/31/2021","5/18/2022","NM","150 N. Washington Ave.","PEOPLES FINL SERVICES CORP","28","0","1","4","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","1/1/1905","1/1/1934","8/6/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","www.psbt.com","94213","7463","86750","1750","29084","2272","1928","0","24884","59180","32818","10415","15947","54904","0","9806","45098","0","45098","0","45098","711","10792","0","45098"
"15939","11045","660066","","PEOPLES STATE BANK","Rocksprings","TX","78880","12/31/2021","5/18/2022","NM","101 Main St.","","1","0","0","2","1","Edwards","","","5/1/1943","5/1/1943","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.psbrocksprings.com","2393","108","2285","-2","84","0","71","","13","1204","620","0","584","1167","0","0","1167","0","1167","0","1167","2","585","0","1167"
"17138","10208","991854","1053526","PEOPLES STATE BANK","Blair","OK","73526","12/31/2021","5/18/2022","NM","117 E. Main St.","H PAT HENSON CO THE","2","0","0","4","1","Jackson","","","8/25/1952","8/25/1952","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.psbokonline.com","620","15","605","0","131","0","109","","22","695","348","66","281","41","0","0","41","0","41","0","41","3","35","0","41"
"12814","10276","262844","1209499","PEOPLES STATE BANK","Prairie Du Chien","WI","53821","12/31/2021","5/18/2022","NM","301 E Blackhawk Ave","PEOPLES BCORP INC","19","0","1","2","1","Crawford","","","1/22/1915","1/1/1934","7/9/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.peoplesfinancial.com","28855","2544","26311","501","3008","0","480","","2528","20321","12239","1579","6503","8497","1258","66","9689","0","9689","0","9689","1083","2813","0","8443.58"
"6659","13552","431323","2438399","PEOPLES STATE BANK","New Lexington","OH","43764","12/31/2021","5/18/2022","NM","110 N. Main St.","PEOPLES NATL BANCSHARES INC","5","0","0","8","0","Perry","18140","Columbus, OH","2/15/1932","1/1/1934","1/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.psbohio.com","5827","625","5202","67","840","0","134","","706","5063","2670","479","1914","912","107","159","860","0","860","0","860","17","319","0","770.12"
"10345","0","586960","5584662","PEOPLES STATE BANK","Shepherd","TX","77371","12/31/2021","5/18/2022","NM","5850 Hwy. 59 S.","ODOM AMTEX LLC","3","0","0","7","0","San Jacinto","","","9/21/1921","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.psbtexas.com","4574","237","4337","52","1444","0","433","","1011","3891","1699","567","1625","1838","175","371","1642","0","1642","0","1642","1","475","0","1498.5"
"13196","11832","238250","1123821","PEOPLES STATE BANK","Westhope","ND","58793","12/31/2021","5/18/2022","NM","110 Main St","PEOPLES STATE HOLDING CO","2","0","0","2","1","Bottineau","","","6/12/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","2013","160","1853","0","277","0","15","","262","1523","1118","153","252","607","20","0","627","0","627","0","627","2","620","0","607"
"17685","0","43351","5301140","PEOPLES STATE BANK","Manhattan","KS","66503","12/31/2021","5/18/2022","NM","2401 N Seth Child Rd","FOOTE FINANCIAL SERVICES LLC","11","0","0","2","1","Riley","31740","Manhattan, KS","1/1/1897","11/1/1956","7/1/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.psbbanks.com","13892","1539","12353","1920","941","0","375","","566","10912","4905","1093","4914","462","0","26","436","0","436","0","436","365","0","0","436"
"18569","14149","340144","2321419","PEOPLES STATE BANK","Wausau","WI","54401","12/31/2021","5/18/2022","NM","1905 Stewart Ave","PSB HOLDINGS INC","11","0","0","4","0","Marathon","48140","Wausau, WI","8/1/1962","8/1/1962","6/12/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bankpeoples.com","43461","2796","40665","1000","9542","0","1448","","8094","29674","17510","2423","9741","19533","134","4800","14867","0","14867","0","14867","-387","19000","0","14761.14"
"10075","0","33839","2128896","PEOPLES STATE BANK OF COLFAX","Colfax","IL","61728","12/31/2021","5/18/2022","NM","101 W. Main St.","PEOPLES FINANCIAL CORP","1","0","0","2","0","Mclean","14010","Bloomington, IL","6/1/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.psbofcolfax.com","1430","76","1354","0","170","0","29","","141","845","540","94","211","679","0","175","504","0","504","0","504","-1","289","0","504"
"10719","0","530851","3584293","PEOPLES STATE BANK OF HALLETTSVILLE","Hallettsville","TX","77964","12/31/2021","5/18/2022","NM","116 E. 3rd St.","BOZKA INVESTMENTS LTD","1","0","0","2","0","Lavaca","","","1/18/1929","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.psbhallettsville.com","9474","1143","8331","0","250","0","70","","180","4859","3178","216","1465","3722","0","504","3218","0","3218","0","3218","2","1600","0","3218"
"15165","14659","262956","3072017","PEOPLES STATE BANK OF MUNISING","Munising","MI","49862","12/31/2021","5/18/2022","NM","100 E. Superior St.","PEOPLES STATE BCORP INC","5","0","0","4","0","Alger","","","6/7/1910","5/29/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.psbup.com","5842","550","5292","0","1335","0","259","","1076","4165","2251","378","1536","2462","20","513","1969","0","1969","0","1969","-35","1000","0","1953.2"
"1100","10666","786555","1427640","PEOPLES STATE BANK OF PLAINVIEW","Plainview","MN","55964","12/31/2021","5/18/2022","SM","100 4th Ave. S.E.","WRZ BANKSHARES INC","6","0","1","2","1","Wabasha","40340","Rochester, MN","6/29/1925","1/1/1934","12/20/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.peoplesstatebank.com","11581","1602","9979","25","2882","0","249","","2633","7730","4484","653","2593","5106","21","6","5121","0","5121","0","5121","-17","3664","0","5100"
"10250","0","713252","4412151","PEOPLES STATE BANK OF VELVA","Velva","ND","58790","12/31/2021","5/18/2022","NM","101 N. Main","BEALL BANCSHARES INC","2","0","0","2","1","Mchenry","","","1/1/1915","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.psbvelva.com","5713","570","5143","0","240","0","34","","206","3443","2091","382","970","1940","1","0","1941","0","1941","0","1941","-384","699","0","1940"
"8840","0","192651","1125124","PEOPLES STATE BANK OF WELLS","Wells","MN","56097","12/31/2021","5/18/2022","NM","98 3rd St. Se","PEOPLES EQUITY CORP","1","0","0","2","1","Faribault","","","2/29/1924","1/1/1934","9/9/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.peoplesstatebankwells.com","1850","207","1643","0","381","0","46","","335","1147","652","134","361","877","20","0","897","0","897","0","897","0","797","0","877"
"17174","0","838155","2359328","PEOPLES STATE BANK, FAIRMOUNT, N. D.","Fairmount","ND","58030","12/31/2021","5/18/2022","NM","201 Main Ave.","DAKOTAH BANKSHARES INC","2","0","0","2","0","Richland","","","1/2/1953","1/2/1953","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.peoples-state.com","1355","53","1302","30","56","0","17","","39","1099","533","93","473","229","0","51","178","0","178","0","178","0","10","0","178"
"13113","0","67142","3199790","PEOPLES TRUST AND SAVINGS BANK","Boonville","IN","47601","12/31/2021","5/18/2022","NM","132 S. 3rd St.","PEOPLES BANCSHARES CORP","4","0","0","4","1","Warrick","21780","Evansville, IN-KY","1/1/1895","1/1/1934","1/27/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","http://www.ptsb-in.com","8464","1052","7412","-64","536","30","124","","382","6073","3712","813","1548","1939","39","0","1978","0","1978","0","1978","-23","470","-156","1939"
"11351","0","591740","1203910","PEOPLES TRUST AND SAVINGS BANK","Riverside","IA","52327","12/31/2021","5/18/2022","NM","90 E. Railroad St.","COUNTRY BCORP","1","0","0","7","0","Washington","26980","Iowa City, IA","3/20/1928","1/1/1934","2/17/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.riverside-bank.com","1148","93","1055","0","52","0","22","","30","750","387","41","322","357","25","84","298","0","298","0","298","156","205","0","278.25"
"14168","0","463605","","PEOPLES TRUST COMPANY OF ST. ALBANS","Saint Albans","VT","5478","12/31/2021","5/18/2022","NM","25 Kingman St","","5","0","0","8","0","Franklin","15540","Burlington-South Burlington, VT","11/12/1866","4/2/1934","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://www.ptcvt.com","10421","957","9464","0","4063","0","546","","3517","10785","6309","1101","3375","2742","0","421","2321","0","2321","0","2321","-155","543","-220","2321"
"90213","14281","613400","3186585","PEOPLESBANK","Holyoke","MA","1040","12/31/2021","5/18/2022","SB","330 Whitney Ave","PEOPLESBANCORP MHC","22","0","1","4","0","Hampden","44140","Springfield, MA","3/17/1885","7/1/1985","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.bankatpeoples.com","101958","13696","88262","1971","16035","2","5135","1610","9288","76175","38008","6820","31347","26151","4079","1118","29112","0","29112","0","29112","1959","2210","0","25196.16"
"13879","10161","556815","1142475","PEOPLESBANK, A CODORUS VALLEY COMPANY","York","PA","17403","12/31/2021","5/18/2022","NM","109 Leader Heights Rd.","CODORUS VALLEY BCORP INC","33","0","1","4","0","York","49620","York-Hanover, PA","1/25/1934","2/10/1934","12/4/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.peoplesbanknet.com","71685","7921","63764","3663","16388","4502","2014","0","9872","55105","33447","6368","15290","21384","-23","4585","16776","0","16776","0","16776","2145","4800","0","16794.17"
"21292","15773","518037","1866155","PEOPLESSOUTH BANK","Colquitt","GA","39837","12/31/2021","5/18/2022","NM","203 W Crawford St.","PEOPLESSOUTH BANCSHARES INC","31","0","1","4","0","Miller","","","10/19/1973","10/19/1973","10/16/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.peoplessouth.com","36975","2599","34376","750","3421","0","802","","2619","21001","11937","2384","6680","16046","143","3881","12308","0","12308","0","12308","5","5500","0","12195.03"
"57569","0","3282012","3231373","PEOPLESTRUST BANK","Hamilton","AL","35570","12/31/2021","5/18/2022","NM","1281 Military St. S.","HOMETOWN BANCSHARES INC","3","0","0","4","0","Marion","","","7/23/2004","7/23/2004","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","https://www.peoplestrustbk.com","5067","616","4451","371","743","0","327","","416","3117","1660","260","1197","1706","1","371","1336","0","1336","0","1336","74","180","0","1335.21"
"1413","0","344852","1125571","PERENNIAL BANK","Darwin","MN","55324","12/31/2021","5/18/2022","NM","318 N 1st St.","DARWIN BANCSHARES INC","4","0","0","7","1","Meeker","","","1/1/1914","1/1/1934","1/13/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.perennialbank.com","2969","277","2692","0","810","0","290","","520","2336","1560","329","447","1166","5","102","1069","0","1069","0","1069","-14","350","0","1064.45"
"17089","0","212335","1081314","PERSONS BANKING COMPANY","Forsyth","GA","31029","12/31/2021","5/18/2022","NM","88 N. Lee St.","PERSONS BANKING CO INC","5","0","0","4","1","Monroe","31420","Macon, GA","1/1/1910","3/28/1952","3/30/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.personsbanking.com","11725","556","11169","0","2084","0","1016","0","1068","11455","6351","1108","3996","1798","63","0","1861","0","1861","0","1861","-141","0","0","1798"
"29384","3367","305077","","PERU FEDERAL SAVINGS BANK","Peru","IL","61354","12/31/2021","5/18/2022","SA","1730 4th St.","","2","0","0","5","0","La Salle","","","1/1/1887","1/14/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.perufederalsavings.com","4272","611","3661","-6","1378","0","40","","1338","3518","1798","384","1336","1527","-110","318","1099","0","1099","0","1099","3","0","0","1185.9"
"10829","0","602543","2728652","PETEFISH, SKILES & CO.","Virginia","IL","62691","12/31/2021","5/18/2022","NM","102 W. Beardstown St.","PETEFISH SKILES BANCSHARES INC","4","0","0","2","1","Cass","","","1/1/1870","1/1/1934","3/5/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.petefishskiles.com","8906","859","8047","300","3393","86","213","","3094","7446","4625","658","2163","3694","8","219","3483","0","3483","0","3483","-11","1805","0","3475.48"
"35084","0","2769570","2877402","PETIT JEAN STATE BANK","Morrilton","AR","72110","12/31/2021","5/18/2022","SM","707 North St. Joseph St.","PETIT JEAN BANCSHARES INC","2","0","0","4","0","Conway","","","2/16/1999","2/16/1999","5/13/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.pjsb.com","7680","768","6912","330","533","0","100","","433","3427","1823","315","1289","3688","0","745","2943","0","2943","0","2943","48","925","0","2943"
"18841","10263","342054","1249600","PHELPS COUNTY BANK","Rolla","MO","65401","12/31/2021","5/18/2022","NM","718 N. Pine St.","PHELPS CNTY BK EMPLOYEE STK OWNERSHIP PLAN","4","0","0","8","1","Phelps","","","8/1/1963","8/1/1963","6/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.mypcb.com","15075","580","14495","200","5527","0","1041","","4486","12606","7672","1002","3932","7216","0","0","7216","0","7216","0","7216","28","3000","72","7216"
"41","14012","432432","2013246","PHENIX-GIRARD BANK","Phenix City","AL","36867","12/31/2021","5/18/2022","NM","801 13th St.","PHENIX-GIRARD BANCSHARES INC","4","0","0","7","1","Russell","17980","Columbus, GA-AL","5/4/1904","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.phenix-girard.com","7154","274","6880","100","2348","0","489","","1859","6157","3730","367","2060","2971","1762","338","4395","0","4395","0","4395","41","1400","0","2756.34"
"5722","0","667346","2948919","PHILO EXCHANGE BANK","Philo","IL","61864","12/31/2021","5/18/2022","NM","102 W. Washington St.","YANKEE RIDGE INC","5","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1883","1/1/1934","10/24/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.philobank.com","3324","227","3097","0","348","0","31","","317","2610","1446","407","757","835","0","21","814","0","814","0","814","0","396","0","814"
"29995","4504","824671","","PHOENIXVILLE FEDERAL BANK AND TRUST","Phoenixville","PA","19460","12/31/2021","5/18/2022","SB","564 Nutt Rd.","","7","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1911","1/12/1940","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.phoenixfed.com","17157","2045","15112","0","3156","1351","330","","1475","13592","7491","1575","4526","4676","0","1143","3533","0","3533","0","3533","-62","0","0","3533"
"31089","6359","884376","","PICKENS SAVINGS AND LOAN ASSOCIATION, FA","Pickens","SC","29671","12/31/2021","5/18/2022","SA","205 E Cedar Rock St","","2","0","0","8","0","Pickens","24860","Greenville-Anderson-Mauldin, SC","1/1/1920","11/10/1959","11/15/2019","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.pickens.bank","3801","307","3494","0","290","0","71","","219","2922","1717","248","957","862","2","105","759","0","759","0","759","-58","97","0","757.24"
"27619","7","864471","","PIEDMONT FEDERAL SAVINGS BANK","Winston Salem","NC","27103","12/31/2021","5/18/2022","SA","201 S. Stratford Rd.","","10","0","0","5","0","Forsyth","49180","Winston-Salem, NC","1/1/1903","6/8/1935","8/28/2012","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.piedmontfederal.com","26010","4671","21339","335","1260","0","76","","1184","20179","12895","2784","4500","2085","42","213","1914","0","1914","0","1914","10","0","0","1876.2"
"59154","0","5342974","","PIERMONT BANK","New York","NY","10018","12/31/2021","5/18/2022","NM","4 Bryant Park, 3rd Fl.","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/1/2019","7/1/2019","7/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.piermontbank.com","6628","323","6305","1025","1872","0","1803","","69","9540","5915","1462","2163","-2388","0","56","-2444","0","-2444","0","-2444","0","0","20837","-2444"
"5628","0","173342","1098321","PIGGOTT STATE BANK","Piggott","AR","72454","12/31/2021","5/18/2022","SM","271 W Cherry St","PIGGOTT BANKSTOCK INC","3","0","0","8","1","Clay","","","3/10/1930","1/1/1934","11/16/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","WWW.PIGGOTTSTATEBANK.COM","3846","282","3564","25","308","0","112","","196","2526","1032","310","1184","1321","37","0","1358","0","1358","0","1358","11","420","0","1321"
"26379","11982","880332","3447428","PIKE NATIONAL BANK","Mccomb","MS","39648","12/31/2021","5/18/2022","N","350 Rawls Dr.","PCNB CORP","10","0","0","4","0","Pike","","","9/30/1985","9/30/1985","2/1/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.pnb-ms.net","12203","1505","10698","322","5482","0","1698","","3784","10128","5261","1398","3469","5730","3","1344","4389","0","4389","0","4389","77","2925","0","4386.63"
"17782","10282","643658","","PIKES PEAK NATIONAL BANK","Colorado Springs","CO","80904","12/31/2021","5/18/2022","N","2401 W. Colorado Ave.","","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","7/1/1957","7/1/1957","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.ppnb.com","3579","97","3482","300","334","0","73","0","261","3855","2054","588","1213","-339","0","-84","-255","0","-255","0","-255","-249","0","0","-255"
"16891","11157","911160","2098412","PILGRIM BANK","Pittsburg","TX","75686","12/31/2021","5/18/2022","NM","145 E. Marshall St.","PILGRIM BCORP","15","0","0","2","1","Camp","","","1/1/1911","2/24/1950","1/8/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.pilgrimbank.com","20994","1403","19591","600","2674","0","594","","2080","14695","7500","3365","3830","6970","258","0","7228","0","7228","0","7228","57","5800","0","6970"
"9100","11956","585749","1881532","PILOT GROVE SAVINGS BANK","Pilot Grove","IA","52648","12/31/2021","5/18/2022","NM","1341 Pilot Grove Rd","PILOT GROVE SB EMPLOYEE STK OWNERSHIP PLAN","14","0","0","2","1","Lee","","","1/1/1911","1/1/1934","12/7/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.pilotgrovesavingsbank.com","27901","4105","23796","1500","3910","32","948","0","2930","12831","7405","1278","4148","13375","35","642","12768","0","12768","0","12768","903","8262","0","12734.75"
"13652","14180","761459","5281989","PINE COUNTRY BANK","Little Falls","MN","56345","12/31/2021","5/18/2022","NM","1201 1st Ave. Ne","MIDCOUNTRY ACQUISITION CORP","3","0","0","2","0","Morrison","","","5/11/1927","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.pinecountrybank.com","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"12193","12466","729459","1128358","PINE ISLAND BANK","Pine Island","MN","55963","12/31/2021","5/18/2022","NM","128 S. Main St.","FRANDSEN FINANCIAL CORP","1","0","0","4","1","Goodhue","","","7/27/1931","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://pineislandbank.bank","298","14","284","0","15","0","2","0","13","114","51","19","44","185","0","0","185","0","185","0","185","0","0","0","185"
"10194","13845","729057","1128424","PINE RIVER STATE BANK","Pine River","MN","56474","12/31/2021","5/18/2022","NM","103 Mill St.","NORBANC GROUP INC","5","0","0","8","1","Cass","","","1/22/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.pineriverstatebank.com","5086","335","4751","17","525","0","115","","410","3358","1929","425","1004","1901","0","0","1901","0","1901","0","1901","0","313","0","1901"
"15699","14102","6039","1081622","PINELAND BANK","Alma","GA","31510","12/31/2021","5/18/2022","NM","501 W 12th St","SOUTH BANKING CO","9","0","1","4","0","Bacon","","","10/1/1939","11/16/1939","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.pineland.bank","14748","634","14114","400","3824","0","822","0","3002","12604","8064","1496","3044","4934","220","1132","4022","0","4022","0","4022","157","1500","0","3848.2"
"10634","10450","913856","1053272","PINNACLE BANK","Lincoln","NE","68508","12/31/2021","5/18/2022","NM","1401 N St.","PINNACLE BCORP INC","77","0","1","4","0","Lancaster","30700","Lincoln, NE","1/1/1880","1/1/1934","5/30/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","0","www.pinnbank.com","225209","16116","209093","1242","43820","2533","8164","0","33123","128759","76767","12594","39398","122912","0","25524","97388","0","97388","0","97388","-105","5000","0","97388"
"14065","15871","366238","3145966","PINNACLE BANK","Elberton","GA","30635","12/31/2021","5/18/2022","NM","884 Elbert St","PINNACLE FINANCIAL CORP","24","0","0","4","0","Elbert","","","3/12/1934","3/14/1934","10/1/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.pinnaclebank.com","61005","1736","59269","3000","15758","0","5209","0","10549","47778","25236","8204","14338","24249","178","5254","19173","0","19173","0","19173","664","2825","243","19032.38"
"29548","3645","288376","2520605","PINNACLE BANK","Jasper","AL","35501","12/31/2021","5/18/2022","NM","1811 2nd Ave.","PINNACLE BANCSHARES INC","7","0","0","4","0","Walker","","","11/1/1935","12/17/1935","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.pinnaclebanc.com","10813","391","10422","200","2639","0","812","0","1827","7144","3971","900","2273","5717","227","1125","4819","0","4819","0","4819","45","1160","0","4635.13"
"252","10067","365745","3916317","PINNACLE BANK","Marshalltown","IA","50158","12/31/2021","5/18/2022","SM","2206 S. Ctr. St.","IOWA RIVER BCORP INC","1","0","0","4","0","Marshall","","","5/5/1927","1/1/1934","6/30/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankpinnacle.us","9192","619","8573","146","1532","1066","168","","298","3904","2230","422","1252","6055","123","1401","4777","0","4777","0","4777","57","0","0","4679.83"
