cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,LNPLEDGE,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"58596","0","3476192","5530258","CARTER BANK & TRUST","Martinsville","VA","24112","12/31/2021","5/18/2022","NM","4 E. Commonwealth Blvd.","CARTER BANKSHARES INC","71","0","1","4","0","Martinsville City","","","12/30/2006","12/30/2006","5/21/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.CBTCares.com","2716418","95939","2812357","0","2812357","2346315","2346315","391383","1198233","55130","1143103","256872","499098","729","","218","247168","0","44646","0","0","3294","41352","174010","","173990","20","0","0","4651","0","1060389","78036","78036","35987","355396","39177",""
"28942","2657","900678","3793862","CARTHAGE FEDERAL SAVINGS AND LOAN ASSOCIATION","Carthage","NY","13619","12/31/2021","5/18/2022","SA","313 State St","RIVERBANK FINANCIAL MHC","4","0","0","5","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1888","9/19/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","carthagesavings.com","195098","958","196056","0","196056","189259","189259","2627","1687","0","1687","351","184594","0","","0","0","","6797","0","71","2656","4070","0","","0","0","0","0","0","","135244","0","0","2593","34","958",""
"30394","5273","268677","2531245","CARVER FEDERAL SAVINGS BANK","New York","NY","10027","12/31/2021","5/18/2022","SA","75 W. 125th St.","CARVER BCORP INC","7","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1948","3/7/1949","12/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.Carverbank.com","547389","5488","552877","0","552877","516515","516515","4012","285402","122524","162878","107548","119553","0","","0","29170","0","2103","0","0","0","2103","5089","","0","5089","0","0","5000","0","36577","5525","5242","0","4012","5674",""
"16584","10722","370833","3190023","CARVER STATE BANK","Savannah","GA","31401","12/31/2021","5/18/2022","NM","701 Martin Luther King Jr Bl","CARVER FINANCIAL CORP","2","0","0","4","0","Chatham","42340","Savannah, GA","1/1/1927","6/4/1947","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://WWW.CARVERSTATEBANK.COM","27910","764","28674","0","28674","18874","18874","788","8301","0","8301","0","9785","0","","0","8813","","955","0","0","279","676","32","","0","32","0","0","801","","14326","224","224","0","788","0",""
"3614","0","306337","3958867","CASEY STATE BANK","Casey","IL","62420","12/31/2021","5/18/2022","NM","305-307 N. Central Ave.","EAGLE FINANCIAL CORP","7","0","0","2","1","Clark","","","1/1/1880","1/1/1934","11/13/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","WWW.CASEYSTATEBANK.COM","279173","4648","283821","0","283821","126180","126180","10340","46651","41928","4723","3708","29555","35926","","65916","60460","","30861","0","303","27312","3246","404","","102","302","0","0","0","","0","5302","5302","3579","6761","0",""
"1265","11548","574976","","CASHMERE VALLEY BANK","Cashmere","WA","98815","12/31/2021","5/18/2022","NM","117 Aplets Way","","12","0","0","9","0","Chelan","48300","Wenatchee, WA","9/24/1932","1/1/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.cashmerevalleybank.com","928176","13774","941950","0","941950","531528","531528","91186","278460","66459","212001","52972","103556","5354","","1332","98151","","203816","3615","3343","183709","13149","107123","","93903","11429","1791","0","458","","344837","15638","11412","11666","79520","0",""
"1068","0","177751","1098648","CASS COMMERCIAL BANK","Des Peres","MO","63131","12/31/2021","5/18/2022","SM","12412 Powerscourt Dr.","CASS INFORMATION SYSTEMS INC","5","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1906","1/1/1934","2/19/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cassbank.com","908011","11584","919595","0","919595","503802","503802","39461","464055","425919","38136","0","286","0","","0","372111","","172","0","0","0","172","43510","","0","151","43359","0","0","","403614","0","0","0","39461","11584",""
"1913","0","152253","","CASTLE ROCK BANK","Castle Rock","MN","55010","12/31/2021","5/18/2022","NM","27925 Danville Ave.","","3","0","0","7","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/16/1916","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.castlerockbank.net","90697","2614","93311","0","93311","57020","57020","1927","20197","20197","0","783","23346","10767","","10378","17553","","8251","0","0","2032","6219","109","","0","109","0","0","0","","0","71","71","1927","0","1929",""
"17979","0","742056","","CASTROVILLE STATE BANK","Castroville","TX","78009","12/31/2021","5/18/2022","NM","Paris &lorenzo","","2","0","0","8","0","Medina","41700","San Antonio-New Braunfels, TX","4/2/1959","4/2/1959","2/26/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.CASTROVILLESTATEBANK.COM","143183","1944","145127","0","145127","119225","119225","21040","25832","14176","11656","3467","62334","6552","","4620","10486","","7321","0","0","3471","3850","3475","","2649","24","0","802","2116","","56958","0","0","4083","16957","1631",""
"18503","10611","595869","1843080","CATHAY BANK","Los Angeles","CA","90012","12/31/2021","5/18/2022","NM","777 N. Broadway St.","CATHAY GENERAL BCORP","62","1","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/19/1962","4/19/1962","3/16/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","https://www.cathaybank.com","16213703","136157","16349860","0","16349860","13436589","13285152","696348","5508082","1358277","4149805","1401687","5679035","0","151437","0","2724011","123904","4129","0","0","0","4129","185131","0","0","185131","0","0","111169","1158063","11542638","12152","8643","23867","672481","143257","275341"
"3615","0","307932","1246793","CATLIN BANK","Catlin","IL","61817","12/31/2021","5/18/2022","NM","202 S. Sandusky St.","BUTLER POINT INC","3","0","0","8","0","Vermilion","19180","Danville, IL","5/28/1904","1/1/1934","6/27/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.catlinbank.com","37230","446","37676","0","37676","31801","31801","4705","7298","7047","251","1109","18457","232","","195","4885","","702","0","0","510","192","92","","92","0","0","0","0","","0","14","14","3891","814","429",""
"33859","0","2132594","3443998","CATSKILL HUDSON BANK","Monticello","NY","12701","12/31/2021","5/18/2022","NM","4445 Rt. 42 N","CATSKILL HUDSON BCORP INC","11","0","0","4","0","Sullivan","","","12/6/1993","12/6/1993","3/2/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.chbny.com","380566","2672","383238","0","383238","357077","357077","22215","200363","48255","152108","40583","93916","0","","0","21421","","224","0","34","5","185","4516","","0","4516","0","0","1739","","93711","2116","1895","0","22215","2671",""
"12959","14283","254504","3009714","CATTARAUGUS COUNTY BANK","Little Valley","NY","14755","12/31/2021","5/18/2022","NM","116-20 Main St.","C C BCORP INC","7","0","0","4","0","Cattaraugus","","","1/1/1902","1/1/1934","1/1/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.ccblv.com","183255","3252","186507","0","186507","164025","164025","4340","91218","36388","54830","17238","49444","1785","","3176","15579","","2300","0","949","398","953","1427","","835","519","73","0","0","","6806","3368","3257","613","3727","2919",""
"5472","10809","529659","1059555","CATTLE BANK AND TRUST","Seward","NE","68434","12/31/2021","5/18/2022","NM","104 S. 5th","CATTLE CROSSING INC","4","0","0","2","1","Seward","30700","Lincoln, NE","6/1/1873","1/1/1934","12/29/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.CATTLEBANK.COM","244773","3344","248117","142","248259","205805","205805","22349","41146","19031","22115","23459","69814","49037","","21698","13171","","1774","0","14","1326","434","5811","","3785","1744","282","0","0","","59826","513","513","12409","9940","0",""
"12285","14250","284556","1057216","CATTLEMENS BANK","Altus","OK","73521","12/31/2021","5/18/2022","NM","3421 N. Main","REEVES BANCSHARES INC","6","0","1","2","1","Jackson","","","1/1/1910","1/1/1934","9/13/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.cattlemensbank.com","366128","2904","369032","0","369032","260576","260576","6053","124501","54454","70047","37865","27656","64501","","93222","12915","","1475","0","0","517","958","844","","529","315","0","0","0","","181813","0","0","6053","0","2904",""
"6954","0","63201","1249075","CAYUGA LAKE NATIONAL BANK","Union Springs","NY","13160","12/31/2021","5/18/2022","N","165 Cayuga St","CAYUGA LAKE BANK CORP","3","0","0","8","0","Cayuga","","","1/1/1864","1/1/1934","7/25/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.cayugalakenationalbank.com","145001","1690","146691","0","146691","109211","109211","1620","19043","11147","7896","3277","84718","553","","3668","25338","","7907","90","10","3217","4590","567","","560","7","0","0","0","","54233","0","0","1536","84","1632",""
"15310","11862","594433","1493654","CB&S BANK, INC.","Russellville","AL","35653","12/31/2021","5/18/2022","NM","201 S. Jackson St.","CBS BANC-CORP","55","0","1","4","0","Franklin","","","1/1/1906","12/6/1935","7/31/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.cbsbank.com","980431","13999","994430","0","994430","830188","830188","210491","364054","127606","236448","14586","204079","36978","","18535","104791","","27408","1914","580","8589","16325","13507","","3641","5266","0","4600","2045","","61337","3138","2977","45677","164814","0",""
"58434","0","3615021","","CBANK","Cincinnati","OH","45236","12/31/2021","5/18/2022","NM","8050 Hosbrook Rd","","2","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","7/16/2007","7/16/2007","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.CBANKUSA.COM","206346","2818","209164","0","209164","103742","103742","7062","56377","22495","33882","15107","25196","0","","0","57000","","3249","48","784","30","2387","45173","","0","554","44619","0","1059","","22110","0","0","11","7051","2522",""
"21227","9678","218131","1082478","CBBC BANK","Maryville","TN","37804","12/31/2021","5/18/2022","NM","330 E Broadway Ave","TWIN CITIES FINL SERVICES INC","7","0","0","4","0","Blount","28940","Knoxville, TN","9/24/1973","9/24/1973","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.cbbcbank.com","206992","4407","211399","210","211609","195234","195234","40655","128934","19976","108958","1973","23672","0","","0","14421","","1954","0","0","1509","445","0","","0","0","0","0","0","","72107","1101","905","5708","34947","3693",""
"1552","12483","830542","1203899","CBI BANK & TRUST","Muscatine","IA","52761","12/31/2021","5/18/2022","SM","301 Iowa Ave","CENTRAL BANCSHARES INC","17","0","1","4","0","Muscatine","","","6/13/1933","1/1/1934","2/6/2021","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.cbibt.com","676071","8899","684970","0","684970","489708","489708","38099","184789","74410","110379","24303","153784","88733","","66947","102487","","15582","0","30","13471","2081","10246","","9777","469","0","0","2043","","317630","4832","4756","24541","13558","8899",""
"13959","0","71859","3914872","CBW BANK","Weir","KS","66781","12/31/2021","5/18/2022","NM","109 E. Main St.","CB BANCSHARES CORP","1","0","0","4","0","Cherokee","","","1/1/1892","2/28/1934","6/27/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","www.cbwbank.com","26069","197","26266","0","26266","934","934","0","178","101","77","0","614","142","","152","19400","","5383","0","0","0","5383","397","","0","397","0","0","0","","0","819","819","0","0","148",""
"16595","11147","655839","1020395","CCB COMMUNITY BANK","Andalusia","AL","36420","12/31/2021","5/18/2022","NM","225 E. 3 Notch St.","SOUTHERN NATIONAL CORP","4","0","1","2","1","Covington","","","7/1/1947","7/1/1947","1/1/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.bankccb.com","418864","5787","424651","247","424898","353592","353592","47006","116120","44682","71438","2523","79203","108740","","13482","42413","","6951","1075","963","2316","2597","8460","","8208","252","0","0","0","","107143","1145","1109","6078","40928","0",""
"31121","6420","813572","3135190","CECIL BANK","Elkton","MD","21921","12/31/2021","5/18/2022","SM","127 N. St","CECIL BCORP INC","4","0","0","4","0","Cecil","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/7/1959","10/7/1959","1/1/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.cecilbank.com","161596","1495","163091","0","163091","43102","43102","1650","21166","10146","11020","1178","19108","0","","606","100814","","18569","0","0","7864","10705","0","","0","0","0","0","113","","8828","1033","866","360","1290","1635",""
"34478","0","2651899","","CEDAR HILL NATIONAL BANK","Charlotte","NC","28273","12/31/2021","5/18/2022","N","8100 Denmark Rd.","","1","0","0","7","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","2/2/1998","2/2/1998","3/4/2019","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","0",""
"57244","0","3029589","2125813","CEDAR RAPIDS BANK AND TRUST COMPANY","Cedar Rapids","IA","52401","12/31/2021","5/18/2022","SM","500 1st Ave. Ne, # 100","QCR HOLDINGS INC","9","0","0","4","0","Linn","16300","Cedar Rapids, IA","9/14/2001","9/14/2001","12/2/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.CRBT.bank","1412894","24913","1437807","0","1437807","903953","903953","240789","345938","143887","202051","228083","87135","2008","","283","441399","0","3897","0","1503","1456","938","88275","","76274","12001","0","0","20556","0","442093","0","0","9875","230914","23394",""
"18820","53546","1005851","1065202","CEDAR RAPIDS STATE BANK","Cedar Rapids","NE","68627","12/31/2021","5/18/2022","NM","213 W Main St","CEDAR RAPIDS STATE CO","2","0","0","2","1","Boone","","","5/25/1936","6/26/1963","7/1/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.cedarrapidsstatebank.com","61526","421","61947","0","61947","28490","28490","3440","5590","882","4708","0","14303","5157","","14938","17154","","1365","0","0","802","563","0","","0","0","0","0","0","","10564","0","0","2327","1113","421",""
"25591","13036","550653","1398861","CEDAR SECURITY BANK","Fordyce","NE","68736","12/31/2021","5/18/2022","NM","117 Main St.","CEDAR FINANCIAL HOLDING INC","3","0","0","2","0","Cedar","","","9/4/1984","9/4/1984","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","https://onlinebanking.cedarsecurity.com/","25197","1868","27065","0","27065","9392","9392","360","501","0","501","160","3147","5224","","10886","4325","","1107","0","8","669","430","1355","","1355","0","0","0","0","","6992","0","0","360","0","0",""
"14694","14694","1014246","1363962","CEDAR VALLEY BANK & TRUST","La Porte City","IA","50651","12/31/2021","5/18/2022","NM","321 Main St.","D&D BANCSHARES INC","2","0","0","2","1","Black Hawk","47940","Waterloo-Cedar Falls, IA","7/6/1906","8/22/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.cedarvalleybank.com","86312","624","86936","0","86936","70411","70411","5744","8045","8045","0","0","32451","24171","","6552","5968","","4002","0","40","2941","1021","2","","0","2","0","0","0","","59399","0","0","5438","306","624",""
"57684","0","3262788","4463126","CEDARSTONE BANK","Lebanon","TN","37087","12/31/2021","5/18/2022","NM","900 W Main St","CEDARSTONE FINANCIAL INC","3","0","0","4","0","Wilson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","4/19/2004","4/19/2004","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.cedarstonebank.com","163890","2130","166020","0","166020","149645","149645","3709","60209","41626","18583","2379","75968","7380","","232","10800","","5316","0","204","3875","1237","27","","0","27","0","0","0","","57520","431","431","3211","498","2147",""
"57056","0","2998576","","CELTIC BANK","Salt Lake City","UT","84111","12/31/2021","5/18/2022","NM","268 S. State St, # 300","","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","3/1/2001","3/1/2001","2/20/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.celticbank.com","1470957","39003","1509960","12735","1522695","570122","570122","30637","535381","501421","33960","0","3990","114","","3","928267","","24055","0","0","0","24055","249","","0","249","0","0","0","","718727","2211","2082","259","30378","0",""
"8848","0","308256","1020920","CENBANK","Buffalo Lake","MN","55314","12/31/2021","5/18/2022","NM","109 W. Yellowstone Trail","CENTRAL TRUST CO","3","0","0","2","1","Renville","","","1/1/1893","1/1/1934","1/31/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.cenbank.com","51616","598","52214","0","52214","26101","26101","944","6427","3642","2785","340","1087","17303","","12617","3649","","9846","0","33","8169","1644","1","","0","1","0","0","0","","0","233","233","799","145","598",""
"3098","0","89957","1104567","CENDERA BANK, NATIONAL ASSOCIATION","Bells","TX","75414","12/31/2021","5/18/2022","N","615 E. Bells Blvd","CENDERA FINANCIAL HOLDINGS INC","3","0","0","4","0","Grayson","43300","Sherman-Denison, TX","1/1/1904","1/1/1934","7/1/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://cenderabank.com","110434","1337","111771","0","111771","105139","105139","39071","21908","1695","20213","1035","42997","128","","324","5139","","1114","0","0","309","805","55","","46","9","0","0","0","","11590","0","0","17608","21463","0",""
"30996","6230","934271","4439354","CENLAR FSB","Ewing","NJ","8618","12/31/2021","5/18/2022","SA","425 Phillips Blvd.","EMPLOYEES STK OWNERSHIP PLAN CENLAR CAPITAL","1","0","0","5","1","Mercer","45940","Trenton, NJ","1/1/1912","6/13/1958","9/13/2016","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.cenlar.com","319939","686","320625","0","320625","320415","320415","0","0","0","0","0","320415","0","","0","0","0","185","0","0","0","185","25","","0","25","0","0","0","0","0","1480","0","0","0","686",""
"11241","0","456045","1491409","CENTENNIAL BANK","Conway","AR","72032","12/31/2021","5/18/2022","SM","620 Chestnut St.","HOME BANCSHARES INC","176","0","1","4","0","Faulkner","30780","Little Rock-North Little Rock-Conway, AR","1/1/1903","1/1/1934","3/3/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","0","http://www.my100bank.com","9599375","236714","9836089","0","9836089","7425799","7425799","1850049","3889284","1153705","2735579","280837","1274955","130674","","43920","1386747","11932","825519","0","3256","2832","819431","154105","","24478","129627","0","0","0","229365","9320561","6514","5544","546341","1303708","147721",""
"8439","10838","531250","1135806","CENTENNIAL BANK","Trezevant","TN","38258","12/31/2021","5/18/2022","NM","5420 Broad St S","F&M BANCSHARES INC","13","0","0","4","0","Carroll","","","1/1/1916","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.mycentennial.bank","429243","7692","436935","0","436935","272936","272936","34049","108973","41783","67190","5862","90589","33463","","15458","46876","","27514","0","0","12428","15086","74151","","155","73996","0","0","0","","81322","62","62","11291","22758","6240",""
"10976","0","1017957","1246494","CENTER NATIONAL BANK","Litchfield","MN","55355","12/31/2021","5/18/2022","N","301 N. Ramsey Ave.","CNB FINANCIAL CORP","4","0","0","4","1","Meeker","","","1/1/1891","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","Centernationalbank.com","116943","1589","118532","0","118532","86923","86923","11658","34199","6444","27755","9953","21856","9257","","7782","13556","","9550","0","102","3752","5696","721","","0","721","0","0","0","","15999","0","0","1744","9914","1589",""
"16436","15669","51459","1057289","CENTERA BANK","Sublette","KS","67877","12/31/2021","5/18/2022","NM","119 S. Inman St.","SANTA FE TRAIL BANC SHARES INC","6","0","0","2","1","Haskell","","","10/18/1937","5/31/1946","7/15/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.centerabank.com","122392","1518","123910","0","123910","69739","69739","5974","17946","8981","8965","2555","17254","26010","","36046","13094","","3007","0","0","1598","1409","2024","","0","130","1894","0","0","","15985","0","0","694","5280","1518",""
"35117","0","2887399","4415693","CENTERBANK","Milford","OH","45150","12/31/2021","5/18/2022","NM","744 State Rt. 28","CENTERGROUP FINANCIAL INC","3","0","0","4","0","Clermont","17140","Cincinnati, OH-KY-IN","3/15/2000","3/15/2000","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.center.bank","224243","2883","227126","597","227723","184422","184422","32242","76319","48572","27747","12162","63699","0","","0","43103","","177","0","0","140","37","21","","0","21","0","0","0","","115554","11","0","12338","19904","0",""
"12854","9447","783648","1204560","CENTIER BANK","Whiting","IN","46394","12/31/2021","5/18/2022","NM","1500-119th St.","FIRST BANCSHARES INC","59","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/21/1895","1/1/1934","2/14/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.centier.com","4753726","63115","4816841","0","4816841","3161632","3161632","459890","1710028","407620","1302408","362049","628589","1076","","0","289735","0","360890","0","0","4572","356318","1004584","","45063","959302","219","0","0","0","707586","2968","525","59611","400279","63115",""
"19904","10688","800853","1061754","CENTINEL BANK OF TAOS","Taos","NM","87571","12/31/2021","5/18/2022","NM","512 Paseo Del Pueblo Sur","CENTINEL BANK SHARES INC","2","0","0","7","1","Taos","","","3/1/1969","3/1/1969","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","www.centinelbank.com","122603","1759","124362","372","124734","92419","92419","15553","20884","10408","10476","335","55647","0","","0","22387","","2669","696","106","564","1303","7260","","7226","34","0","0","0","","0","0","0","8209","7344","1611",""
"17612","15662","31255","1106468","CENTRAL BANK","Houston","TX","77041","12/31/2021","5/18/2022","SM","11201 Clay Rd.","CENTRAL BANCSHARES INC","4","0","0","4","1","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/31/1956","5/31/1956","4/18/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.centralbankhouston.com","652311","7649","659960","2260","662220","462831","462831","51643","205573","101062","104511","16628","187804","1183","","0","119984","0","1634","0","0","61","1573","77770","","33330","44440","0","0","1014","0","284555","0","0","21612","30031","7649",""
"1756","0","3488579","1131611","CENTRAL BANK","Little Rock","AR","72211","12/31/2021","5/18/2022","NM","1506 Market St, # C180","CROSS COUNTY BANCSHARES INC","3","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","8/12/1912","1/1/1934","4/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.centralbankar.com","280008","3482","283490","422","283912","225867","225867","63296","73217","40618","32599","16833","70954","1567","","435","56419","","1191","0","0","913","278","0","","0","0","0","0","0","","0","1289","1289","9225","54071","3482",""
"31545","7159","265676","","CENTRAL BANK","Savannah","TN","38372","12/31/2021","5/18/2022","NM","485 Wayne Rd","","3","0","0","8","0","Hardin","","","6/30/1967","6/30/1967","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.CENTRALBANKTN.COM","66725","1265","67990","0","67990","57791","57791","6765","10670","6547","4123","1387","37545","1424","","0","4422","","4644","0","0","1712","2932","1133","","1035","98","0","0","142","","0","0","0","2046","4719","798",""
"15555","10364","546544","1978674","CENTRAL BANK","Storm Lake","IA","50588","12/31/2021","5/18/2022","SM","600 Lake Ave.","COMMERCIAL FINANCIAL CORP","23","0","1","4","0","Buena Vista","","","1/1/1879","1/1/1934","2/29/2020","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.centralbankonline.com","1389517","17126","1406643","0","1406643","1074510","1074510","120164","548829","188826","360003","68896","236635","99986","","54642","243378","","21401","2252","44","11060","8045","12712","","0","12712","0","0","0","","299236","0","0","47915","72249","0",""
"58377","0","3468450","3468478","CENTRAL BANK","Tampa","FL","33647","12/31/2021","5/18/2022","NM","20701 Bruce B. Downs Blvd","CENTRAL FINANCIAL HOLDINGS INC","3","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/26/2007","2/26/2007","7/7/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.centralbankfl.com","208833","3963","212796","0","212796","164928","164928","22242","85029","46598","38431","3511","54146","0","","0","46819","","1049","0","0","51","998","0","","0","0","0","0","0","","37691","110","0","8781","13461","0",""
"9204","10206","622774","1025662","CENTRAL BANK","Provo","UT","84601","12/31/2021","5/18/2022","NM","75 N. University Ave.","CENTRAL BCORP","11","0","0","4","0","Utah","39340","Provo-Orem, UT","10/17/1891","1/1/1934","3/25/2020","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.cbutah.com","877417","25091","902508","0","902508","812299","812299","344778","333172","200775","132397","22730","106165","5454","","337","71856","","17280","2158","410","8590","6122","736","","0","736","0","0","0","","61175","0","0","136297","208481","0",""
"15815","11038","1007015","2158156","CENTRAL BANK & TRUST COMPANY","Lexington","KY","40507","12/31/2021","5/18/2022","NM","300 W Vine St","CENTRAL BANCSHARES INC","28","0","0","4","0","Fayette","30460","Lexington-Fayette, KY","4/15/1938","4/30/1941","1/28/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","0","www.centralbank.com","2055082","23994","2079076","1632","2080708","1529983","1529983","202719","619633","232489","387144","58861","619807","28963","","2146","303048","0","165727","6756","0","137488","21483","79804","","58652","21152","0","0","0","0","481807","28032","28032","52996","149723","23994",""
