cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"26816","10020","593771","","LIBERTY BANK, INC.","Salt Lake City","UT","84102","12/31/2021","5/18/2022","NM","326 S. 500 E.","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","11/5/1956","10/20/1986","3/9/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.libertybankofutah.com","6086","177","57","1","5381","4842","16","0","0","","","4272"
"58852","0","3690121","3810956","LIBERTY CAPITAL BANK","Addison","TX","75001","12/31/2021","5/18/2022","NM","5055 Keller Springs Rd, # 12","LIBERTY CAPITAL BANCSHARES INC","1","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","9/15/2008","9/15/2008","9/15/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://LibertyCapital.bank","58811","1413","15","1","2252","341373","277","0","0","","","7053"
"11522","15647","68756","1065172","LIBERTY NATIONAL BANK","Lawton","OK","73501","12/31/2021","5/18/2022","N","629 S W C Ave.","B O E BANCSHARES INC","8","0","0","4","1","Comanche","30020","Lawton, OK","1/1/1902","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.lnbok.com","327841","19545","10312","314","83696","481056","407","1944","6","","","45181"
"6516","10519","130813","1246579","LIBERTY NATIONAL BANK","Ada","OH","45810","12/31/2021","5/18/2022","N","118 S. Main St.","LIBERTY BANCSHARES INC","6","0","0","4","0","Hardin","","","10/1/1893","1/1/1934","10/13/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","myliberty.bank","235068","9294","3003","130","57043","136767","171","0","0","","","11072"
"57505","0","3140822","3137701","LIBERTY NATIONAL BANK","Sioux City","IA","51106","12/31/2021","5/18/2022","N","4425 Singing Hills Blvd.","LIBERTY FINANCIAL SERVICES INC","11","0","1","2","0","Woodbury","43580","Sioux City, IA-NE-SD","3/17/2003","3/17/2003","10/27/2008","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.libertynational.bank","193630","10237","4063","168","50906","256334","282","256","1","","","24015"
"32242","8039","839572","3828698","LIBERTY SAVINGS BANK, F.S.B.","Wilmington","OH","45177","12/31/2021","5/18/2022","SA","2251 Rombach Ave.","JAMES R POWELL REVOCABLE TRUST","6","0","1","5","1","Clinton","","","9/14/1984","9/14/1984","12/31/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.libertysavingsbank.com","580214","10396","19144","540","374686","256168","442","2221","6","","","80464"
"17096","15708","883351","1126569","LIBERTY STATE BANK","Powers Lake","ND","58773","12/31/2021","5/18/2022","NM","111 Main St.","LIBERTY BCORP INC","1","0","0","2","1","Burke","","","4/17/1952","4/17/1952","9/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://www.libertystateplnd.com","54752","2551","4704","288","23223","36986","64","706","2","","","8224"
"10121","15849","644646","1204784","LIBERTY TRUST & SAVINGS BANK","Durant","IA","52747","12/31/2021","5/18/2022","NM","502 Eighth Ave.","LIBERTY BCORP","4","0","0","2","0","Cedar","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.mylibertytrust.com","98721","6877","5804","293","21630","34828","57","1282","4","","","276"
"34073","14239","2339795","2260406","LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION","Libertyville","IL","60048","12/31/2021","5/18/2022","N","507 N. Milwaukee Ave.","WINTRUST FINANCIAL CORP","8","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/10/1995","10/10/1995","10/1/2019","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.libertyvillebank.com","1058298","39275","57113","1561","153908","757318","873","4389","9","","","51280"
"31217","6555","715872","3837542","LIFESTORE BANK","West Jefferson","NC","28694","12/31/2021","5/18/2022","SM","205 S. Jefferson Ave.","ASHECO MHC INC","4","0","0","8","0","Ashe","","","1/1/1939","3/22/1961","5/1/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.golifestore.com","210905","14481","13541","484","57123","114910","227","1320","5","","","14248"
"11003","0","365950","5210372","LIMEBANK","Bolivar","MO","65613","12/31/2021","5/18/2022","NM","1630 S. Killingsworth Ave.","STARK BANCSHARES INC","4","0","0","8","0","Polk","44180","Springfield, MO","11/24/1910","1/1/1934","12/1/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.lime.bank","52221","2903","2341","96","19319","12487","29","0","0","","","4012"
"9314","12848","522847","1249712","LIMESTONE BANK, INC.","Louisville","KY","40223","12/31/2021","5/18/2022","NM","2500 Eastpoint Pkwy.","LIMESTONE BCORP INC","22","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","3/24/1902","1/1/1934","11/15/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","https://www.limestonebank.com","725473","50173","35669","1794","252611","451005","673","1403","5","","","13400"
"28963","2694","930871","3790487","LINCOLN 1ST BANK","Lincoln Park","NJ","7035","12/31/2021","5/18/2022","SB","261 Comly Rd","LINCOLN PARK BCORP MHC","2","0","0","5","0","Morris","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","5/21/1956","6/28/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.mylincoln1st.com","135160","4094","7115","348","77486","33900","78","541","2","","","7548"
"29692","3896","529275","3824346","LINCOLN FSB OF NEBRASKA","Lincoln","NE","68520","12/31/2021","5/18/2022","SA","8400 Maddox Dr.","LINCOLN FEDERAL BCORP M H C","13","0","0","8","0","Lancaster","30700","Lincoln, NE","1/1/1906","8/2/1937","7/27/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.lincolnfed.com","180953","8905","14236","807","133825","35502","70","0","0","","","10920"
"14207","0","589943","1210169","LINCOLN SAVINGS BANK","Reinbeck","IA","50669","12/31/2021","5/18/2022","NM","508 Main St.","LINCOLN BCORP","17","0","0","4","0","Grundy","47940","Waterloo-Cedar Falls, IA","1/1/1902","3/26/1934","3/18/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.mylsb.com","793921","1208374","16117","1005","124644","461391","527","7901","7","","","65446"
"8390","0","667551","1495788","LINCOLN STATE BANK","Hankinson","ND","58041","12/31/2021","5/18/2022","NM","302 Main Ave. S.","LINCOLN HOLDING CO","3","0","0","2","1","Richland","","","8/3/1903","1/1/1934","6/3/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.lsbhank.com","59698","3684","1638","79","10377","25966","51","281","1","","","2189"
"57971","0","3376733","3802278","LINCOLNWAY COMMUNITY BANK","New Lenox","IL","60451","12/31/2021","5/18/2022","NM","1000 E. Lincoln Hwy.","LWCBANCORP INC","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/29/2005","8/29/2005","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.lwcbank.com","141007","4201","5986","169","65504","95119","191","516","2","","","11627"
"1073","0","185859","1095889","LINDELL BANK & TRUST COMPANY","St. Louis","MO","63139","12/31/2021","5/18/2022","SM","6900 Clayton Ave","FIRST ILLINOIS BCORP INC","16","0","1","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1923","1/1/1934","4/10/2021","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.lindellbank.com","446070","25385","16553","953","61642","280683","447","1817","4","","","9756"
"6100","0","321152","1823550","LINEAGE BANK","Franklin","TN","37064","12/31/2021","5/18/2022","NM","120 5th Ave N","LINEAGE FINANCIAL NETWORK INC","2","0","0","4","0","Williamson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","2/5/1927","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.lineagebank.com","30555","1218","0","0","12718","40537","49","0","0","","","4561"
"29800","4107","133971","","LISLE SAVINGS BANK","Lisle","IL","60532","12/31/2021","5/18/2022","SB","1450 Maple","","4","0","0","8","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1917","8/19/1954","11/1/2016","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://WWW.LISLEBANK.COM","306746","9760","33888","925","122295","87984","257","3019","10","","","14007"
"11821","0","537551","1122301","LITTLE HORN STATE BANK","Hardin","MT","59034","12/31/2021","5/18/2022","NM","835 N. Ctr. Ave.","ANTLER LAND CO","2","0","0","2","0","Big Horn","","","1/1/1919","1/1/1934","4/25/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.littlehornstatebank.com","77821","5445","2366","131","11427","38489","83","0","0","","","6232"
"58665","0","3650808","3884863","LIVE OAK BANKING COMPANY","Wilmington","NC","28403","12/31/2021","5/18/2022","NM","1757 Tiburon Dr.","LIVE OAK BANCSHARES INC","1","0","0","4","0","New Hanover","48900","Wilmington, NC","5/12/2008","5/12/2008","7/23/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","0","www.liveoakbank.com","4484910","63349","390","2","2844986","2637635","5824","0","0","","","564798"
"24305","0","946555","4575047","LLANO NATIONAL BANK","Llano","TX","78643","12/31/2021","5/18/2022","N","1001 Ford St.","HILL COUNTRY BANCSHARES INC","4","0","0","8","0","Llano","","","1/17/1983","1/17/1983","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.llanonationalbank.com","148834","9376","3662","137","31675","95109","160","0","0","","","13813"
"4398","11288","176642","2807007","LNB COMMUNITY BANK","Lynnville","IN","47619","12/31/2021","5/18/2022","NM","215 N. Main St.","LNB COMMUNITY BCORP","4","0","0","8","1","Warrick","21780","Evansville, IN-KY","9/1/1907","1/1/1934","1/3/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.lnbbanking.com","63358","5564","2594","175","11747","76488","47","0","0","","","332"
"19285","0","164331","1133259","LOGAN BANK & TRUST COMPANY","Logan","WV","25601","12/31/2021","5/18/2022","NM","43 Washington Ave.","LOGAN COUNTY BANCSHARES INC","6","0","0","7","0","Logan","","","11/24/1964","11/24/1964","12/5/2017","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.lbandt.com","189036","15581","11379","329","42706","96638","151","2208","6","","","16587"
"5632","0","932642","","LOGAN COUNTY BANK","Scranton","AR","72863","12/31/2021","5/18/2022","NM","524 Main St.","","2","0","0","8","0","Logan","","","4/4/1926","1/1/1934","12/13/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","logancountybank.net","46270","3513","3671","114","13700","29039","30","440","1","","","5740"
"4476","0","754246","1492282","LOGAN STATE BANK","Logan","IA","51546","12/31/2021","5/18/2022","SM","323 E. 7th St.","LOGAN BCORP INC","2","0","0","2","1","Harrison","36540","Omaha-Council Bluffs, NE-IA","12/1/1888","1/1/1934","3/29/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","https://www.loganstatebank.com","49144","2453","1137","93","13343","21296","43","351","1","","","3325"
"29907","4312","918879","3848397","LOGANSPORT SAVINGS BANK","Logansport","IN","46947","12/31/2021","5/18/2022","NM","723 E. Broadway","LOGANSPORT FINANCIAL CORP","1","0","0","2","0","Cass","","","1/1/1925","4/25/1956","8/29/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.logansportsavings.com","84079","5779","9068","181","22184","123981","96","1400","5","","","9351"
"58324","0","3448162","","LONE STAR BANK","Houston","TX","77063","12/31/2021","5/18/2022","NM","2600 S. Gessner Rd.","","5","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","8/23/2006","8/23/2006","3/19/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.lsbtexas.com","77991","1636","3663","81","49023","49354","99","542","2","","","7658"
"35015","0","2788656","","LONE STAR CAPITAL BANK, NATIONAL ASSOCIATION","San Antonio","TX","78232","12/31/2021","5/18/2022","N","150 N. Loop 1604 E.","","8","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","3/9/1999","3/9/1999","5/1/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.lscb.com","182168","7452","2402","105","41185","226569","324","288","1","","","25350"
"24347","0","842460","2325350","LONE STAR NATIONAL BANK","Pharr","TX","78577","12/31/2021","5/18/2022","N","206 W. Ferguson St.","LONE STAR NATL BANCSHARES--TEXAS","34","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","1/24/1983","1/24/1983","7/11/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.lonestarnationalbank.com","918198","75810","10411","611","175001","1876080","1552","2007","2","","","297551"
"3116","0","3607062","3641767","LONE STAR STATE BANK OF WEST TEXAS","Lubbock","TX","79424","12/31/2021","5/18/2022","SM","6220 Milwaukee Ave","LONE STAR STATE BANCSHARES INC","5","0","0","4","1","Lubbock","31180","Lubbock, TX","8/9/1919","1/1/1934","4/10/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.lonestarwtx.com","292300","11114","6611","216","90725","755553","921","584","2","","","156197"
"1786","0","380533","1204618","LONGVIEW BANK","Ogden","IL","61859","12/31/2021","5/18/2022","NM","102 S. E. Ave.","LONGVIEW CAPITAL CORP","7","0","0","2","0","Champaign","16580","Champaign-Urbana, IL","9/1/1899","1/1/1934","5/3/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.longviewbank.com","151081","9613","6782","301","52295","83493","140","0","0","","","22169"
"16479","0","152431","1204618","LONGVIEW BANK AND TRUST","Chrisman","IL","61924","12/31/2021","5/18/2022","NM","121 S. Pennsylvania St.","LONGVIEW CAPITAL CORP","4","0","0","2","0","Edgar","","","8/11/1891","9/6/1946","7/23/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.longviewbt.com","123987","9054","5443","211","33717","83593","90","0","0","","","7489"
"15059","13513","109659","1133400","LOUISIANA NATIONAL BANK","Ruston","LA","71270","12/31/2021","5/18/2022","N","2001 N Trenton St","LOUISIANA BANCSHARES INC","10","0","0","4","1","Lincoln","","","3/20/1935","3/20/1935","5/1/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.ln.bank","180370","11286","2292","107","43361","100088","139","1103","4","","","10288"
"21807","0","764151","","LOVELADY STATE BANK","Lovelady","TX","75851","12/31/2021","5/18/2022","NM","910 S Commerce St","","1","0","0","7","1","Houston","","","11/4/1974","11/4/1974","12/27/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.loveladystatebank.com","33495","2475","1218","33","7851","16147","27","0","0","","","1601"
"10202","0","457","1127016","LOWRY STATE BANK","Lowry","MN","56349","12/31/2021","5/18/2022","NM","400 Florence Ave.","FINANCIAL SERVICES LOWRY INC","1","0","0","4","1","Pope","","","10/4/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.lowrystate.com","35160","2467","2129","98","9169","12817","27","0","0","","","542"
"59182","0","5427684","","LOYAL TRUST BANK","Johns Creek","GA","30097","12/31/2021","5/18/2022","NM","11675 Medlock Bridge Rd","","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/18/2019","11/18/2019","11/18/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.loyaltrustbank.com","26868","1234","102","6","12159","61866","71","0","0","","","9620"
"253","10130","674849","1209211","LUANA SAVINGS BANK","Luana","IA","52156","12/31/2021","5/18/2022","NM","100 Harvest Dr.","LUANA BCORP","6","0","0","2","1","Clayton","","","8/1/1908","1/1/1934","3/26/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.luanasavingsbank.com","1591606","14353","9364","569","981004","162620","220","814","2","","","5159"
"20568","15993","651121","","LUMBEE GUARANTY BANK","Pembroke","NC","28372","12/31/2021","5/18/2022","NM","403 E. 3rd St.","","15","0","0","7","0","Robeson","","","12/22/1971","12/22/1971","1/22/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.lumbeeguarantybank.com","235071","17039","14495","730","74167","171521","220","547","2","","","9497"
"34058","12260","385686","3789986","LUSITANIA SAVINGS BANK","Newark","NJ","7105","12/31/2021","5/18/2022","SB","107 Pulaski St.","LUSITANIA FINANCIAL MHC","4","0","0","5","0","Essex","35620","New York-Newark-Jersey City, NY-NJ-PA","9/1/1995","9/1/1995","12/17/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.lusitaniabank.com","267225","14103","12021","478","94133","55937","129","1528","3","","","10084"
"8724","0","912550","1051353","LUSK STATE BANK","Lusk","WY","82225","12/31/2021","5/18/2022","SM","445 S. Main St","BANKERS CAPITAL CORP","1","0","0","2","1","Niobrara","","","5/26/1924","1/1/1934","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.luskstatebank.com","39081","2328","413","42","4541","19922","40","0","0","","","426"
"32178","7960","497570","3814208","LUTHER BURBANK SAVINGS","Santa Rosa","CA","95401","12/31/2021","5/18/2022","NM","500 3rd St.","LUTHER BURBANK CORP","14","0","1","4","0","Sonoma","42220","Santa Rosa, CA","1/1/1982","10/7/1983","12/16/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","www.lutherburbanksavings.com","2333707","34009","193835","4810","1287471","3501476","4513","57416","156","","","1047669"
"27727","179","901974","","LYONS FEDERAL BANK","Lyons","KS","67554","12/31/2021","5/18/2022","SA","200 E. Ave S.","","4","0","0","2","0","Rice","","","1/1/1913","12/6/1935","4/1/2017","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","WWW.LYONSFED.COM","77963","5618","6064","362","30608","54253","49","0","0","","","10077"
"17388","0","1003839","1841732","M C BANK & TRUST COMPANY","Morgan City","LA","70380","12/31/2021","5/18/2022","NM","1201 Brashear Ave","M C BANCSHARES INC","10","0","0","4","0","Saint Mary","","","1/20/1955","1/20/1955","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.mcbt.com","138720","10780","8669","295","29880","149449","194","254","1","","","21180"
"35154","15731","2916534","","M.Y. SAFRA BANK, FSB","New York","NY","10022","12/31/2021","5/18/2022","SA","499 Park Ave.","","1","0","0","8","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/5/2000","6/5/2000","3/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.mysafra.com","115603","1651","20687","676","124371","199595","165","1893","6","","","29752"
"9797","0","666059","5115280","M1 BANK","Clayton","MO","63105","12/31/2021","5/18/2022","NM","112 S Hanley Rd","M1 BANCSHARES INC","3","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","5/15/1911","1/1/1934","11/11/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.m1bank.net","212487","2918","9097","210","147973","342861","484","0","0","","","23711"
"14695","15895","34555","1133062","MA BANK","Macon","MO","63552","12/31/2021","5/18/2022","SM","1513 N. Missouri St.","MACON-ATLANTA BCORP INC","2","0","0","2","1","Macon","","","1/1/1893","8/24/1934","10/5/2020","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.mabank.com","176829","10486","13121","825","65236","125758","145","853","3","","","14042"
"10667","0","139553","2052777","MABREY BANK","Bixby","OK","74008","12/31/2021","5/18/2022","SM","14821 S. Memorial","MABREY BCORP INC","15","0","0","4","0","Tulsa","46140","Tulsa, OK","1/26/1924","1/1/1934","8/1/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.mabreybank.com","597436","30965","14870","457","114209","830592","830","2577","8","","","54341"
"34618","16108","2634351","2634696","MACATAWA BANK","Holland","MI","49424","12/31/2021","5/18/2022","NM","10753 Macatawa Dr","MACATAWA BANK CORP","29","0","0","4","0","Ottawa","24340","Grand Rapids-Wyoming, MI","11/25/1997","11/25/1997","1/22/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.macatawabank.com","1091433","86878","10685","834","61514","1483389","1412","294","1","","","28228"
"19531","9576","137205","2728577","MACHIAS SAVINGS BANK","Machias","ME","4654","12/31/2021","5/18/2022","SB","4 Ctr. St","MACHIAS BCORP MHC","15","0","0","4","0","Washington","","","3/5/1869","1/1/1966","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.MachiasSavings.com","1417785","57799","53156","1764","140951","626852","848","8042","21","","","30186"
"6091","0","709639","1136577","MACON BANK AND TRUST COMPANY","Lafayette","TN","37083","12/31/2021","5/18/2022","NM","609 Red Boiling Springs Rd","MACON BANCTRUST INC","8","0","0","8","0","Macon","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/1/1919","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","https://maconbankandtrust.com","277922","18919","30939","808","134024","196673","226","11429","30","","","43166"
"31999","7715","385471","4441414","MADISON COUNTY BANK","Madison","NE","68748","12/31/2021","5/18/2022","SM","111 W. 3rd St.","MADISON COUNTY FINANCIAL INC","6","0","0","2","0","Madison","","","1/1/1888","1/28/1980","6/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.madisoncountybank.com","201551","11273","12734","496","23131","203971","374","1218","4","","","1866"
"35056","0","2805928","3619702","MADISON COUNTY COMMUNITY BANK","Madison","FL","32340","12/31/2021","5/18/2022","NM","301 E Base St","MADISON CMTY BANCSHARES CORP","1","0","0","4","0","Madison","","","5/5/1999","5/5/1999","9/2/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.mccbflorida.com","93328","6207","2213","87","25535","60399","100","265","1","","","8761"
"19544","0","596455","1123616","MADISON VALLEY BANK","Ennis","MT","59729","12/31/2021","5/18/2022","NM","213 E. Main","JACKASS CREEK LAND&LIVESTOCK","5","0","0","4","1","Madison","","","6/21/1965","1/13/1966","10/29/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","http://www.madisonvalleybank.com","152796","10880","3322","196","16506","90861","157","0","0","","","3415"
"8120","10406","261146","1095843","MAGNOLIA BANK, INCORPORATED","Magnolia","KY","42757","12/31/2021","5/18/2022","NM","4910 S. L &n Turnpike","MAGNOLIA BANCSHARES INC","17","0","1","8","1","Larue","21060","Elizabethtown-Fort Knox, KY","11/4/1919","1/1/1934","4/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.magnoliabank.com","258986","7953","9087","351","166631","100807","130","1817","7","","","8451"
"22081","0","34434","1084016","MAGNOLIA STATE BANK","Bay Springs","MS","39422","12/31/2021","5/18/2022","NM","28 Hwy. 528","MAGNOLIA STATE CORP THE","8","0","0","4","1","Jasper","","","8/4/1975","8/4/1975","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankmagnolia.com","202126","12695","13145","384","61875","159010","245","4359","12","","","22886"
"877","14607","204237","2453936","MAGNOLIA STATE BANK","Eastman","GA","31023","12/31/2021","5/18/2022","NM","130 Oak St.","MAGNOLIA BANKSHARES INC","4","0","0","8","1","Dodge","","","1/2/1919","1/1/1934","9/10/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.bankmsb.com","111348","7883","5662","336","32190","65559","100","294","1","","","2566"
"30704","5775","548771","3382846","MAGYAR BANK","New Brunswick","NJ","8903","12/31/2021","5/18/2022","SB","400 Somerset St.","MAGYAR BCORP INC","7","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","9/7/1954","12/31/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.magbank.com","277963","12501","14222","669","80622","374642","399","277","1","","","16380"
"7153","14309","521804","2367921","MAHOPAC BANK","Mahopac","NY","10541","12/31/2021","5/18/2022","NM","630 Rt. 6","TOMPKINS FINANCIAL CORP","14","0","0","4","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1927","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","625177","29298","11582","767","71680","703925","878","1165","2","","","19326"
"22086","0","430054","3365296","MAIN BANK","Albuquerque","NM","87110","12/31/2021","5/18/2022","NM","7300 Menaul Blvd, Ne","MAIN BANC INC","1","0","0","4","1","Bernalillo","10740","Albuquerque, NM","8/5/1975","8/5/1975","1/24/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","http://www.main.bank","84504","2044","1348","62","18812","145993","168","267","1","","","10407"
