cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"90235","16539","818401","3469354","MAIN STREET BANK","Marlborough","MA","1752","12/31/2021","5/18/2022","SB","81 Granger Blvd","MAIN STREET GROUP BANCSHARES MHC","10","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/1860","11/15/1985","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.bankmainstreet.com","567619","38888","25227","1626","114902","640081","630","3313","10","","","37494"
"57162","0","3034695","3178900","MAIN STREET BANK CORP.","Wheeling","WV","26003","12/31/2021","5/18/2022","NM","2001 Main St, # 100","MAIN STREET FINL SERVICES CORP","5","0","1","4","0","Ohio","48540","Wheeling, WV-OH","6/20/2001","6/20/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Cleveland","Northeastern","Northeast","0","1","www.mymainstreetbank.bank","297008","16056","18945","839","120292","200705","339","6318","18","","","46248"
"17741","10536","499501","4902643","MAINE COMMUNITY BANK","Biddeford","ME","4005","12/31/2021","5/18/2022","SB","254 Main St","MAINE COMMUNITY BCORP MHC","11","0","0","4","0","York","38860","Portland-South Portland, ME","7/27/1867","4/4/1957","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mainecb.com","482404","27754","28962","1451","148817","339125","451","3104","10","","","15848"
"57742","0","3248849","4977397","MAINSTREET BANK","Fairfax","VA","22030","12/31/2021","5/18/2022","SM","10089 Fairfax Blvd","MAINSTREET BANCSHARES INC","6","0","1","4","0","Fairfax City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/26/2004","5/26/2004","12/18/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mstreetbank.com","555798","7961","3258","94","389857","851999","683","1921","3","","","69290"
"57598","0","3217957","","MAINSTREET COMMUNITY BANK OF FLORIDA","Deland","FL","32720","12/31/2021","5/18/2022","NM","204 S. Woodland Blvd.","","8","0","0","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","10/24/2003","10/24/2003","9/1/2020","Stock","0","0","FDIC","DIF","Atlanta","CHICAGO","Tampa","Atlanta","Southern","Southeast","0","1","www.bankonmainstreet.com","360205","19560","7303","301","44416","330753","531","646","2","","","13743"
"32282","8089","773470","3842528","MALAGA BANK F.S.B.","Palos Verdes Pen","CA","90274","12/31/2021","5/18/2022","SA","2514 Via Tejon","MALAGA FINANCIAL CORP","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/8/1985","3/8/1985","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","www.malagabank.com","524567","14210","13356","282","207691","482038","753","2732","8","","","116070"
"14230","0","756343","3070415","MALVERN BANK","Malvern","IA","51551","12/31/2021","5/18/2022","NM","404 Main St.","MALVERN BANCSHARES INC","1","0","0","4","1","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1892","4/10/1934","1/1/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.malvern.bank","91414","4133","4611","112","37451","55231","102","3954","11","","","12430"
"27861","416","676478","3805279","MALVERN BANK N.A.","Paoli","PA","19301","12/31/2021","5/18/2022","N","42 E. Lancaster Ave.","MALVERN BCORP INC","9","0","1","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1887","1/8/1947","2/12/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.mymalvernbank.com","189804","21829","43562","9694","96324","685777","613","2012","6","","","18269"
"30470","5398","459671","2589714","MANASQUAN BANK","Manasquan","NJ","8736","12/31/2021","5/18/2022","SB","2221 Landmark Pl.","MB MUTUAL HOLDING CO","16","0","0","4","0","Monmouth","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1874","7/7/1950","4/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.manasquanbank.com","1180478","60832","84583","3114","406157","1057352","1645","13433","36","","","118356"
"11823","0","614751","2851318","MANHATTAN BANK","Manhattan","MT","59741","12/31/2021","5/18/2022","NM","124 S. Broadway","MSB FINANCIAL INC","4","0","0","8","1","Gallatin","","","10/5/1905","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.manhattanbank.com","140799","9484","8349","288","12167","84267","145","990","3","","","4568"
"223","0","868442","1143212","MANSON STATE BANK","Manson","IA","50563","12/31/2021","5/18/2022","NM","1001 Main St","ROG-LEE INC","1","0","0","2","1","Calhoun","","","1/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mansonbank.com","30294","2082","1029","117","6104","5491","9","0","0","","","1189"
"588","11394","501105","1037003","MANUFACTURERS AND TRADERS TRUST COMPANY","Buffalo","NY","14203","12/31/2021","5/18/2022","SM","1 M &t Plz","M&T BANK CORP","746","3","1","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1856","1/1/1934","7/1/2019","Stock","0","1","FED","DIF","New York","WASHINGTON","Syracuse","New York","Northeastern","Northeast","0","0","http://www.mtb.com","49115025","3559608","908358","76060","2455644","85068681","51103","45897","132","","","345188"
"18618","12962","930965","3133262","MANUFACTURERS BANK","Los Angeles","CA","90071","12/31/2021","5/18/2022","NM","515 S. Figueroa St, Ground F","SUMITOMO MITSUI FINL GROUP INC","9","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/29/1962","10/29/1962","6/5/2017","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.manufacturersbank.com","842123","7812","6656","118","64493","2478742","1077","1779","4","","","63581"
"16307","14046","215345","2269977","MANUFACTURERS BANK & TRUST COMPANY","Forest City","IA","50436","12/31/2021","5/18/2022","NM","245 E J St","MBT CORP","10","0","1","2","1","Winnebago","","","9/1/1945","9/1/1945","9/18/2021","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.mbtbank.bank","357329","22655","14803","875","60807","216533","323","1179","4","","","17592"
"57581","0","3151417","3151426","MAPLE BANK","Champlin","MN","55316","12/31/2021","5/18/2022","NM","11660 Theatre Dr. N.","MAPLE FINANCIAL HOLDING CO","1","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/4/2003","8/4/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","https://www.maple-bank.com","35453","1184","204","13","13538","34833","56","624","2","","","3550"
"28585","1899","548472","3793497","MAPLE CITY SAVINGS BANK, FSB","Hornell","NY","14843","12/31/2021","5/18/2022","SA","145 Main St.","MAPLE CITY SAVINGS MHC","2","0","0","5","0","Steuben","","","1/1/1905","1/5/1953","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.maplecitysavings.com","61252","5288","3508","287","17669","25997","64","592","2","","","600"
"3182","0","594451","5136810","MAPLEMARK BANK","Dallas","TX","75219","12/31/2021","5/18/2022","NM","4143 Maple Ave Ste 100","MAPLE FINANCIAL HOLDINGS INC","3","0","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/1/1909","1/1/1934","7/15/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","maplemarkbank.com","160859","2381","0","0","67029","587344","453","0","0","","","89040"
"17903","9612","683449","1200311","MAQUOKETA STATE BANK","Maquoketa","IA","52060","12/31/2021","5/18/2022","SM","203 N. Main St.","OHNWARD BANCSHARES INC","4","0","0","2","0","Jackson","","","9/2/1958","9/2/1958","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","WWW.MAQUOKETASB.BANK","151723","11621","11059","492","46180","144383","157","991","3","","","2154"
"29745","4000","596978","5557509","MARATHON BANK","Wausau","WI","54401","12/31/2021","5/18/2022","SB","500 Scott St.","MARATHON MHC","4","0","0","4","0","Marathon","48140","Wausau, WI","1/1/1902","3/12/1958","4/14/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","WWW.MARATHONBANK.COM","122692","7412","16337","720","54915","45126","58","2670","7","","","3592"
"90234","8425","816304","","MARBLEHEAD BANK","Marblehead","MA","1945","12/31/2021","5/18/2022","SM","21 Atlantic Ave","","4","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","3/18/1871","9/17/1985","5/1/2021","Non-Stock","0","0","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.marblebank.com","169010","13178","3960","273","14368","91482","179","0","0","","","5985"
"20250","0","258445","1823608","MARINE BANK","Springfield","IL","62704","12/31/2021","5/18/2022","NM","3050 W. Wabash Ave.","MARINE BCORP INC","12","0","0","4","1","Sangamon","44100","Springfield, IL","9/4/1970","9/4/1970","10/4/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.ibankmarine.com","466865","31497","21586","1321","124212","141248","273","1357","5","","","8865"
"34233","0","2587916","5076215","MARINE BANK & TRUST COMPANY","Vero Beach","FL","32963","12/31/2021","5/18/2022","NM","571 Beachland Blvd.","MARINE BCORP OF FLORIDA INC","4","0","0","4","0","Indian River","42680","Sebastian-Vero Beach, FL","7/1/1997","7/1/1997","10/22/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.marinebankandtrust.com","193794","8133","2701","78","18436","305910","389","803","2","","","8459"
"7909","11479","947525","1138928","MARION CENTER BANK","Indiana","PA","15701","12/31/2021","5/18/2022","NM","1271 Indian Springs Rd.","COMMUNITY BANKERS CORP","7","0","0","4","0","Indiana","","","7/6/1905","1/1/1934","6/24/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.marioncenterbank.com","241298","25729","26478","1277","85596","84937","169","5297","15","","","22860"
"14184","0","449832","1248023","MARION COMMUNITY BANK","Marion","AL","36756","12/31/2021","5/18/2022","NM","601 Washington St","MARION BANCSHARES INC","6","0","0","4","1","Perry","","","3/17/1934","4/2/1934","6/22/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","https://www.marion-bank.com","174130","11112","16686","603","90143","90928","146","1579","6","","","21360"
"15272","16045","97943","1200245","MARION COUNTY STATE BANK","Pella","IA","50219","12/31/2021","5/18/2022","NM","800 Main St.","PELLA FINANCIAL GROUP INC","5","0","0","2","1","Marion","","","9/21/1935","9/21/1935","11/8/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.marioncountybank.com","284123","18829","7223","500","44513","284244","256","254","1","","","7095"
"9320","0","678454","","MARION STATE BANK","Marion","LA","71260","12/31/2021","5/18/2022","NM","345 Main St","","5","0","0","4","0","Union","33740","Monroe, LA","2/1/1907","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.marionstate.bank","119900","9187","7673","199","34418","63837","102","1257","3","","","9320"
"15355","0","484057","3828250","MARION STATE BANK","Marion","TX","78124","12/31/2021","5/18/2022","NM","301 W. San Antonio St.","MARION BANCSHARES INC","1","0","0","4","1","Guadalupe","41700","San Antonio-New Braunfels, TX","1/1/1906","2/11/1936","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.marionstatebanktx.com","65511","3380","2826","104","19886","59224","106","0","0","","","19149"
"58267","0","3716852","3832583","MARLIN BUSINESS BANK","Salt Lake City","UT","84121","12/31/2021","5/18/2022","SM","2795 E. Cottonwood Parkway,","MARLIN BUS SERVICES DBA MARLIN CAPITAL SOLUTIONS","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","3/12/2008","3/12/2008","12/30/2021","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","","0","0","0","0","0","0","0","0","0","","","0"
"16250","10700","716833","1207486","MARQUETTE BANK","Chicago","IL","60636","12/31/2021","5/18/2022","SM","6316 S. Western Ave.","MARQUETTE NATIONAL CORP","22","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/12/1945","5/12/1945","5/3/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.emarquettebank.com","1219011","74415","44962","2867","144477","471313","875","5634","13","","","62013"
"18094","0","388258","","MARQUETTE FARMERS STATE BANK OF MARQUETTE","Marquette","KS","67464","12/31/2021","5/18/2022","NM","205 N. Washington","","1","0","0","2","0","Mcpherson","","","7/26/1906","10/15/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.mfsb.com","19080","1290","2241","81","6434","5746","13","0","0","","","2309"
"30544","5523","304173","","MARQUETTE SAVINGS BANK","Erie","PA","16501","12/31/2021","5/18/2022","SB","920 Peach St.","","12","0","0","5","0","Erie","21500","Erie, PA","1/1/1908","6/7/1954","8/28/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.marquettesavings.com","536302","38738","79703","3318","229237","356588","371","11349","34","","","35039"
"7910","9438","978622","4655266","MARS BANK","Mars","PA","16046","12/31/2021","5/18/2022","NM","145 Grand Ave.","MARS BCORP INC","6","0","0","8","0","Butler","38300","Pittsburgh, PA","10/16/1900","1/1/1934","6/26/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","https://www.marsbank.com","244126","14742","8183","590","29585","211979","244","0","0","","","3709"
"16318","0","104542","1491780","MARSEILLES BANK","Marseilles","IL","61341","12/31/2021","5/18/2022","NM","101 E. Bluff St.","MARSEILLES BCORP INC","2","0","0","7","1","La Salle","","","9/24/1945","9/24/1945","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.marseillesbank.com","46376","3557","1792","80","20768","19544","33","258","1","","","6215"
"9752","0","720157","","MARSHALL COUNTY STATE BANK","Newfolden","MN","56738","12/31/2021","5/18/2022","NM","118 E. Minnesota Ave.","","1","0","0","2","1","Marshall","","","10/20/1922","1/1/1934","2/18/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.mcsbnewfolden.com","20907","1493","2416","104","5661","7206","11","262","1","","","549"
"90190","13953","196800","5557826","MARTHA'S VINEYARD BANK","Edgartown","MA","2539","12/31/2021","5/18/2022","SM","78 Main St","VINEYARD BCORP MHC","10","0","0","4","0","Dukes","","","4/15/1955","11/4/1985","5/1/2021","Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.mvbank.com","326255","35907","15226","1128","54456","694654","1980","2176","5","","","15313"
"29685","3881","104971","4843090","MARTINSVILLE FIRST SAVINGS BANK","Martinsville","VA","24112","12/31/2021","5/18/2022","SA","25 W Church St","FIRST MUTUAL HOLDING CO","1","0","0","8","0","Henry","","","1/1/1924","1/3/1950","3/1/2021","Stock","0","0","OCC","DIF","Atlanta","CHICAGO","Richmond","Richmond","Northeastern","Southeast","0","0","www.martinsvillefirst.com","25051","1006","2006","62","18798","3413","8","614","2","","","1736"
"18013","13316","268006","3846106","MASCOMA BANK","Lebanon","NH","3766","12/31/2021","5/18/2022","SM","67 N Park St","MASCOMA MUTUAL FINL SERVICES","28","0","1","4","0","Grafton","","","1/1/1899","7/2/1959","5/1/2021","Stock","0","1","FED","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mascomabank.com","1649934","74687","74909","3109","266609","603139","1051","11412","32","","","39472"
"3327","14756","368054","3026896","MASON BANK","Mason","TX","76856","12/31/2021","5/18/2022","SM","111 Westmoreland St.","MASON BK EMP STK OWNERSHIP PLAN&TR","1","0","0","2","1","Mason","","","1/15/1904","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.masonbank.com","76246","4087","1838","132","14395","41314","80","0","0","","","7961"
"16198","0","108746","1399019","MASON CITY NATIONAL BANK","Mason City","IL","62664","12/31/2021","5/18/2022","N","104 W. Pine St.","MASON CITY BCORP INC","1","0","0","2","1","Mason","","","10/9/1944","10/9/1944","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","onlinebanking.masoncitynationalbank.com","47004","2993","2137","158","13755","21072","32","0","0","","","790"
"30303","5138","29878","","MASPETH FEDERAL SAVINGS AND LOAN ASSOCIATION","Maspeth","NY","11378","12/31/2021","5/18/2022","SA","56-18 69th St","","6","0","0","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1947","2/3/1947","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.maspethfederal.com","1008259","36975","74484","2598","364508","391723","926","10591","41","","","68657"
"30429","5323","454975","","MASSENA SAVINGS AND LOAN","Massena","NY","13662","12/31/2021","5/18/2022","SA","255 Main St.","","2","0","0","5","0","Saint Lawrence","","","1/1/1924","10/14/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.massenasavingsloan.com","87233","7287","14030","339","48754","26267","58","7041","16","","","21067"
