cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"58291","0","3545258","4907219","CALPRIVATE BANK","La Jolla","CA","92037","12/31/2021","5/18/2022","NM","9404 Genesee Ave, # 100","PRIVATE BCORP OF AMERICA INC","6","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","12/18/2006","12/18/2006","3/21/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.calprivate.bank","102117","0","339","0","0","85887","4044","4223","4722","0","0","0","0","2852","50","0"
"5874","0","39327","2391300","CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND","Berlin","MD","21811","12/31/2021","5/18/2022","NM","24 N. Main St.","CALVIN B TAYLOR BANKSHARES INC","13","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","WWW.TAYLORBANK.COM","142621","0","1637","639","0","57236","0","0","2469","301","2255","15786","26992","35306","0","2556"
"17870","14455","758703","2687795","CAMBRIDGE SAVINGS BANK","Cambridge","MA","2138","12/31/2021","5/18/2022","SB","1374 Massachusetts Ave","CAMBRIDGE FINANCIAL GROUP INC","20","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/2/1958","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.cambridgesavings.com","579045","0","0","0","2627","24459","47665","31735","48868","18867","20395","59844","72180","184355","68050","34962"
"10987","0","338851","","CAMBRIDGE STATE BANK","Cambridge","MN","55008","12/31/2021","5/18/2022","NM","127 S. Main","","4","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/19/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.cambridgestatebank.com","25462","0","0","333","89","8231","1616","440","170","0","0","4817","5800","3966","0","4"
"8152","0","736206","1115013","CAMBRIDGE TRUST COMPANY","Cambridge","MA","2138","12/31/2021","5/18/2022","NM","1336 Massachusetts Ave","CAMBRIDGE BCORP","23","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/1/1934","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","WWW.CAMBRIDGETRUST.COM","1174862","2386","7370","6273","2705","66912","277360","285506","295743","5963","6609","9356","24678","159050","24951","11569"
"10471","0","302133","5454279","CAMP GROVE STATE BANK","Camp Grove","IL","61424","12/31/2021","5/18/2022","SM","26 Main St.","KATZ ACQUISITION CORP LLC","1","0","0","2","1","Marshall","37900","Peoria, IL","1/1/1902","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.campgrovestatebank.com","7409","0","0","12","0","232","0","474","3659","545","0","0","1722","673","92","0"
"16161","15594","293651","","CAMPBELL COUNTY BANK, INC.","Herreid","SD","57632","12/31/2021","5/18/2022","NM","110 N. Main St.","","3","0","0","2","1","Campbell","","","6/13/1944","6/13/1944","7/1/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://campbellcountybank.com","19405","0","0","0","233","5562","2363","0","0","355","151","215","2559","6013","1954","506"
"10840","0","424437","","CAMPUS STATE BANK","Campus","IL","60920","12/31/2021","5/18/2022","NM","206 Ctr. St","","1","0","0","2","0","Livingston","","","1/1/1899","1/1/1934","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.campustatebank.com","1549","0","0","0","0","0","0","0","0","0","0","1549","0","0","0","0"
"26450","5824","379470","","CANTON CO-OPERATIVE BANK","Canton","MA","2021","12/31/2021","5/18/2022","SM","671 Washington St","","1","0","0","8","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","12/5/1985","5/1/2021","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.cantoncoopbank.com","38492","0","116","139","0","5643","6275","410","0","221","0","440","4057","13731","7460","0"
"35547","0","2919423","4842329","CANYON COMMUNITY BANK, NATIONAL ASSOCIATION","Tucson","AZ","85704","12/31/2021","5/18/2022","N","7981 N. Oracle Rd.","CCBS HOLDING LLC","2","0","0","4","0","Pima","46060","Tucson, AZ","10/10/2000","10/10/2000","8/19/2021","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.canyoncommunity.com","6461","0","1070","0","15","948","0","448","0","0","565","1754","1064","597","0","565"
"90203","0","627108","","CAPE ANN SAVINGS BANK","Gloucester","MA","1930","12/31/2021","5/18/2022","SB","109 Main St","","4","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","capeannsavings.bank","137747","0","0","0","0","17725","10159","0","0","2928","6087","28950","37852","34046","0","9015"
"26517","1456","119779","3444801","CAPE COD CO-OPERATIVE BANK","Yarmouth Port","MA","2675","12/31/2021","5/18/2022","SB","121 Main St","COASTAL AFFILIATES MHC","12","0","0","4","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mycapecodbank.com","93226","0","24","244","1158","16905","37944","0","0","2421","10841","0","5000","14199","4490","13285"
"19401","0","596156","3035227","CAPITAL BANK","Jacinto City","TX","77029","12/31/2021","5/18/2022","NM","10304 E. Fwy.","JSA FAMILY LTD PARTNERSHIP","8","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","1/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.capitalbanktx.com","38251","0","0","0","0","2456","32237","0","0","3558","0","0","0","0","0","0"
"35164","15674","2921659","","CAPITAL BANK AND TRUST COMPANY","Irvine","CA","92618","12/31/2021","5/18/2022","SA","6455 Irvine Ctr. Dr.","","2","0","1","5","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","3/2/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.americanfunds.com","83857","0","0","0","0","0","0","0","0","0","0","711","4647","78499","0","0"
"57495","0","3134399","5592313","CAPITAL BANK OF TEXAS","Carrizo Springs","TX","78834","12/31/2021","5/18/2022","NM","2105 N. 1st St.","BAT INVESTMENTS INC","3","0","0","7","0","Dimmit","","","5/9/2003","5/9/2003","1/16/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","https://www.capitalbankoftexas.com","24829","0","0","0","0","1947","3086","0","7626","750","309","0","4621","6490","0","1059"
"35278","0","2808602","2808590","CAPITAL BANK, NATIONAL ASSOCIATION","Rockville","MD","20850","12/31/2021","5/18/2022","N","2275 Research Blvd.","CAPITAL BCORP INC","5","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","10/9/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","0","http://www.capitalbankmd.com","184455","9553","0","0","0","5599","0","2115","3277","1990","0","19986","42598","93027","6310","0"
"9622","13205","876634","1085509","CAPITAL CITY BANK","Tallahassee","FL","32301","12/31/2021","5/18/2022","SM","217 N. Monroe St.","CAPITAL CITY BANK GROUP INC","61","0","1","9","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/10/2021","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.ccbg.com","987119","6","40","2521","14115","208216","81585","6452","0","136199","5675","116745","294453","121112","0","6897"
"33823","13865","2068107","2641621","CAPITAL COMMUNITY BANK","Provo","UT","84604","12/31/2021","5/18/2022","NM","3280 N. University Ave.","CAPITAL COMMUNITY BCORP INC","6","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/29/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","https://www.ccbank.com","9039","0","0","0","0","1335","3216","2377","0","0","0","0","2111","0","0","0"
"33954","0","2253891","2277860","CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION","Glen Allen","VA","23060","12/31/2021","5/18/2022","N","4851 Cox Rd.","CAPITAL ONE FINANCIAL CORP","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","9/26/2017","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","12995217","99931","28198","5964","16027","705974","4150520","968490","3816988","218829","1334779","991788","143618","514111","0","1745157"
"4297","11780","112837","2277860","CAPITAL ONE, NATIONAL ASSOCIATION","Mclean","VA","22102","12/31/2021","5/18/2022","N","1680 Capital 1 Dr.","CAPITAL ONE FINANCIAL CORP","328","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","81752147","542378","231785","3904","61963","2567010","44119956","3624704","17750483","1083386","4009128","1555028","3885532","2210193","106697","4399194"
"34074","14016","2339599","2339610","CAPITOL BANK","Madison","WI","53717","12/31/2021","5/18/2022","NM","710 N. High Point Rd.","CAPITOL BANKSHARES INC","13","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.capitolbank.com","88662","0","0","0","1129","14538","3893","6917","9115","6056","241","3126","10793","23690","9164","3032"
"27981","670","968070","4226910","CAPITOL FEDERAL SAVINGS BANK","Topeka","KS","66603","12/31/2021","5/18/2022","SA","700 S Kansas Ave","CAPITOL FEDERAL FINANCIAL INC","54","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","8/31/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.capfed.com","1890652","19229","74184","29653","42141","1054876","121465","33202","1489","2597","752","123434","387630","0","0","4778"
"24199","0","285544","","CAPITOL NATIONAL BANK","Lansing","MI","48933","12/31/2021","5/18/2022","N","200 Washington Sq. N.","","2","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","7/23/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.capitolnational.com","310","0","0","86","0","210","0","14","0","0","0","0","0","0","0","0"
"9998","12053","18836","1131750","CAPON VALLEY BANK","Wardensville","WV","26851","12/31/2021","5/18/2022","NM","2 W. Main St.","HIGHLANDS BANKSHARES INC","5","0","1","8","0","Hardy","","","7/1/1918","1/1/1934","10/19/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.caponvalleybank.com","44122","0","54","0","0","7603","0","1884","961","438","2560","9585","16878","4159","0","3052"
"58823","0","3715444","4933272","CAPSTAR BANK","Nashville","TN","37203","12/31/2021","5/18/2022","SM","1201 Demonbreun St","CAPSTAR FINANCIAL HOLDINGS INC","23","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","7/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.capstarbank.com","461178","0","478","0","0","21477","20268","124597","115762","6860","6736","38992","25769","87067","13172","2685"
"5558","12165","419460","5085972","CAPTEX BANK","Fort Worth","TX","76107","12/31/2021","5/18/2022","NM","2929 W. 5th St.","CAPTEX BANCSHARES INC","5","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1901","1/1/1934","8/31/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.captex.bank","1983","0","0","0","0","0","419","0","0","0","0","0","0","500","1064","0"
"19278","0","732954","","CARMINE STATE BANK","Carmine","TX","78932","12/31/2021","5/18/2022","NM","235 Centennial St.","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.carminestatebank.com","49206","0","0","0","0","0","0","0","0","0","0","161","0","18275","30770","0"
"16723","0","355120","1076525","CAROLINA BANK & TRUST CO.","Lamar","SC","29069","12/31/2021","5/18/2022","NM","112 Main St","FIRST CAROLINA BANCSHARES CORP","15","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","8/1/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.carolinabank.net","69443","0","0","23","0","16454","20311","0","0","0","1753","23269","6468","1165","0","1753"
"2380","10331","541857","1848825","CARROLL BANK AND TRUST","Huntingdon","TN","38344","12/31/2021","5/18/2022","SM","19510 Main St W","CARROLL FINANCIAL SERVICES INC","8","0","0","8","0","Carroll","","","9/9/1907","1/1/1934","4/17/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.carrollbank.com","65496","384","334","0","55","10659","28372","2578","4740","816","0","1267","555","8001","7735","0"
"1611","13004","490843","1131013","CARROLL COUNTY TRUST COMPANY OF CARROLLTON, MISSOURI","Carrollton","MO","64633","12/31/2021","5/18/2022","NM","2 S. Folger","CARROLL COUNTY BANCSHARES INC","2","0","0","2","1","Carroll","","","1/1/1919","1/1/1934","9/20/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.cctconline.com","95667","116","0","77","0","4220","430","294","0","668","7600","15344","14298","52530","90","8042"
"12383","13483","1001648","1860863","CARROLLTON BANK","Carrollton","IL","62016","12/31/2021","5/18/2022","NM","315 W. Public Sq.","CBX CORP","13","0","1","4","1","Greene","","","1/1/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","https://www.carrolltonbanking.com","249382","0","0","0","0","106475","48162","9623","1789","1859","12375","43472","8260","15847","1520","14234"
"29774","4069","219679","","CARROLLTON FEDERAL BANK","Carrollton","KY","41008","12/31/2021","5/18/2022","SA","2539 Hwy. 227","","1","0","0","8","0","Carroll","","","1/1/1890","5/26/1937","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.carrolltonfederal.com","5913","61","70","0","0","184","1913","0","0","0","0","0","0","3292","393","0"
"17369","0","171656","1061455","CARSON BANK","Mulvane","KS","67110","12/31/2021","5/18/2022","NM","122 W. Main St.","MULVANE BANKSHARES INC","4","0","0","4","0","Sumner","48620","Wichita, KS","7/1/1886","11/5/1954","7/1/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.carsonbank.com","35367","0","0","0","225","15542","0","0","0","847","2433","8795","5822","1703","0","3280"
"2320","14454","539452","2606321","CARSON COMMUNITY BANK","Stilwell","OK","74960","12/31/2021","5/18/2022","NM","24 W. Division St.","CARSON FINL HOLDING CO INC","4","0","0","4","1","Adair","","","2/3/1903","1/1/1934","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.carsoncommunity.bank","61452","0","92","0","0","2776","6106","0","3835","1470","708","0","4214","16928","25323","1308"
"58596","0","3476192","5530258","CARTER BANK & TRUST","Martinsville","VA","24112","12/31/2021","5/18/2022","NM","4 E. Commonwealth Blvd.","CARTER BANKSHARES INC","71","0","1","4","0","Martinsville City","","","12/30/2006","12/30/2006","5/21/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.CBTCares.com","922400","35428","15142","0","0","393","59050","61620","225994","186716","4400","201","50399","275330","7727","731"
"28942","2657","900678","3793862","CARTHAGE FEDERAL SAVINGS AND LOAN ASSOCIATION","Carthage","NY","13619","12/31/2021","5/18/2022","SA","313 State St","RIVERBANK FINANCIAL MHC","4","0","0","5","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1888","9/19/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","carthagesavings.com","50521","0","0","0","0","0","0","0","0","0","1013","9526","12335","11369","16278","0"
"30394","5273","268677","2531245","CARVER FEDERAL SAVINGS BANK","New York","NY","10027","12/31/2021","5/18/2022","SA","75 W. 125th St.","CARVER BCORP INC","7","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1948","3/7/1949","12/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.Carverbank.com","80676","0","335","456","158","1203","13228","1674","22051","15071","0","2928","0","15933","7639","0"
"16584","10722","370833","3190023","CARVER STATE BANK","Savannah","GA","31401","12/31/2021","5/18/2022","NM","701 Martin Luther King Jr Bl","CARVER FINANCIAL CORP","2","0","0","4","0","Chatham","42340","Savannah, GA","1/1/1927","6/4/1947","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://WWW.CARVERSTATEBANK.COM","1476","0","0","0","0","0","0","0","0","0","493","983","0","0","0","0"
"3614","0","306337","3958867","CASEY STATE BANK","Casey","IL","62420","12/31/2021","5/18/2022","NM","305-307 N. Central Ave.","EAGLE FINANCIAL CORP","7","0","0","2","1","Clark","","","1/1/1880","1/1/1934","11/13/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","WWW.CASEYSTATEBANK.COM","57187","0","0","0","0","7249","19432","2696","0","536","330","2149","388","14591","9816","866"
"1265","11548","574976","","CASHMERE VALLEY BANK","Cashmere","WA","98815","12/31/2021","5/18/2022","NM","117 Aplets Way","","12","0","0","9","0","Chelan","48300","Wenatchee, WA","9/24/1932","1/1/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.cashmerevalleybank.com","1103233","9793","9","23","6","1738","87738","135954","208237","42104","2337","7273","48029","440056","119936","7630"
"1068","0","177751","1098648","CASS COMMERCIAL BANK","Des Peres","MO","63131","12/31/2021","5/18/2022","SM","12412 Powerscourt Dr.","CASS INFORMATION SYSTEMS INC","5","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1906","1/1/1934","2/19/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cassbank.com","106617","0","0","0","0","33233","5157","0","0","58433","0","0","9794","0","0","0"
"1913","0","152253","","CASTLE ROCK BANK","Castle Rock","MN","55010","12/31/2021","5/18/2022","NM","27925 Danville Ave.","","3","0","0","7","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/16/1916","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.castlerockbank.net","167540","0","0","0","0","0","0","0","0","9125","2359","47069","55254","53311","422","11484"
"17979","0","742056","","CASTROVILLE STATE BANK","Castroville","TX","78009","12/31/2021","5/18/2022","NM","Paris &lorenzo","","2","0","0","8","0","Medina","41700","San Antonio-New Braunfels, TX","4/2/1959","4/2/1959","2/26/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.CASTROVILLESTATEBANK.COM","65996","82","0","0","106","11024","4979","2242","5592","6748","512","4127","8497","15885","6202","2990"
"18503","10611","595869","1843080","CATHAY BANK","Los Angeles","CA","90012","12/31/2021","5/18/2022","NM","777 N. Broadway St.","CATHAY GENERAL BCORP","62","1","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/19/1962","4/19/1962","3/16/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","https://www.cathaybank.com","1127309","1435","3536","70","890","236385","646349","0","9116","102521","7131","20407","95944","3525","0","5009"
"3615","0","307932","1246793","CATLIN BANK","Catlin","IL","61817","12/31/2021","5/18/2022","NM","202 S. Sandusky St.","BUTLER POINT INC","3","0","0","8","0","Vermilion","19180","Danville, IL","5/28/1904","1/1/1934","6/27/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.catlinbank.com","27176","294","0","0","519","0","305","1175","2773","4119","2436","8628","3873","2840","214","2656"
"33859","0","2132594","3443998","CATSKILL HUDSON BANK","Monticello","NY","12701","12/31/2021","5/18/2022","NM","4445 Rt. 42 N","CATSKILL HUDSON BCORP INC","11","0","0","4","0","Sullivan","","","12/6/1993","12/6/1993","3/2/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.chbny.com","135119","0","0","0","0","10217","1983","1249","6432","61135","13761","20041","5877","14390","34","74896"
"12959","14283","254504","3009714","CATTARAUGUS COUNTY BANK","Little Valley","NY","14755","12/31/2021","5/18/2022","NM","116-20 Main St.","C C BCORP INC","7","0","0","4","0","Cattaraugus","","","1/1/1902","1/1/1934","1/1/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.ccblv.com","76597","0","0","100","0","2088","776","1887","18666","9947","645","1566","11349","26709","2864","918"
"5472","10809","529659","1059555","CATTLE BANK AND TRUST","Seward","NE","68434","12/31/2021","5/18/2022","NM","104 S. 5th","CATTLE CROSSING INC","4","0","0","2","1","Seward","30700","Lincoln, NE","6/1/1873","1/1/1934","12/29/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.CATTLEBANK.COM","74243","54","54","1098","2158","31373","1221","3553","2354","830","976","1693","2074","26070","735","1586"
"12285","14250","284556","1057216","CATTLEMENS BANK","Altus","OK","73521","12/31/2021","5/18/2022","NM","3421 N. Main","REEVES BANCSHARES INC","6","0","1","2","1","Jackson","","","1/1/1910","1/1/1934","9/13/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.cattlemensbank.com","3735","0","0","0","0","385","1152","768","0","0","0","0","0","0","1430","0"
"6954","0","63201","1249075","CAYUGA LAKE NATIONAL BANK","Union Springs","NY","13160","12/31/2021","5/18/2022","N","165 Cayuga St","CAYUGA LAKE BANK CORP","3","0","0","8","0","Cayuga","","","1/1/1864","1/1/1934","7/25/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.cayugalakenationalbank.com","69911","0","0","0","0","3047","13542","0","6804","359","201","712","3277","19329","22640","559"
"15310","11862","594433","1493654","CB&S BANK, INC.","Russellville","AL","35653","12/31/2021","5/18/2022","NM","201 S. Jackson St.","CBS BANC-CORP","55","0","1","4","0","Franklin","","","1/1/1906","12/6/1935","7/31/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.cbsbank.com","1183949","6","87","0","0","21","30849","0","0","7603","6657","9837","25518","289976","813395","14260"
"58434","0","3615021","","CBANK","Cincinnati","OH","45236","12/31/2021","5/18/2022","NM","8050 Hosbrook Rd","","2","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","7/16/2007","7/16/2007","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.CBANKUSA.COM","17435","0","0","66","0","297","10183","1139","3715","2035","0","0","0","0","0","0"
"21227","9678","218131","1082478","CBBC BANK","Maryville","TN","37804","12/31/2021","5/18/2022","NM","330 E Broadway Ave","TWIN CITIES FINL SERVICES INC","7","0","0","4","0","Blount","28940","Knoxville, TN","9/24/1973","9/24/1973","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.cbbcbank.com","181081","0","686","1144","661","13560","13236","452","27532","0","1517","3390","6479","39301","73123","1564"
"1552","12483","830542","1203899","CBI BANK & TRUST","Muscatine","IA","52761","12/31/2021","5/18/2022","SM","301 Iowa Ave","CENTRAL BANCSHARES INC","17","0","1","4","0","Muscatine","","","6/13/1933","1/1/1934","2/6/2021","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.cbibt.com","307673","0","0","0","58","31823","18659","21230","43081","1570","7160","10293","38045","117554","18200","8730"
"13959","0","71859","3914872","CBW BANK","Weir","KS","66781","12/31/2021","5/18/2022","NM","109 E. Main St.","CB BANCSHARES CORP","1","0","0","4","0","Cherokee","","","1/1/1892","2/28/1934","6/27/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","www.cbwbank.com","2338","0","0","0","0","103","0","704","106","100","151","259","701","214","0","252"
"16595","11147","655839","1020395","CCB COMMUNITY BANK","Andalusia","AL","36420","12/31/2021","5/18/2022","NM","225 E. 3 Notch St.","SOUTHERN NATIONAL CORP","4","0","1","2","1","Covington","","","7/1/1947","7/1/1947","1/1/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.bankccb.com","68191","0","0","51","63","3774","22908","3979","0","899","0","1157","5724","22958","6678","0"
"31121","6420","813572","3135190","CECIL BANK","Elkton","MD","21921","12/31/2021","5/18/2022","SM","127 N. St","CECIL BCORP INC","4","0","0","4","0","Cecil","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/7/1959","10/7/1959","1/1/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.cecilbank.com","18719","0","0","0","0","0","12397","1975","2918","0","250","441","528","0","210","0"
"34478","0","2651899","","CEDAR HILL NATIONAL BANK","Charlotte","NC","28273","12/31/2021","5/18/2022","N","8100 Denmark Rd.","","1","0","0","7","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","2/2/1998","2/2/1998","3/4/2019","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","0","","11363","0","0","0","0","0","0","0","0","958","1924","7021","1460","0","0","0"
