cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"9631","0","924937","1406971","ALLIANCE COMMUNITY BANK","Petersburg","IL","62675","12/31/2021","5/18/2022","NM","321 N 6th St","AC BCORP INC","5","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.bankacb.com","141151","48","40","98","331","33402","23530","6891","6037","824","3197","9992","20076","29241","7444","4021"
"1946","11748","35057","2352253","ALLIANT BANK","Madison","MO","65263","12/31/2021","5/18/2022","NM","101 E. Broadway","NEMO BANCSHARES INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","13744","0","1466","277","462","3199","659","112","0","0","506","509","1476","4360","718","506"
"55130","0","2140348","3051580","ALLIED FIRST BANK,SB","Oswego","IL","60543","12/31/2021","5/18/2022","SB","3201 Orchard Rd","ALLIED FIRST BCORP INC","1","0","0","8","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","6239","0","0","0","0","0","0","2125","982","0","310","0","212","707","1903","310"
"4051","0","146056","3176559","ALLNATIONS BANK","Calumet","OK","73014","12/31/2021","5/18/2022","SM","114 E. Main St.","ALLNATIONS BCORP INC","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","15385","0","0","123","376","3866","110","452","0","816","705","6955","1485","497","0","1521"
"57803","0","3284070","1562859","ALLY BANK","Sandy","UT","84070","12/31/2021","5/18/2022","SM","200 W. Civic Ctr. Dr.","ALLY FINANCIAL INC","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","www.ally.com","30791000","0","0","0","0","84000","17091000","2353000","4629000","3000","292000","307000","421000","5097000","514000","292000"
"58424","0","3633173","","ALMA BANK","Astoria","NY","11102","12/31/2021","5/18/2022","NM","28-31 31st St.","","12","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","46373","0","16","105","0","9996","21366","688","1710","5094","1998","1279","2735","1386","0","1"
"23091","10415","260055","1061679","ALPINE BANK","Glenwood Springs","CO","81601","12/31/2021","5/18/2022","NM","2200 Grand Ave.","ALPINE BANKS OF COLORADO","44","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","1618065","1901","2742","654","13652","304182","0","0","0","4428","11876","35225","103471","820460","319474","11876"
"35377","0","2889227","","ALPINE CAPITAL BANK","New York","NY","10019","12/31/2021","5/18/2022","NM","680 5th Ave, 7th Fl.","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","https://www.alpinecapitalbank.com","40364","0","0","0","0","0","0","0","0","4173","6350","29841","0","0","0","9856"
"19590","0","199436","1081510","ALTAMAHA BANK & TRUST COMPANY","Vidalia","GA","30474","12/31/2021","5/18/2022","NM","206 Jackson St","ALTAMAHA BANCSHARES INC","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","9/27/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.altamaha.bank","65056","0","0","0","0","12896","5203","712","2453","0","0","570","1349","14993","26880","0"
"8276","0","881441","1491548","ALTON BANK","Alton","MO","65606","12/31/2021","5/18/2022","NM","28 Medical Dr.","ALTON BANCSHARES INC","3","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/7/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","38228","0","0","24","0","0","0","2090","858","1464","261","3383","1820","28328","0","1694"
"27711","153","777870","","ALTOONA FIRST SAVINGS BANK","Altoona","PA","16603","12/31/2021","5/18/2022","SB","203 N. Logan Blvd.","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","97554","0","0","0","0","13601","0","2005","0","54733","10175","15560","975","505","0","58870"
"9465","9767","246956","3822687","ALVA STATE BANK & TRUST COMPANY","Alva","OK","73717","12/31/2021","5/18/2022","NM","518 College Ave.","GRACE INV CO INC ESOP THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","6/27/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","122948","0","6599","0","227","923","8508","23809","17914","17621","222","2655","5369","26775","12326","254"
"622","9297","661308","4400336","AMALGAMATED BANK","New York","NY","10001","12/31/2021","5/18/2022","NM","275 7th Ave","WORKERS UNITED","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","2956916","0","0","0","0","3967","442","237073","498769","1066355","0","3264","41798","229959","875289","2360"
"903","10892","397531","1020676","AMALGAMATED BANK OF CHICAGO","Chicago","IL","60602","12/31/2021","5/18/2022","NM","30 N. Lasalle St.","AMALGAMATED INVESTMENTS CO","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","269885","0","0","0","4010","299","3203","0","0","110833","2236","60703","49391","39210","0","113069"
"14531","10978","353555","1107205","AMARILLO NATIONAL BANK","Amarillo","TX","79101","12/31/2021","5/18/2022","N","410 S Taylor","AMARILLO NATIONAL BCORP INC","34","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","3/4/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","432229","0","10","9","3319","15167","8817","5187","760","6019","2321","112634","168452","109534","0","8340"
"28701","2179","206174","","AMBLER SAVINGS BANK","Ambler","PA","19002","12/31/2021","5/18/2022","SB","155 E Butler Ave","","9","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","116707","363","1256","221","3","15813","41423","2","0","2310","2125","719","5591","32340","14541","2652"
"6423","9315","9807","2611718","AMBOY BANK","Old Bridge","NJ","8857","12/31/2021","5/18/2022","SM","3590 Nj Hwy. 9 S.","AMBOY BCORP","24","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","1/4/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","496072","40","1441","0","0","0","2848","0","0","103843","309644","33989","21906","19056","3305","414968"
"22953","14111","83638","1135972","AMERANT BANK, NATIONAL ASSOCIATION","Coral Gables","FL","33134","12/31/2021","5/18/2022","N","220 Alhambra Cir","AMERANT BCORP INC","25","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/17/1979","9/17/1979","4/1/2021","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.amerantbank.com","1290991","14072","6443","1385","1116","36523","450999","102989","187449","133596","27277","42314","152978","132474","1376","30205"
"27267","0","1169650","","AMERASIA BANK","Flushing","NY","11355","12/31/2021","5/18/2022","NM","41-06 Main St.","","7","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","16740","0","0","0","30","5","514","0","0","13212","0","0","0","2979","0","0"
"8893","0","440857","1064492","AMERICA'S COMMUNITY BANK","Blue Springs","MO","64015","12/31/2021","5/18/2022","NM","1100 W Main St","URICH BCORP INC","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","3/5/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.amcommbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20311","10556","630555","1121993","AMERICAN BANK","Bozeman","MT","59715","12/31/2021","5/18/2022","NM","1632 W. Main St.","GUARANTY DEVELOPMENT CO","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.americanbankmontana.com","146121","0","0","0","0","52174","33940","4294","534","3275","793","10582","12084","21299","7146","793"
"34422","15591","2580243","3008753","AMERICAN BANK","Allentown","PA","18104","12/31/2021","5/18/2022","SM","4029 W. Tilghman St.","AMERICAN BANK INC","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","7/15/2019","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","77841","0","848","0","0","6740","3124","0","13615","5523","12231","18565","17195","0","0","38035"
"1117","0","275358","1131406","AMERICAN BANK & TRUST","Wessington Sprin","SD","57382","12/31/2021","5/18/2022","NM","120 E. Main St.","LEACKCO BANK HOLDING CO INC","16","0","1","2","1","Jerauld","","","1/1/1892","1/1/1934","8/3/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.abt.bank","291895","0","284","0","225","10195","143872","9183","9335","2821","2715","7075","11892","69934","24364","7734"
"19234","0","597452","1104615","AMERICAN BANK & TRUST COMPANY","Covington","LA","70433","12/31/2021","5/18/2022","NM","1819 N Columbia St","AMERICAN BANCSHARES INC","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.americanbankandtrust.com","130","0","0","0","0","0","0","0","0","0","0","0","130","0","0","0"
"17906","0","83834","1085349","AMERICAN BANK & TRUST COMPANY","Opelousas","LA","70570","12/31/2021","5/18/2022","NM","307 E Landry St","AMERICAN BCORP INC","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","61275","0","10","151","959","21990","3316","2283","4632","0","176","1712","2161","16490","7395","185"
"35568","0","2919898","1119404","AMERICAN BANK & TRUST COMPANY, INC.","Bowling Green","KY","42103","12/31/2021","5/18/2022","NM","531 Lovers Ln","FIRST BRECKINRIDGE BANCSHARES","6","0","0","4","0","Warren","14540","Bowling Green, KY","7/5/2000","7/5/2000","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.ambanking.com","71987","0","0","46","390","10968","17347","600","4971","1008","454","2156","7133","26914","0","1462"
"20537","16110","452159","","AMERICAN BANK AND TRUST COMPANY","Tulsa","OK","74135","12/31/2021","5/18/2022","NM","6060 American Plaza","","2","0","0","4","0","Tulsa","46140","Tulsa, OK","11/5/1971","11/5/1971","8/1/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.americanbanktulsa.com","86812","0","0","0","0","0","0","0","0","6948","11416","17553","45426","5469","0","18364"
"34955","0","2733263","1138610","AMERICAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION","Davenport","IA","52807","12/31/2021","5/18/2022","N","4301 E. 53rd St.","AMBANK HOLDINGS INC","10","0","1","4","0","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/5/1999","1/5/1999","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.goambank.com","156364","0","187","380","628","27868","31419","3073","31880","0","0","540","963","31348","28078","0"
"4624","9208","1002953","1065444","AMERICAN BANK OF BAXTER SPRINGS","Baxter Springs","KS","66713","12/31/2021","5/18/2022","SM","1201 Military Ave.","AMERICAN BANCSHARES INC","3","0","0","2","1","Cherokee","","","1/1/1917","1/1/1934","10/28/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.americanbankbaxter.com","51654","2440","1945","1345","0","18539","206","0","0","500","3794","11200","5299","6386","0","4294"
"5283","0","510648","3009938","AMERICAN BANK OF BEAVER DAM","Beaver Dam","WI","53916","12/31/2021","5/18/2022","NM","115 Front St.","AMERICAN NB BEAVER DAM EMPLOYEE STK OWNERSHIP TR","5","0","0","4","0","Dodge","","","6/30/1891","1/1/1934","8/27/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.americanbankbd.com","37622","0","0","0","1020","2875","8270","0","4126","0","30","0","4795","14816","1690","30"
"18609","0","215662","1107193","AMERICAN BANK OF COMMERCE","Wolfforth","TX","79382","12/31/2021","5/18/2022","NM","Us. Hwy. 82 &loop 193","AMERICO BANCSHARES INC","16","0","1","4","0","Lubbock","31180","Lubbock, TX","9/11/1962","10/11/1962","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.theabcbank.com","619889","0","0","48","95","134405","159760","15782","12606","4260","18316","25040","40735","195659","13183","22576"
"15423","0","568359","3450521","AMERICAN BANK OF MISSOURI","Wellsville","MO","63384","12/31/2021","5/18/2022","NM","127 W Hudson St","EVERGREEN BANCSHARES INC","9","0","1","4","0","Montgomery","","","3/15/1880","9/14/1936","7/9/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.americanbankofmissouri.bank","68255","0","0","28","37","227","3616","2162","9365","906","4353","5652","10102","29334","2473","5211"
"34606","14577","2684552","3043008","AMERICAN BANK OF OKLAHOMA","Collinsville","OK","74021","12/31/2021","5/18/2022","NM","200 E. Main St.","AMERIBANK HOLDING CO","6","0","0","4","0","Tulsa","46140","Tulsa, OK","4/1/1998","4/1/1998","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.americanbankok.com","12683","0","0","0","0","2100","2847","0","0","0","1470","4155","500","1611","0","1470"
"59157","0","5230790","","AMERICAN BANK OF THE CAROLINAS","Monroe","NC","28112","12/31/2021","5/18/2022","NM","312 N. Charlotte Ave.","","2","0","0","4","0","Union","16740","Charlotte-Concord-Gastonia, NC-SC","5/20/2019","5/20/2019","4/12/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","https://www.abc-nc.com","21020","0","0","0","0","3414","6455","0","515","0","0","0","393","5079","5164","0"
"23886","10721","307361","1110045","AMERICAN BANK, NATIONAL ASSOCIATION","Waco","TX","76712","12/31/2021","5/18/2022","N","200 W. State Hwy. 6","AMERICAN NATL BANCSHARES INC","4","0","0","4","1","Mclennan","47380","Waco, TX","6/11/1982","6/11/1982","12/3/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.ambankwaco.com","118824","0","1","427","2935","23890","4755","0","0","6442","7110","39835","7454","25975","0","13552"
"5800","0","345345","1201457","AMERICAN BANK, NATIONAL ASSOCIATION","Le Mars","IA","51031","12/31/2021","5/18/2022","N","234 5th Ave. S.W.","AMBANK CO INC","2","0","0","2","1","Plymouth","","","1/1/1887","1/1/1934","4/8/2019","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.am-bank.com","8224","0","0","0","0","0","0","0","0","0","701","2746","2054","2723","0","696"
"20241","11670","807955","1109964","AMERICAN BANK, NATIONAL ASSOCIATION","Corpus Christi","TX","78401","12/31/2021","5/18/2022","N","800 N Shoreline Blvd Suite 2","AMERICAN BANK HOLDING CORP","12","0","0","4","1","Nueces","18580","Corpus Christi, TX","8/24/1970","8/24/1970","12/31/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://americanbank.com","573263","9","14175","13321","2799","169436","116629","9547","56912","7609","3952","23787","38583","104464","12040","11560"
"21567","0","494654","5164448","AMERICAN BANK, NATIONAL ASSOCIATION","Dallas","TX","75220","12/31/2021","5/18/2022","N","2707 W. N.W. Hwy.","BRIGHT FORCE HOLDING LLC","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","5/2/1974","5/2/1974","5/14/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://abdallas.bank","27409","0","528","0","80","0","506","1365","4267","4068","0","0","2476","8422","5697","0"
