cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"12206","15924","752644","3165106","MECHANICS BANK","Water Valley","MS","38965","12/31/2021","5/18/2022","NM","319 N Main St","MECHANICS BANC HOLDING CO","6","0","0","4","0","Yalobusha","","","1/1/1892","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.mechanicsbankms.com","30752","39114","13111","32520","12332","11903","21836","3440","9635","5769","2992"
"1768","12587","936462","4759650","MECHANICS BANK","Walnut Creek","CA","94596","12/31/2021","5/18/2022","NM","1111 Civic Dr.","2011 TCRT","129","0","1","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/1/1905","1/1/1934","8/31/2019","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.mechanicsbank.com","345298","308445","220766","318093","95105","19779","250072","102236","115452","27814","4570"
"29011","2762","943675","2395326","MECHANICS BANK","Mansfield","OH","44902","12/31/2021","5/18/2022","NM","2 S. Main St.","MECHANICS FINANCIAL CORP","9","0","0","5","0","Richland","31900","Mansfield, OH","1/1/1886","9/2/1959","1/1/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.mymechanics.com","54782","33565","15353","33081","32725","7188","35088","7005","14597","13227","259"
"26634","0","183770","4262347","MECHANICS COOPERATIVE BANK","Taunton","MA","2780","12/31/2021","5/18/2022","SB","316 Broadway","MECHANICS BCORP MHC","11","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1877","4/17/1986","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mechanics-coop.com","88100","58283","49912","50909","38768","6793","40846","13667","12166","13439","1574"
"57449","0","3228908","","MEDALLION BANK","Salt Lake City","UT","84121","12/31/2021","5/18/2022","NM","1100 E. 6600 South, # 510","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","12/22/2003","12/22/2003","9/27/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","www.medallionbank.com","1244550","8738","119027","286284","532650","315327","0","0","0","0","0"
"15772","0","826648","2291398","MEDIAPOLIS SAVINGS BANK","Mediapolis","IA","52637","12/31/2021","5/18/2022","NM","605 Main St.","MEDIAPOLIS BCORP","3","0","0","2","1","Des Moines","","","9/16/1940","9/16/1940","7/3/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.gomsb.bank","24036","12030","3614","9427","13242","9783","10149","1101","1969","3775","3304"
"58401","0","3690635","","MEGA BANK","San Gabriel","CA","91776","12/31/2021","5/18/2022","NM","245 W. Valley Blvd.","","4","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/5/2008","2/5/2008","3/16/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","https://www.megabankusa.com","6559","110567","12435","60670","44022","0","110357","21110","58657","30591","0"
"57470","17944","3219269","","MEMBERS TRUST COMPANY","Tampa","FL","33637","12/31/2021","5/18/2022","SA","14055 Riveredge Drive, # 525","","3","0","1","5","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","10/30/2003","10/30/2003","12/24/2019","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","www.memberstrust.com","0","0","0","0","0","0","0","0","0","0","0"
"3336","0","375650","2291295","MENARD BANK","Menard","TX","76859","12/31/2021","5/18/2022","SM","201 Ellis St.","MENARD BANCSHARES INC","1","0","0","2","1","Menard","","","1/1/1919","1/1/1934","3/16/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.menardbank.com","2628","4894","3496","2944","889","193","4460","3194","710","556","0"
"19200","10542","215354","1097137","MERAMEC VALLEY BANK","Valley Park","MO","63088","12/31/2021","5/18/2022","NM","35 Marshall Rd.","VALLEY BANCSHARES INC","2","0","0","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1918","8/6/1964","8/4/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.meramecvalleybank.com","10190","9880","3644","10588","5428","410","4507","256","1557","2694","0"
"34598","0","2608754","2608763","MERCANTILE BANK OF MICHIGAN","Grand Rapids","MI","49504","12/31/2021","5/18/2022","NM","310 Leonard St. Nw","MERCANTILE BANK CORP","43","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","12/15/1997","12/15/1997","5/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","0","www.mercbank.com","157396","104048","102236","92380","57071","9758","170453","32676","45249","43509","49019"
"445","9674","866121","1247183","MERCER COUNTY STATE BANK","Sandy Lake","PA","16145","12/31/2021","5/18/2022","NM","3279 S. Main St.","MERCER COUNTY STATE BCORP INC","11","0","0","4","0","Mercer","49660","Youngstown-Warren-Boardman, OH-PA","6/20/1911","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.mcsbank.com","50758","30472","11464","28285","30593","10886","19956","1268","8308","9274","1106"
"30084","4715","661072","","MERCER SAVINGS BANK","Celina","OH","45822","12/31/2021","5/18/2022","SA","1100 Irmscher Blvd","","4","0","0","5","0","Mercer","","","1/1/1888","4/18/1940","12/31/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.mercersavings.com","16333","11748","12618","5195","6862","3405","1206","407","261","0","538"
"9319","0","136338","1084203","MERCHANTS & FARMERS BANK & TRUST COMPANY","Leesville","LA","71446","12/31/2021","5/18/2022","NM","501 S 5th St","MERCHANTS&FARMERS BANCSHARES","8","0","0","4","0","Vernon","","","1/1/1928","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","www.merchantsandfarmers.com","15178","17286","10683","15748","5941","93","15811","4390","6932","4489","0"
"855","0","376237","2111432","MERCHANTS & FARMERS BANK OF GREENE COUNTY, ALABAMA","Eutaw","AL","35462","12/31/2021","5/18/2022","NM","251 Prairie Ave.","MERCHANTS&FARMERS BANCSHARES","2","0","0","8","1","Greene","46220","Tuscaloosa, AL","1/1/1900","1/1/1934","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","MFBUSA.COM","5545","6787","2954","2868","4582","1928","6052","966","1575","1939","1572"
"12203","0","94139","3696093","MERCHANTS & MARINE BANK","Pascagoula","MS","39567","12/31/2021","5/18/2022","NM","3118 Pascagoula St","MERCHANTS&MARINE BCORP INC","14","0","1","4","0","Jackson","25060","Gulfport-Biloxi-Pascagoula, MS","1/11/1932","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","WWW.MANDMBANK.COM","30172","32283","11304","35803","10849","4499","17121","4961","9106","2100","954"
"16464","13826","99143","3394429","MERCHANTS & PLANTERS' BANK","Newport","AR","72112","12/31/2021","5/18/2022","NM","120 Hazel St","M&P CMTY BANCSHARES 401 K EMPLOYEE STK OWNERSHIP PLAN","12","0","0","2","0","Jackson","","","8/6/1946","8/6/1946","6/11/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.mandp.bank","33326","29928","17763","21030","18451","6010","23689","2904","11429","5413","3943"
"8735","15744","644842","1099506","MERCHANTS AND FARMERS BANK","Dumas","AR","71639","12/31/2021","5/18/2022","NM","500 Hwy. 65 S.","M&F FINANCIAL CORP","3","0","0","4","0","Desha","","","5/10/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.mfbanknet.com","18990","19366","8232","19440","10373","311","16154","7938","6901","1315","0"
"20040","15386","1008432","2022734","MERCHANTS AND MANUFACTURERS BANK","Joliet","IL","60432","12/31/2021","5/18/2022","NM","601 E Cass St","MERCHANTS&MANUFACTURERS BK","5","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/24/1969","9/24/1969","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://HTTP://WWW.M-MBANK.COM","9792","46695","24094","23708","8461","224","2739","0","2183","556","0"
"327","12538","579636","","MERCHANTS AND PLANTERS BANK","Raymond","MS","39154","12/31/2021","5/18/2022","NM","308 Raymond Sq","","6","0","0","4","0","Hinds","27140","Jackson, MS","2/1/1906","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.mpbank.net","4753","3363","2791","4049","1145","131","4030","513","3258","259","0"
"8943","0","700458","1142206","MERCHANTS BANK","Rugby","ND","58368","12/31/2021","5/18/2022","NM","210 Main Ave. S.","MERCHANTS HOLDING CO","5","0","1","2","0","Pierce","","","8/4/1897","1/1/1934","2/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","WWW.MERCHANTSBANKRUGBY.COM","14403","9906","5202","10049","8137","921","21135","817","3030","1525","15763"
"46","0","113937","1082955","MERCHANTS BANK OF ALABAMA","Cullman","AL","35055","12/31/2021","5/18/2022","NM","900 2nd Ave, Sw","MERCHANTS FINL SERVICES INC","5","0","0","8","0","Cullman","","","1/1/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","24641","23841","7709","18744","10977","11052","16206","4978","5062","1315","4851"
"8056","0","963945","3530786","MERCHANTS BANK OF INDIANA","Carmel","IN","46032","12/31/2021","5/18/2022","NM","410 Monon Blvd","MERCHANTS BCORP","6","0","0","4","0","Hamilton","26900","Indianapolis-Carmel-Anderson, IN","6/23/1923","1/1/1934","9/13/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.merchantsbankofindiana.com","554064","12740","551365","13254","2071","113","563893","159640","305418","98835","0"
"8866","13801","779351","1128769","MERCHANTS BANK, NATIONAL ASSOCIATION","Winona","MN","55987","12/31/2021","5/18/2022","N","100-106 E. 3rd St.","MERCHANTS FINANCIAL GROUP INC","24","0","1","4","0","Winona","","","1/1/1875","1/1/1934","5/14/2020","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.merchantsbank.com","132597","72367","49936","100692","51467","2869","59253","12598","35057","11309","289"
"58184","0","3487433","","MERCHANTS COMMERCIAL BANK","St Thomas","VI","802","12/31/2021","5/18/2022","NM","4608 Tutu Park Mall","","0","0","0","7","0","Saint Thomas","","","10/30/2006","10/30/2006","3/27/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","2","1","http://www.merchantscommercial.bank","534","1027","591","620","222","128","3494","1049","2156","289","0"
"1125","0","289757","1363908","MERCHANTS STATE BANK","Freeman","SD","57029","12/31/2021","5/18/2022","SM","305 S. Main St","H&W HOLDING CO","4","0","0","2","1","Hutchinson","","","8/8/1899","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.msb-sd.com","23809","12503","7176","11738","11108","6290","9711","1387","1108","3716","3500"
"17180","7994","576608","4436559","MEREDITH VILLAGE SAVINGS BANK","Meredith","NH","3253","12/31/2021","5/18/2022","SB","24 State Rt. 25","NEW HAMPSHIRE MUTUAL BCORP","16","0","0","5","0","Belknap","","","1/1/1869","1/28/1953","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mvsb.com","41685","28870","14482","46044","6105","3923","45597","303","29431","5617","10246"
"57777","0","3271799","5033580","MERIDIAN BANK","Paoli","PA","19301","12/31/2021","5/18/2022","NM","1776 E. Lancaster Ave.","MERIDIAN CORP","6","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/8/2004","7/8/2004","5/13/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.meridianbanker.com","174478","16531","63428","51397","19071","57113","15001","5311","6697","2993","0"
"15270","0","290838","5335378","MERIT BANK","Huntsville","AL","35806","12/31/2021","5/18/2022","NM","659 Gallatin St Sw","MERIT HOLDINGS LLC","4","0","0","4","0","Madison","26620","Huntsville, AL","8/12/1935","8/21/1935","2/21/2020","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","https://www.meritbank.com","2238","1645","903","2295","506","178","9909","8490","1419","0","0"
"34519","0","2615190","","MERRICK BANK","South Jordan","UT","84095","12/31/2021","5/18/2022","NM","10705 S. Jordan Gateway, # 2","","1","0","0","3","0","Salt Lake","41620","Salt Lake City, UT","9/22/1997","9/22/1997","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.merrickbank.com","1684760","451146","282987","727372","770239","355308","76587","19987","51992","4608","0"
"17960","13444","74403","4436559","MERRIMACK COUNTY SAVINGS BANK","Concord","NH","3301","12/31/2021","5/18/2022","SB","89 N Main St","NEW HAMPSHIRE MUTUAL BCORP","7","0","0","4","0","Merrimack","","","1/1/1867","1/22/1959","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.mcsbnh.com","51580","42173","27340","57111","5691","3611","11368","2898","8207","263","0"
"30776","5902","435077","2390013","METABANK, NATIONAL ASSOCIATION","Sioux Falls","SD","57108","12/31/2021","5/18/2022","N","5501 S Broadband Ln","META FINANCIAL GROUP INC","1","0","0","4","0","Lincoln","43620","Sioux Falls, SD","1/1/1954","9/6/1955","4/1/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Minneapolis","Western","West","0","0","http://www.metabank.com","19810","5852","19919","4955","788","0","5208","1077","3463","669","0"
"16539","0","55336","5164541","METAIRIE BANK & TRUST COMPANY","Metairie","LA","70001","12/31/2021","5/18/2022","NM","3344 Metairie Rd","MBT BANCSHARES INC","9","0","0","4","0","Jefferson","35380","New Orleans-Metairie, LA","2/15/1947","2/15/1947","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","HTTP://WWW.METAIRIEBANK.COM","19369","20320","5675","13837","16865","3312","7832","299","2787","4206","539"
"26512","0","157379","","METHUEN CO-OPERATIVE BANK","Methuen","MA","1844","12/31/2021","5/18/2022","SB","243 Broadway","","1","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1923","1/23/1986","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","WWW.METHUENCOOP.COM","13017","6911","3241","10051","5974","662","5831","1259","3033","1539","0"
"27510","0","1394621","","METRO BANK","Pell City","AL","35128","12/31/2021","5/18/2022","NM","800 Martin St. S.","","9","0","0","4","0","Saint Clair","13820","Birmingham-Hoover, AL","5/30/1989","5/30/1989","12/31/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.metrobankpc.com","83773","75142","21207","83619","27714","26375","42670","8041","16683","8390","9556"
"58181","0","3437456","4750086","METRO CITY BANK","Doraville","GA","30340","12/31/2021","5/18/2022","NM","5114 Buford Hwy","METROCITY BANKSHARES INC","19","0","1","5","0","Dekalb","12060","Atlanta-Sandy Springs-Roswell, GA","4/4/2006","4/4/2006","12/4/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","0","https://www.metrocitybank.bank","129324","218451","149624","190847","6554","750","120371","63944","54876","1551","0"
"58402","0","3634394","5581791","METRO PHOENIX BANK","Phoenix","AZ","85008","12/31/2021","5/18/2022","NM","4686 E. Van Buren, # 150","MPB BHC INC","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","9/13/2007","9/13/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","www.metrophoenixbank.com","16170","27414","9985","18407","4939","10253","14320","359","10287","638","3036"
"25869","8804","534466","1139439","METROPOLITAN BANK","Oakland","CA","94606","12/31/2021","5/18/2022","NM","250 E. 18th St.","MET FINANCIAL CORP","4","0","0","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","9/1/1983","12/17/1984","8/18/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","https://www.met.bank","60429","31244","11144","79597","598","333","22329","7320","12009","3000","0"
"33656","0","449515","","METROPOLITAN BANK AND TRUST COMPANY","New York","NY","10022","12/31/2021","5/18/2022","OI","10 E. 53rd St.","","1","0","0","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/5/1962","6/1/1983","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","","","","","","","","","","",""
"57488","0","3153233","3153224","METROPOLITAN CAPITAL BANK & TRUST","Chicago","IL","60611","12/31/2021","5/18/2022","NM","9 E. Ontario St.","METROPOLITAN CAPITAL BCORP INC","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/25/2005","1/25/2005","12/19/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.metcapbank.com","41115","44453","9100","21585","20976","33906","7121","674","1753","3442","1252"
"34699","0","2705895","2820211","METROPOLITAN COMMERCIAL BANK","New York","NY","10016","12/31/2021","5/18/2022","SM","99 Park Ave.","METROPOLITAN BANK HOLDING CORP","8","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/21/1999","6/21/1999","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.metropolitanbankny.com","3876","35667","4871","18257","11737","4678","39443","5219","25389","8835","0"
"1945","0","772754","","METZ BANKING COMPANY","Nevada","MO","64772","12/31/2021","5/18/2022","NM","123 N. Osage Blvd.","","2","0","0","2","1","Vernon","","","9/14/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","www.metzbank.bank","10919","11573","4666","11761","3773","2292","1506","518","988","0","0"
"59138","0","5332603","5332591","MI BANK","Bloomfield Towns","MI","48301","12/31/2021","5/18/2022","NM","3707 W. Maple Rd.","MI BCORP INC","1","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","4/15/2019","4/15/2019","4/15/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.mi.bank","528","5542","155","2034","3632","249","14927","10025","4085","817","0"
"32293","8104","367178","","MIAMI SAVINGS BANK","Miamitown","OH","45041","12/31/2021","5/18/2022","NM","8008 Ferry St.","","3","0","0","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","12/27/1909","3/26/1985","12/31/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.miamisavings.bank","16498","15264","6650","13996","8565","2551","10791","1212","5263","4065","251"
"11459","0","873259","1978151","MID AMERICA BANK","Jefferson City","MO","65101","12/31/2021","5/18/2022","NM","1511 Friendship Rd.","FRIENDSHIP BANCSHARES INC","6","0","0","4","1","Cole","27620","Jefferson City, MO","4/12/1914","1/1/1934","7/11/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.midambk.com","23888","12912","5890","14895","14907","1108","11317","3234","3172","4634","277"
"9889","10447","786612","1944204","MID PENN BANK","Millersburg","PA","17061","12/31/2021","5/18/2022","NM","349 Union St","MID PENN BCORP INC","61","0","0","4","0","Dauphin","25420","Harrisburg-Carlisle, PA","2/21/1868","1/1/1934","11/30/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","www.midpennbank.com","307959","196802","103899","185943","169201","45719","121896","27435","61957","28352","4152"
"17374","0","919456","2521059","MID-AMERICA BANK","Baldwin City","KS","66006","12/31/2021","5/18/2022","NM","802 Ames St.","MID-AMERICA BANKSHARES INC","5","0","0","4","0","Douglas","29940","Lawrence, KS","12/11/1900","12/16/1954","12/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.mid-americabank.com","27629","48753","11612","37369","23493","3908","18036","3242","7595","6326","873"
"30943","6149","773171","5306499","MID-CENTRAL NATIONAL BANK","Wadena","MN","56482","12/31/2021","5/18/2022","N","520 Jefferson St S","JIKO GROUP INC","3","0","0","8","0","Wadena","","","3/11/1957","3/11/1957","9/3/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.midcentralbank.com","23017","8196","8434","16008","5169","1602","2441","312","1274","855","0"
"15584","10756","950141","1133455","MID-MISSOURI BANK","Springfield","MO","65804","12/31/2021","5/18/2022","NM","1615 E Independence St","MID-MISSOURI BANCSHARES INC","15","0","0","4","0","Greene","44180","Springfield, MO","6/20/1872","2/24/1938","6/1/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.midmobank.com","96265","30631","10461","45748","34133","36554","22627","4772","16415","527","913"
"30133","4817","857875","5213074","MID-SOUTHERN SAVINGS BANK, FSB","Salem","IN","47167","12/31/2021","5/18/2022","SA","300 N Water St.","MID-SOUTHERN BCORP INC","3","0","0","8","0","Washington","31140","Louisville-Jefferson County, KY-IN","1/1/1891","2/6/1941","2/6/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.mid-southern.com","26515","12573","4123","14713","11804","8448","3798","506","2000","309","983"
"3612","0","510938","1206573","MIDAMERICA NATIONAL BANK","Canton","IL","61520","12/31/2021","5/18/2022","N","100 W. Elm St.","MIDAMERICA NATL BANCSHARES INC","6","0","0","4","0","Fulton","37900","Peoria, IL","11/22/1933","1/1/1934","5/1/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.midnatbank.com","39984","22823","17255","27664","14878","3010","13919","5605","7385","673","256"
"28865","2518","3971","5281989","MIDCOUNTRY BANK","Minneapolis","MN","55439","12/31/2021","5/18/2022","SA","7825 Washington Ave. South,","MIDCOUNTRY ACQUISITION CORP","13","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1933","10/11/1934","2/15/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.midcountrybank.com","129231","39703","20842","80800","60384","6908","16921","2631","5835","7363","1092"
"28368","1452","87579","5399950","MIDDLESEX FEDERAL SAVINGS, F.A.","Somerville","MA","2144","12/31/2021","5/18/2022","SA","1 College Ave","MIDDLESEX FEDERAL MHC","4","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","2/8/1937","5/1/2021","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.middlesexfederal.com","46468","45983","18931","47400","22135","3985","18235","3690","8326","5719","500"
"90183","11307","888002","3932072","MIDDLESEX SAVINGS BANK","Natick","MA","1760","12/31/2021","5/18/2022","SB","6 Main St","MIDDLESEX BCORP MHC","34","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","3/5/1835","11/8/1985","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.middlesexbank.com","509301","353899","195410","451699","180239","35853","262508","57984","124327","73862","6335"
"10463","15586","770545","2513250","MIDDLETOWN STATE BANK","Middletown","IL","62666","12/31/2021","5/18/2022","NM","6th &madison St.","BARKER BROTHERS INC","3","0","0","4","1","Logan","","","6/5/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://middletownstatebank.com","3388","6155","2057","5856","1524","105","3094","298","2796","0","0"
"14017","0","41825","5292707","MIDDLETOWN VALLEY BANK","Middletown","MD","21769","12/31/2021","5/18/2022","NM","24 W. Main St.","COMMUNITY HERITAGE FINL INC","8","0","1","4","0","Frederick","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/4/1908","3/8/1934","10/30/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.mvbbank.com","25052","27423","15328","18037","16020","3090","31540","13911","9331","7782","516"
"4063","14191","595270","3839096","MIDFIRST BANK","Oklahoma City","OK","73118","12/31/2021","5/18/2022","SA","501 Nw Grand Blvd.","G JEFFREY RECORDS JR 2003 FAMILY TR","81","0","1","4","1","Oklahoma","36420","Oklahoma City, OK","2/28/1911","1/1/1934","7/1/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.midfirst.com","667043","379927","532382","315841","145549","53199","222599","136091","41524","38247","6737"
"19796","0","822631","2609489","MIDLAND COMMUNITY BANK","Kincaid","IL","62540","12/31/2021","5/18/2022","NM","112 Market St.","MIDLAND BANCSHARES INC","2","0","0","5","0","Christian","","","3/29/1968","3/29/1968","12/31/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://WWW.MCBBANK.NET","7168","12403","2446","10310","4280","2535","1856","567","1032","257","0"
"29980","4475","820477","2693992","MIDLAND FEDERAL SAVINGS AND LOAN ASSOCIATION","Bridgeview","IL","60455","12/31/2021","5/18/2022","SA","8929 S. Harlem Ave.","MIDLAND CAPITAL HOLDINGS CORP","4","0","0","7","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1914","7/25/1950","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","MIDLANDFEDERAL.COM","8826","7495","5044","8232","2784","261","880","0","549","331","0"
