cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,sc,scus,scust,scage,scmuni,SCDOMO,idscod,idsccmmb,scabs,scsfp,scodot,scford,IDSCEQ,sceq,SCEQFV,schtmres,idahta,scres,scpledge,scmtgbk,idscgtpc,scgty,scodpc,idsccmo,sccol,scodpi,idsccmt,sccmpt,sccmot,scha,scaf,scrdebt,scsnhaa,scsnhaf,trade,idtrrval,trlreval
"17713","13470","537038","1916948","DURAND STATE BANK","Durand","IL","61024","12/31/2021","5/18/2022","NM","1005 Cameron Dr.","HIGH POINT FINL SERVICES INC","2","0","0","2","0","Winnebago","40420","Rockford, IL","2/1/1957","2/1/1957","7/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","57842","17342","0","17342","28832","9170","9170","0","0","0","0","2498","0","","0","0","","","20001","26228","10052","10052","0","12806","3636","9170","3370","0","3370","0","57842","57843","283","284","0","0","0"
"15336","0","101439","2388663","DURDEN BANKING COMPANY, INCORPORATED","Twin City","GA","30471","12/31/2021","5/18/2022","NM","111 N Railroad Ave","DURDEN BANKSHARES INC","4","0","0","8","1","Emanuel","","","1/1/1934","1/15/1936","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.durdenbc.com","49124","44758","967","43791","3866","500","0","0","0","0","500","0","0","","0","0","","","28853","43791","30827","30827","0","5645","5645","0","7319","794","6525","0","49124","49125","0","0","0","0","0"
"17441","0","602842","1130717","DYSART STATE BANK","Dysart","IA","52224","12/31/2021","5/18/2022","NM","301 Main St.","DYSART BANCSHARES INC","1","0","0","2","1","Tama","","","1/1/1934","5/31/1955","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","HTTPS://DSB.SHAZAMBANKING.NET","1052","0","0","0","1052","0","0","0","0","0","0","0","0","","0","0","","","605","0","0","0","0","0","0","0","0","0","0","1052","0","1052","0","0","0","0",""
"30746","5848","370271","2162966","E*TRADE BANK","Arlington","VA","22203","12/31/2021","5/18/2022","SA","671 N. Glebe Rd, 16th Fl.","MORGAN STANLEY","1","0","0","9","0","Arlington","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1933","6/23/1955","11/30/2012","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","","47717359","47337470","3833874","43503596","0","376889","0","0","376889","0","0","0","3000","","3000","0","","","343080","42849991","29390565","29390565","0","1621825","1621825","0","11837601","7587494","4250107","29242593","18471766","47714359","0","0","0","0","0"
"58119","18000","3441677","2162966","E*TRADE SAVINGS BANK","Arlington","VA","22203","12/31/2021","5/18/2022","SA","671 N. Glebe Rd.","MORGAN STANLEY","2","0","1","5","0","Arlington","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/1/2006","5/1/2006","4/9/2018","Stock","30746","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","","6225348","6099606","995","6098611","0","125742","0","0","125742","0","0","0","0","","0","0","","","0","6098611","5990205","5990205","0","96545","96545","0","11861","3012","8849","5632672","592676","6225348","0","0","0","0","0"
"8824","16146","1000959","2565950","EAGLE BANK","Glenwood","MN","56334","12/31/2021","5/18/2022","NM","2 S. Franklin St.","EAGLE INVESTMENT CO INC","5","0","0","2","1","Pope","","","1/4/1908","1/1/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.eaglebankmn.com","69658","39065","7043","32022","30390","203","0","0","203","0","0","0","0","","0","0","","","27935","29908","14677","14677","0","286","286","0","14945","14945","0","0","69658","69658","0","0","0","0","0"
"58282","0","3346633","3346624","EAGLE BANK","Polson","MT","59860","12/31/2021","5/18/2022","NM","80 Heritage Ln.","SALISH&KOOTENAI BCORP","1","0","0","4","0","Lake","","","7/25/2006","7/25/2006","9/11/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.eaglebankmt.com","28655","18624","0","18624","10031","0","0","0","0","0","0","0","0","","0","0","","","15829","18624","11257","11257","0","7367","7367","0","0","0","0","60","28595","28655","0","0","0","0",""
"90191","8478","197302","","EAGLE BANK","Everett","MA","2149","12/31/2021","5/18/2022","SB","350 Broadway","","5","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","3/1/1889","7/1/1985","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.bankeagle.com","99825","59730","0","59730","0","31742","0","0","0","0","31742","0","8353","","8353","0","","","0","59730","57521","57521","0","2209","2209","0","0","0","0","0","91472","91472","0","0","0","0",""
"3873","0","453446","1100046","EAGLE BANK AND TRUST COMPANY","Little Rock","AR","72211","12/31/2021","5/18/2022","SM","650 S. Shackleford Rd. Suite","STATE HOLDING CO","13","0","0","7","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","1/1/1919","1/1/1934","2/24/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.eaglebank.com","228429","116830","0","116830","111599","0","0","0","0","0","0","0","0","","0","0","","","68749","116830","52393","52393","0","50638","50638","0","13799","11862","1937","0","228429","228429","0","0","0","0",""
"30439","5337","278872","5112542","EAGLE.BANK","Cincinnati","OH","45248","12/31/2021","5/18/2022","NM","6415 Bridgetown Rd","EAGLE FINANCIAL BCORP INC","3","0","0","8","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1882","9/12/1956","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.EAGLE.BANK","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"34742","0","2652092","2652104","EAGLEBANK","Bethesda","MD","20814","12/31/2021","5/18/2022","SM","7830 Old Georgetown Rd.","EAGLE BCORP INC","21","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/20/1998","7/20/1998","6/30/2021","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.eaglebankcorp.com","2579728","2349522","49458","2300064","145429","79740","0","0","0","0","79740","5037","0","","0","0","","","265604","1677677","1015576","1015576","0","499050","499050","0","163051","72053","90998","0","2579728","2579728","34011","33028","5273","0","5223"
"34313","0","2605566","","EAGLEMARK SAVINGS BANK","Reno","NV","89521","12/31/2021","5/18/2022","NM","9850 Double R Blvd","","1","0","0","6","0","Washoe","39900","Reno, NV","8/25/1997","8/25/1997","10/5/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","0","","60000","0","0","0","0","0","0","0","0","0","0","0","60000","","60000","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5796","12474","645540","","EARLHAM SAVINGS BANK","West Des Moines","IA","50266","12/31/2021","5/18/2022","NM","7300 Lake Dr.","","9","0","0","2","0","Dallas","19780","Des Moines-West Des Moines, IA","1/1/1931","1/1/1934","4/14/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.earlhambank.com","180570","143993","133786","10207","36504","0","0","0","0","0","0","0","73","","73","0","","","0","10207","10207","10207","0","0","0","0","0","0","0","56479","124018","180497","0","0","0","0",""
"90173","14622","738303","4459820","EAST CAMBRIDGE SAVINGS BANK","Cambridge","MA","2141","12/31/2021","5/18/2022","SM","292 Cambridge St","1854 BCORP","11","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1854","6/18/1985","5/1/2021","Non-Stock","0","0","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.ecsb.com","134284","112323","0","112323","5865","16096","109","0","0","0","15987","0","0","","0","0","","","1887","103440","103113","103113","0","327","218","109","0","0","0","14855","119429","134286","0","0","0","0","0"
"31628","7276","197478","2734233","EAST WEST BANK","Pasadena","CA","91101","12/31/2021","5/18/2022","SM","135 N. Los Robles Ave, 7th F","EAST WEST BCORP INC","110","2","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","1/1/1972","1/2/1973","8/21/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","http://www.eastwestbank.com","9991957","6491915","1032681","5459234","307330","2765206","881931","712271","74558","589950","506496","400902","26604","","26604","0","","","803896","5751465","1788526","1788526","0","2021688","1139757","881931","1941251","518043","1423208","0","9965353","9965353","543000","522569","0","0","0"
"30313","5151","35879","5085990","EAST WISCONSIN SAVINGS BANK","Kaukauna","WI","54130","12/31/2021","5/18/2022","SB","109 W. 2nd St.","WISCONSIN MUTUAL BCORP MHC","6","0","0","6","0","Outagamie","11540","Appleton, WI","1/1/1887","1/4/1951","8/3/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.eastwis.com","105520","85201","41535","43666","16464","3855","0","0","0","0","3855","0","0","","0","0","","","0","3103","3069","3069","0","34","34","0","0","0","0","0","105520","105520","0","0","0","0",""
"25749","13767","98717","2698906","EASTBANK, NATIONAL ASSOCIATION","New York","NY","10013","12/31/2021","5/18/2022","N","183 Ctr. St.","EVERGREEN HOLDINGS LLC","2","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/26/1984","11/26/1984","2/15/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.eastbank-na.com","40843","24053","0","24053","0","16790","0","0","0","0","16790","0","0","","0","0","","","0","248","248","248","0","0","0","0","0","0","0","0","40843","40842","6416","6478","0","0","0"
"32773","12134","128904","1427239","EASTERN BANK","Boston","MA","2110","12/31/2021","5/18/2022","NM","265 Franklin St","EASTERN BANKSHARES INC","110","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","10/19/1989","10/19/1989","11/12/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","0","www.easternbank.com","8511224","8229297","88604","8140693","280329","0","0","0","0","0","0","1598","0","","0","0","","","2203186","6933576","4185395","4185395","0","1339314","1339314","0","1408867","86651","1322216","0","8511224","8511224","0","0","0","0","0"
"28167","1039","939070","","EASTERN CONNECTICUT SAVINGS BANK","Norwich","CT","6360","12/31/2021","5/18/2022","SM","257 Main St","","5","0","0","4","0","New London","35980","Norwich-New London, CT","1/1/1915","4/27/1949","5/1/2021","Non-Stock","0","0","FED","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.bankeasternct.com","141","141","0","141","0","0","0","0","0","0","0","0","0","","0","0","","","137","141","4","4","0","137","137","0","0","0","0","0","141","141","0","0","0","0",""
"32277","8084","206772","5230905","EASTERN INTERNATIONAL BANK","Los Angeles","CA","90012","12/31/2021","5/18/2022","NM","688 New High St.","EASTERN INTL BCORP INC","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/26/1985","2/26/1985","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","https://www.eibankca.com","15071","11754","0","11754","3317","0","0","0","0","0","0","0","0","","0","0","","","0","10109","7552","7552","0","1601","1601","0","956","0","956","0","15071","15067","0","0","0","0",""
"982","11446","643340","1129467","EASTERN MICHIGAN BANK","Croswell","MI","48422","12/31/2021","5/18/2022","SM","65 N. Howard Ave.","EASTERN MI FINANCIAL CORP","11","0","0","7","0","Sanilac","","","12/4/1895","1/1/1934","6/14/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.emb.bank","229276","77156","53942","23214","56476","95644","3470","504","7498","0","84172","0","0","","0","0","","","7583","23990","9355","9355","0","7475","4005","3470","7160","3544","3616","1925","227351","229276","0","0","0","0","0"
"20026","0","171133","1084922","EASTERN NATIONAL BANK","Miami","FL","33156","12/31/2021","5/18/2022","N","9700 S Dixie Hwy","CORPOFIN CA","4","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/3/1969","9/3/1969","5/16/2016","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.enbfl.com","4316","2362","0","2362","0","0","0","0","0","0","0","0","1954","","1954","0","","","226","2362","2362","2362","0","0","0","0","0","0","0","0","2362","2362","0","0","0","0","0"
"32360","8183","643078","","EASTERN SAVINGS BANK, FSB","Hunt Valley","MD","21031","12/31/2021","5/18/2022","SA","11350 Mccormick Rd.","","5","0","0","8","1","Baltimore","12580","Baltimore-Columbia-Towson, MD","5/29/1905","7/16/1985","3/26/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.easternsavingsbank.com","16618","7989","4976","3013","2299","6330","0","6330","0","0","0","0","0","","0","0","","","0","6330","0","0","0","0","0","0","6330","6330","0","16618","0","16618","0","0","0","0",""
"90188","15456","859002","3728930","EASTHAMPTON SAVINGS BANK","Easthampton","MA","1027","12/31/2021","5/18/2022","SM","36 Main St","HOMETOWN FINANCIAL GROUP MHC","11","0","0","4","0","Hampshire","44140","Springfield, MA","2/10/1869","9/5/1985","5/1/2021","Stock","0","0","FED","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","0","http://www.bankesb.com","178231","156377","0","156377","4376","14714","0","0","0","0","14714","0","2764","","2764","0","","","15244","153335","53460","53460","0","99848","99848","0","27","27","0","0","175467","175467","0","0","0","0",""
"29846","4194","980773","5444935","EATON COMMUNITY BANK","Charlotte","MI","48813","12/31/2021","5/18/2022","SA","236 S Cochran Ave","EATON FED MUTUAL HOLDING CO","6","0","0","8","0","Eaton","29620","Lansing-East Lansing, MI","1/1/1936","4/30/2020","9/28/2020","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","eaton.bank","200115","12060","5562","6498","84768","103287","23682","40358","18936","4986","15325","0","0","","0","0","","","0","69099","3892","3892","0","24849","1167","23682","40358","0","40358","31","200084","200115","0","0","0","0",""
"58049","0","3347603","5530632","ECLIPSE BANK, INC.","Louisville","KY","40207","12/31/2021","5/18/2022","NM","3827 Shelbyville Rd.","ECLIPSE BCORP INC","2","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","10/14/2005","10/14/2005","3/30/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.eclipsebank.com","41653","28131","0","28131","13522","0","0","0","0","0","0","0","0","","0","0","","","0","22327","6659","6659","0","7123","7123","0","8545","0","8545","0","41653","41652","0","0","0","0",""
"34489","0","2594419","2591258","EDISON NATIONAL BANK","Fort Myers","FL","33907","12/31/2021","5/18/2022","N","13000 S. Cleveland Ave.","EDISON BANCSHARES INC","4","0","0","7","1","Lee","15980","Cape Coral-Fort Myers, FL","8/29/1997","8/29/1997","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.edisonnationalbank.com","60566","60566","46105","14461","0","0","0","0","0","0","0","0","0","","0","0","","","40894","14461","14262","14262","0","0","0","0","199","199","0","0","60566","60565","0","0","0","0","0"
"9678","11668","845247","1098031","EDMONTON STATE BANK","Glasgow","KY","42141","12/31/2021","5/18/2022","NM","909 W. Main St.","EDMONTON BANCSHARES INC","15","0","0","4","1","Barren","","","3/17/1899","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.edmontonstatebank.com","57324","57049","28827","28222","275","0","0","0","0","0","0","0","0","","0","0","","","26907","0","0","0","0","0","0","0","0","0","0","56312","1012","57325","0","0","0","0",""
"28390","1485","3529315","","EDWARD JONES TRUST COMPANY","Saint Louis","MO","63131","12/31/2021","5/18/2022","SA","12555 Manchester Rd.","","1","0","0","7","0","Saint Louis City","41180","St. Louis, MO-IL","1/1/1896","9/17/1938","7/21/2011","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","www.edwardjones.com","67461","99","0","99","0","0","0","0","0","0","0","0","67362","","67362","0","","","99","0","0","0","0","0","0","0","0","0","0","99","0","99","0","0","0","0",""
"57734","0","3320576","","EH NATIONAL BANK","Beverly Hills","CA","90211","12/31/2021","5/18/2022","N","8484 Wilshire Blvd. Ste 100","","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/1/2005","2/1/2005","6/10/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.ehprivate.bank","12919","12919","0","12919","0","0","0","0","0","0","0","0","0","","0","0","","","0","10527","8546","8546","0","1981","1981","0","0","0","0","0","12919","12918","0","0","0","0",""
