cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,sc,scus,scust,scage,scmuni,SCDOMO,idscod,idsccmmb,scabs,scsfp,scodot,scford,IDSCEQ,sceq,SCEQFV,schtmres,idahta,scres,scpledge,scmtgbk,idscgtpc,scgty,scodpc,idsccmo,sccol,scodpi,idsccmt,sccmpt,sccmot,scha,scaf,scrdebt,scsnhaa,scsnhaf,trade,idtrrval,trlreval
"504","0","464255","1246355","DAKOTA PRAIRIE BANK","Fort Pierre","SD","57532","12/31/2021","5/18/2022","NM","1204 Yellowstone St.","DRAPER HOLDING CO INC","4","0","0","2","1","Stanley","","","6/28/1906","1/1/1934","6/16/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.dakotaprairiebank.com","23006","12925","6978","5947","10081","0","0","0","0","0","0","0","0","","0","0","","","10839","5361","3666","3666","0","0","0","0","1695","1695","0","0","23006","23006","0","0","0","0",""
"8637","12179","827458","1124798","DAKOTA WESTERN BANK","Bowman","ND","58623","12/31/2021","5/18/2022","SM","202 S. Main St.","DAKOTA WESTERN BANKSHARES INC","5","0","0","2","1","Bowman","","","1/1/1910","1/1/1934","9/12/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.dwb.bank","94203","51348","972","50376","42804","0","0","0","0","0","0","0","51","","51","0","","","50483","44180","17007","17007","0","21903","21903","0","5270","133","5137","0","94152","94152","1001","1001","0","0",""
"29208","3101","971070","3823451","DALHART FEDERAL SAVINGS & LOAN ASSOCIATION, SSB","Dalhart","TX","79022","12/31/2021","5/18/2022","SB","502 Denrock Ave.","DALHART FED MUTUAL HOLDING CO","2","0","0","5","0","Dallam","","","10/1/1934","11/26/1934","7/1/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.dalhartfederal.com","37658","11281","0","11281","26377","0","0","0","0","0","0","0","0","","0","0","","","962","10347","10173","10173","0","174","174","0","0","0","0","27230","10428","37658","0","0","0","0",""
"20727","13287","384652","4517298","DALLAS CAPITAL BANK, NATIONAL ASSOCIATION","Dallas","TX","75240","12/31/2021","5/18/2022","N","14185 Dallas Pkwy.","PARK CITIES FINL GROUP INC","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","6/26/1972","6/26/1972","6/27/2016","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.dallascapitalbank.com","146732","141505","2074","139431","331","4896","0","0","0","0","4896","0","0","","0","0","","","70002","139431","49545","49545","0","89886","89886","0","0","0","0","28300","118432","146732","0","0","0","0",""
"14772","0","223845","1250464","DANVILLE STATE SAVINGS BANK","New London","IA","52645","12/31/2021","5/18/2022","NM","102 S. Walnut","DANVILLE BANCSHARES INC","2","0","0","8","1","Henry","","","1/1/1899","10/1/1934","8/15/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.danvillebank.com","66566","24690","0","24690","41717","0","0","0","0","0","0","0","159","","159","0","","","0","0","0","0","0","0","0","0","0","0","0","41717","24690","66406","3250","3229","0","0",""
"35510","16693","644954","","DAVIDSON TRUST CO.","Great Falls","MT","59401","12/31/2021","5/18/2022","SA","8 3rd St. North, # 200","","7","0","1","7","0","Cascade","24500","Great Falls, MT","1/1/2001","1/1/2001","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","0","","8578","6304","100","6204","0","305","0","0","0","0","305","0","1969","","1969","0","","","305","4665","4665","4665","0","0","0","0","0","0","0","6609","0","6609","0","0","0","0",""
"2453","0","357526","2878294","DAVIS TRUST COMPANY","Elkins","WV","26241","12/31/2021","5/18/2022","NM","227 Davis Ave.","DAVIS TRUST FINANCIAL CORP","2","0","0","4","0","Randolph","","","6/17/1901","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.davistrust.com","15644","8322","0","8322","7322","0","0","0","0","0","0","0","0","","0","0","","","1000","596","596","596","0","0","0","0","0","0","0","8506","7138","15643","0","0","0","0",""
"29535","3613","324975","","DE WITT SAVINGS BANK","Clinton","IL","61727","12/31/2021","5/18/2022","SB","302 W. Main St.","","2","0","0","8","0","Dewitt","","","1/1/1887","8/1/1936","4/1/2017","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.dewittsavingsbank.com","52139","28426","0","28426","23713","0","0","0","0","0","0","0","0","","0","0","","","10249","15260","9903","9903","0","285","285","0","5072","2025","3047","710","51429","52137","0","0","0","0",""
"27269","5366","271275","","DEAN CO-OPERATIVE BANK","Franklin","MA","2038","12/31/2021","5/18/2022","SB","21 Main St","","4","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","5/11/1988","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.deanbank.com","101867","86268","0","86268","12110","0","0","0","0","0","0","0","3489","","3489","0","","","9210","55289","48509","48509","0","3897","3897","0","2883","1004","1879","3624","94754","98379","0","0","0","0","0"
"29874","4241","1005075","","DEARBORN FEDERAL SAVINGS BANK","Dearborn","MI","48124","12/31/2021","5/18/2022","SA","22315 W Michigan Ave","","5","0","0","5","0","Wayne","19820","Detroit-Warren-Dearborn, MI","1/1/1936","8/31/1938","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.mydfsb.com","24755","5336","0","5336","2765","16654","0","0","0","0","16654","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","24755","0","24755","0","0","0","0",""
"6101","14562","66154","2201883","DECATUR COUNTY BANK","Decaturville","TN","38329","12/31/2021","5/18/2022","SM","56 N. Pleasant St.","DECATUR BANCSHARES INC","4","0","0","4","1","Decatur","","","11/16/1899","1/1/1934","12/31/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.decaturcountybank.com","30104","10974","0","10974","16349","2781","0","0","0","48","2733","0","0","","0","0","","","15179","5753","4095","4095","0","0","0","0","1658","1658","0","0","30104","30104","500","488","0","0",""
"15200","11743","872047","1201738","DECORAH BANK & TRUST COMPANY","Decorah","IA","52101","12/31/2021","5/18/2022","NM","202 E. Water St.","SECURITY AGENCY INC","3","0","0","2","1","Winneshiek","","","6/10/1935","6/28/1935","10/26/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.decorah.bank","145416","72211","20655","51556","62826","10321","0","0","0","0","10321","0","58","","58","0","","","27551","26610","15760","15760","0","10850","10850","0","0","0","0","0","145358","145357","0","0","0","0","0"
"23620","14280","193809","5164989","DEDHAM INSTITUTION FOR SAVINGS","Dedham","MA","2026","12/31/2021","5/18/2022","SB","55 Elm St","1831 BCORP MHC","14","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","3/19/1831","1/2/1982","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.dedhamsavings.com","404412","95147","13634","81513","66107","168088","3630","28539","57284","0","78635","20773","54297","","54297","0","","","6090","79368","38865","38865","0","8217","4587","3630","32286","10253","22033","0","350115","350117","0","0","0","0","0"
"26588","0","513322","2798440","DEDICATED COMMUNITY BANK","Darlington","SC","29532","12/31/2021","5/18/2022","NM","202 Cashua St.","DARLINGTON CNTY BANCSHARES INC","2","0","0","4","0","Darlington","22500","Florence, SC","3/10/1986","3/10/1986","2/12/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.dcbsc.com","11486","5801","0","5801","5685","0","0","0","0","0","0","0","0","","0","0","","","2939","3831","3831","3831","0","0","0","0","0","0","0","5685","5801","11486","1000","994","0","0",""
"5123","12699","314257","2499082","DEERWOOD BANK","Waite Park","MN","56387","12/31/2021","5/18/2022","NM","131 6th Ave. South, # 100","DEERWOOD BANCSHARES INC","13","0","0","4","0","Stearns","41060","St. Cloud, MN","3/21/1910","1/1/1934","4/28/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","deerwoodbankcom","235539","231125","75153","155972","1414","3000","0","0","0","0","3000","0","0","","0","0","","","55663","31822","31822","31822","0","0","0","0","0","0","0","0","235539","235539","19360","19315","0","0",""
"17450","0","902645","1416475","DEFIANCE STATE BANK","Defiance","IA","51527","12/31/2021","5/18/2022","NM","201 Main Ave.","UNION BCORP","2","0","0","2","1","Shelby","","","9/1/1951","6/8/1955","3/5/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","defiancestatebank.com","4562","0","0","0","1587","2975","0","0","0","0","2975","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","4562","0","4562","0","0","0","0",""
"29066","2853","705378","4097969","DEL NORTE BANK","Del Norte","CO","81132","12/31/2021","5/18/2022","SA","705 Grand Ave.","DEL NORTE M H C","2","0","0","2","0","Rio Grande","","","1/1/1921","10/7/1935","7/21/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.truelocalbank.com","12784","12760","0","12760","0","0","0","0","0","0","0","0","24","","24","0","","","6107","8863","6507","6507","0","0","0","0","2356","2356","0","0","12760","12760","0","0","0","0",""
"26564","10035","975256","1109571","DELTA BANK","Vidalia","LA","71373","12/31/2021","5/18/2022","NM","1617 Carter St","CENTRAL LOUISIANA CAPITAL CORP","5","0","1","2","1","Concordia","","","1/10/1986","1/10/1986","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.deltabk.com","88405","36535","0","36535","51772","0","0","0","0","0","0","0","98","","98","0","","","65169","30496","24503","24503","0","3332","3332","0","2661","1981","680","12568","75739","88307","3599","3552","0","0",""
"26633","0","65513","1135468","DELTA NATIONAL BANK AND TRUST COMPANY","New York","NY","10019","12/31/2021","5/18/2022","N","650 5th Ave, 26th Fl.","DELTA INVESTMENT CO CAYMAN","2","0","1","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/17/1986","3/17/1986","4/20/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.deltabank.net","73122","0","0","0","1154","36544","0","0","0","0","36544","35424","0","","0","0","","","62746","0","0","0","0","0","0","0","0","0","0","71968","1154","73121","0","0","0","0","0"
"15883","13950","539340","1130164","DEMOTTE STATE BANK","Demotte","IN","46310","12/31/2021","5/18/2022","SM","210 S. Halleck St.","DEMOTTE BCORP","11","0","0","2","0","Jasper","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/2/1942","3/2/1942","3/1/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.netdsb.com","252316","207656","0","207656","44352","250","0","0","0","0","250","0","58","","58","0","","","16794","168594","58208","58208","0","108545","108545","0","1841","0","1841","16601","235657","252258","0","0","0","0",""
"26530","0","571265","1989241","DENALI STATE BANK","Fairbanks","AK","99701","12/31/2021","5/18/2022","NM","119 N. Cushman St.","DENALI BCORP INC","5","0","0","4","0","Fairbanks North St","21820","Fairbanks, AK","2/3/1986","2/3/1986","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","www.denalistatebank.com","140288","70215","0","70215","44892","25181","136","9045","0","0","16000","0","0","","0","0","","","54158","70181","30204","30204","0","25152","25016","136","14825","0","14825","31299","108989","140288","2000","1984","9647","0","0"
"13240","11945","222446","1209789","DENMARK STATE BANK","Denmark","WI","54208","12/31/2021","5/18/2022","NM","103 Main St.","DENMARK BANCSHARES INC","7","0","0","4","0","Brown","24580","Green Bay, WI","3/21/1909","1/1/1934","5/12/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.denmarkstate.com","36463","20254","7333","12921","15399","810","0","0","810","0","0","0","0","","0","0","","","11479","10644","8856","8856","0","1305","1305","0","483","483","0","0","36463","36462","0","0","0","0","0"
"12857","13743","220844","1210468","DENVER SAVINGS BANK","Denver","IA","50622","12/31/2021","5/18/2022","NM","121 S. State St.","PSB CORP","2","0","0","4","0","Bremer","47940","Waterloo-Cedar Falls, IA","1/1/1902","1/1/1934","1/1/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bankdsb.com","55232","18179","12618","5561","35650","1403","0","0","0","0","1403","0","0","","0","0","","","0","3311","2528","2528","0","783","783","0","0","0","0","900","54332","54931","0","0","0","0",""
"58180","0","3382547","1951350","DEPARTMENT STORES NATIONAL BANK","Sioux Falls","SD","57104","12/31/2021","5/18/2022","N","5800 S. Corp Pl.","CITIGROUP INC","1","0","0","7","0","Minnehaha","43620","Sioux Falls, SD","10/24/2005","10/24/2005","9/9/2019","Stock","7213","0","OCC","DIF","Kansas City","WASHINGTON","Sioux Falls","Minneapolis","Western","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33565","9702","1940747","3196801","DESJARDINS BANK, NATIONAL ASSOCIATION","Hallandale","FL","33009","12/31/2021","5/18/2022","N","1001 E. Hallandale Beach Blv","DESJARDINS GROUP THE","3","0","0","5","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","2/28/1992","2/28/1992","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.Desjardinsbank.com","25292","25292","0","25292","0","0","0","0","0","0","0","0","0","","0","0","","","0","23895","23721","23721","0","174","174","0","0","0","0","25292","0","25292","0","0","0","0",""
"623","0","214807","1242423","DEUTSCHE BANK TRUST COMPANY AMERICAS","New York","NY","10019","12/31/2021","5/18/2022","SM","1 Columbus Circle","DEUTSCHE BK AKTIENGESELLSCHAFT","1","0","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/30/1903","1/1/1934","9/27/2021","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.db.com","778000","772000","772000","0","0","0","0","0","0","0","0","0","6000","","6000","0","","","0","0","0","0","0","0","0","0","0","0","0","0","772000","772000","0","0","0","0","0"
"26392","0","304913","1242423","DEUTSCHE BANK TRUST COMPANY DELAWARE","Wilmington","DE","19805","12/31/2021","5/18/2022","NM","1011 Ctr. Rd, # 200","DEUTSCHE BK AKTIENGESELLSCHAFT","1","0","0","7","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/7/1985","10/7/1985","6/27/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","http://www.db.com","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16249","0","347639","1131602","DEVON BANK","Chicago","IL","60645","12/31/2021","5/18/2022","NM","6445 N Western Ave","DEVON BCORP INC","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/15/1945","9/15/1945","7/19/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.DevonBank.com","190313","79432","509","78923","36567","60383","0","0","8701","0","51682","13931","0","","0","0","","","38949","40972","6963","6963","0","21485","21485","0","12524","2998","9526","45318","144995","190314","35333","34724","0","0",""
"10803","0","846132","1201390","DEWEY BANK","Dewey","IL","61840","12/31/2021","5/18/2022","NM","2994 County Rd. 900 E.","ARTHUR R MURRAY INC","1","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1902","1/1/1934","4/28/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.deweybank.com","5504","611","0","611","4893","0","0","0","0","0","0","0","0","","0","0","","","4775","611","427","427","0","184","184","0","0","0","0","0","5504","5504","0","0","0","0",""
"14705","10949","668147","1205576","DEWITT BANK & TRUST CO.","Dewitt","IA","52742","12/31/2021","5/18/2022","NM","815 6th Ave.","DE WITT BCORP INC","2","0","0","2","1","Clinton","","","6/15/1933","8/27/1934","1/26/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","WWW.DEWITTBANK.COM","67667","22527","6666","15861","31736","13272","0","0","12515","0","757","0","132","","132","0","","","4340","13803","2606","2606","0","4565","4565","0","6632","1137","5495","0","67535","67538","0","0","0","0",""
"1527","14755","27847","1491333","DIAMOND BANK","Murfreesboro","AR","71958","12/31/2021","5/18/2022","SM","319 E. Main St.","BAINUM BCORP","16","0","1","2","1","Pike","","","12/16/1904","1/1/1934","9/6/2017","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.diamond.bank","153503","46129","0","46129","106870","504","0","0","0","0","504","0","0","","0","0","","","87990","46129","27836","27836","0","10845","10845","0","7448","7448","0","76","153427","153503","0","0","0","0",""
"3787","14052","771140","1842355","DIETERICH BANK","Effingham","IL","62401","12/31/2021","5/18/2022","SM","300 Sur Woods Dr","PRIME BANC CORP","14","0","0","4","0","Effingham","","","1/1/1909","1/1/1934","8/1/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.dieterichbank.com","396047","279063","0","279063","92607","24377","0","0","0","0","24377","0","0","","0","0","","","236170","206406","106079","106079","0","32521","32521","0","67806","21257","46549","0","396047","396047","6000","5975","0","0","0"
"18200","8347","311603","","DIME BANK","Norwich","CT","6360","12/31/2021","5/18/2022","SB","290 Salem Tpke","","13","0","1","4","0","New London","35980","Norwich-New London, CT","1/1/1869","7/1/1960","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://www.dime-bank.com","387738","331628","108282","223346","15820","34831","0","0","0","0","34831","0","5459","","5459","0","","","92420","177251","174952","174952","0","2299","2299","0","0","0","0","0","382279","382278","0","0","0","0",""
"6976","9545","23504","1416523","DIME COMMUNITY BANK","Hauppauge","NY","11788","12/31/2021","5/18/2022","SM","898 Veterans Memorial Hwy","DIME COMMUNITY BANCSHARES INC","65","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","2/19/1909","1/1/1934","3/31/2021","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.dime.com","1739952","1552043","244769","1307274","38946","134878","0","0","0","0","134878","14085","0","","0","0","","","727818","1227020","549112","549112","0","228001","228001","0","449907","95724","354183","179309","1560643","1739952","0","0","0","0","0"
"5649","0","30810","3846375","DISCOVER BANK","Greenwood","DE","19950","12/31/2021","5/18/2022","NM","502 E Market St","DISCOVER FINANCIAL SERVICES","2","0","0","3","0","Sussex","41540","Salisbury, MD-DE","8/30/1911","1/1/1934","9/30/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.discover.com","9486400","6903953","6505150","398803","0","0","0","0","0","0","0","0","2582447","","2582447","0","","","26710","390402","390402","390402","0","0","0","0","0","0","0","203844","6700109","6903953","0","0","0","0","0"
"9668","13993","724548","","DIXON BANK","Dixon","KY","42409","12/31/2021","5/18/2022","NM","42 Us Hwy. 41-A S.","","1","0","0","7","0","Webster","","","1/1/1895","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Southeast","0","1","www.dixonbank.com","32409","26415","0","26415","5994","0","0","0","0","0","0","0","0","","0","0","","","10229","0","0","0","0","0","0","0","0","0","0","0","32409","32409","0","0","0","0",""
"14769","10002","56548","1135628","DMB COMMUNITY BANK","De Forest","WI","53532","12/31/2021","5/18/2022","NM","321 N. Main St.","DMB CORP INC","1","0","0","4","0","Dane","31540","Madison, WI","6/29/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.deforestbank.com","71435","68002","0","68002","0","3378","0","0","0","0","3378","0","55","","55","0","","","3238","63954","50125","50125","0","13829","13829","0","0","0","0","0","71380","71380","0","0","0","0",""
"3977","0","401559","2359962","DNB NATIONAL BANK","Clear Lake","SD","57226","12/31/2021","5/18/2022","N","305 4th St W","DCNB HOLDING CO","2","0","0","2","1","Deuel","","","1/1/1926","1/1/1934","8/26/2014","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.dnbanks.com","68029","44890","6689","38201","21163","1976","0","0","0","0","1976","0","0","","0","0","","","14509","33822","9115","9115","0","19051","19051","0","5656","5656","0","0","68029","68029","0","0","0","0",""
"57095","0","3047659","","DOGWOOD STATE BANK","Raleigh","NC","27609","12/31/2021","5/18/2022","NM","5401 6 Forks Rd","","8","0","0","4","0","Wake","39580","Raleigh, NC","9/4/2001","9/4/2001","10/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.dogwoodstatebank.com","111513","83515","5927","77588","16719","11036","0","0","0","0","11036","0","243","","243","0","","","0","75604","43801","43801","0","27780","27780","0","4023","0","4023","42449","68821","111270","0","0","0","0",""
"32245","8043","961624","5218097","DOLLAR BANK, FEDERAL SAVINGS BANK","Pittsburgh","PA","15222","12/31/2021","5/18/2022","SA","340 4th Ave","DOLLAR MUTUAL BCORP","80","0","1","5","0","Allegheny","38300","Pittsburgh, PA","9/21/1984","9/21/1984","12/31/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","0","www.dollar.bank","2213942","1558090","0","1558090","342513","313339","30376","0","0","0","282963","0","0","","0","0","","","737009","1514482","1506689","1477018","29671","7793","7088","705","0","0","0","25736","2188206","2213941","0","0","0","0","0"
"11934","0","404653","5307638","DOMINION BANK","Dallas","TX","75252","12/31/2021","5/18/2022","NM","17304 Preston Rd.","DOMINION BANCSHARES INC","3","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","8/1/1911","1/1/1934","12/18/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.dominionbanking.com","1943","1943","0","1943","0","0","0","0","0","0","0","0","0","","0","0","","","0","1943","1835","1835","0","108","108","0","0","0","0","0","1943","1943","0","0","0","0",""
"57230","0","3049635","3049626","DOUGLAS NATIONAL BANK","Douglas","GA","31533","12/31/2021","5/18/2022","N","211 E. Ward St.","DNB FINANCIAL SERVICES INC","1","0","0","4","1","Coffee","","","11/19/2001","11/19/2001","7/26/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.dnbdouglas.com","29678","19212","0","19212","7749","2717","0","0","0","0","2717","0","0","","0","0","","","4600","13722","10433","10433","0","0","0","0","3289","0","3289","0","29678","29677","0","0","0","0",""
"58257","0","3428258","3958821","DR BANK","Darien","CT","6820","12/31/2021","5/18/2022","NM","1001 Post Rd","ALCAR INC","2","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","4/24/2006","4/24/2006","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","New York","Northeastern","Northeast","0","1","www.drbank.com","60738","0","0","0","0","60738","0","12499","22869","0","25370","0","0","","0","0","","","0","12499","0","0","0","0","0","0","12499","0","12499","0","60738","60738","0","0","0","0",""
"57336","0","3090833","3090842","DRAKE BANK","Saint Paul","MN","55107","12/31/2021","5/18/2022","NM","60 Plato Blvd, # 100","PLATO HOLDINGS INC","1","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/1/2002","5/1/2002","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.drake-bank.com","38702","36483","13010","23473","489","1730","0","0","0","0","1730","0","0","","0","0","","","4832","18041","18041","18041","0","0","0","0","0","0","0","0","38702","38702","0","0","0","0",""
"32737","12643","1436071","1493579","DRUMMOND COMMUNITY BANK","Chiefland","FL","32626","12/31/2021","5/18/2022","NM","1627 N. Young Blvd.","DRUMMOND BANKING CO","18","0","0","4","0","Levy","23540","Gainesville, FL","1/12/1990","1/12/1990","9/1/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.drummondbank.com","412387","270059","120452","149607","141259","1069","0","0","0","0","1069","0","0","","0","0","","","82418","0","0","0","0","0","0","0","0","0","0","5121","407266","412387","0","0","0","0","0"
"34331","0","2502825","","DSRM NATIONAL BANK","Albuquerque","NM","87109","12/31/2021","5/18/2022","N","5600 Wyoming Blvd, N.E, # 27","","1","0","0","7","0","Bernalillo","10740","Albuquerque, NM","10/1/1996","10/1/1996","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","0","","3121","1601","0","1601","334","1186","0","0","0","0","1186","0","0","","0","0","","","0","1","1","1","0","0","0","0","0","0","0","3121","0","3121","0","0","0","0",""
"10804","13759","823142","1099748","DU QUOIN STATE BANK","Du Quoin","IL","62832","12/31/2021","5/18/2022","SM","15 E Main St","PERRY COUNTY BCORP INC","3","0","0","7","1","Perry","","","4/17/1915","1/1/1934","8/1/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.duquoinstatebank.com","103823","12910","0","12910","86045","3665","0","0","0","0","3665","1203","0","","0","0","","","21895","46","0","0","0","46","46","0","0","0","0","0","103823","103824","0","0","0","0","0"
"15219","9365","642549","1206546","DUBUQUE BANK AND TRUST COMPANY","Dubuque","IA","52001","12/31/2021","5/18/2022","NM","1398 Central Ave.","HEARTLAND FINANCIAL USA INC","9","0","0","4","0","Dubuque","20220","Dubuque, IA","7/3/1935","7/3/1935","11/3/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.dubuquebank.com","889013","299701","0","299701","291018","295034","223067","62404","9563","0","0","0","3260","","3260","0","","","169583","552217","184007","184007","0","305806","82739","223067","62404","0","62404","25668","860085","885752","0","0","2503","0","0"
"10643","53307","397559","2332620","DUNDEE BANK","Omaha","NE","68132","12/31/2021","5/18/2022","NM","5015 Underwood Ave.","MACKEY BANCO INC","3","0","0","4","1","Douglas","36540","Omaha-Council Bluffs, NE-IA","2/5/1915","1/1/1934","12/17/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.dundeebanking.com","37424","22308","0","22308","15116","0","0","0","0","0","0","0","0","","0","0","","","1004","22308","22165","22165","0","143","143","0","0","0","0","1895","35529","37424","0","0","0","0",""
