cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"9137","0","313223","2582452","OSGOOD BANK","Osgood","OH","45351","12/31/2021","5/18/2022","NM","275 W Main St","OSB BCORP INC","5","0","0","4","0","Darke","","","1/1/1915","1/1/1934","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.osgoodbank.com","28056","669","3281","24106","64719","2250","4382","58087","6321","777","1589","3955","1176","638","174","364","96","13","26","57","299","83","46","170","52","18","19","15","38","31","5","2"
"13112","8907","38740","1207954","OWEN COUNTY STATE BANK","Spencer","IN","47460","12/31/2021","5/18/2022","NM","201 W. Morgan St.","OWEN FINANCIAL CORP","8","0","0","8","0","Owen","14020","Bloomington, IN","1/1/1934","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.ocsbank.com","30358","1510","7300","21548","10692","3478","3156","4058","1412","275","534","603","9","9","0","0","143","36","50","57","216","166","33","17","14","6","5","3","1","1","0","0"
"9672","16019","492810","1071735","OWINGSVILLE BANKING COMPANY","Owingsville","KY","40360","12/31/2021","5/18/2022","NM","49 W. Main St.","BATH COUNTY BANKING CO","3","0","0","2","0","Bath","","","5/10/1893","1/1/1934","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankobc.com; www.bankobc.net","2430","2430","0","0","1145","1145","0","0","23246","23246","0","0","1040","1040","0","0","51","51","0","0","77","77","0","0","308","308","0","0","86","86","0","0"
"9719","12402","448040","1249383","OXFORD BANK","Oxford","MI","48371","12/31/2021","5/18/2022","SM","60 S Washington St","OXFORD BANK CORP","9","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","6/4/1884","1/1/1934","3/26/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.oxfordbank.com","51002","252","4390","46360","46396","6246","10108","30042","220","75","145","0","94","0","94","0","154","6","31","117","385","188","93","104","3","2","1","0","1","0","1","0"
"57034","0","2938769","3260551","OXFORD UNIVERSITY BANK","Oxford","MS","38655","12/31/2021","5/18/2022","NM","1500 University Ave","LAFAYETTE BCORP INC","5","0","0","4","0","Lafayette","","","11/27/2000","11/27/2000","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","https://www.oubol.com","17809","776","2419","14614","19530","6094","5812","7624","1327","788","284","255","0","0","0","0","66","18","15","33","310","236","52","22","21","18","2","1","0","0","0","0"
"1654","14406","882952","","OZARK BANK","Ozark","MO","65721","12/31/2021","5/18/2022","NM","106-112 N. 2nd Ave.","","4","0","0","4","1","Christian","44180","Springfield, MO","9/25/1906","1/1/1934","11/2/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.ozarkbank.com","21244","659","3724","16861","5855","2421","1452","1982","5880","1612","2117","2151","747","747","0","0","91","14","27","50","118","98","15","5","61","35","18","8","38","38","0","0"
"28277","1283","1016174","","OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION","Farmington","MO","63640","12/31/2021","5/18/2022","SA","2 E. Columbia","","5","0","0","5","0","Saint Francois","","","1/1/1930","12/3/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.ozarksfederal.com","5464","244","1324","3896","0","0","0","0","0","0","0","0","0","0","0","0","32","6","14","12","0","0","0","0","0","0","0","0","0","0","0","0"
"3376","0","780263","3491869","OZONA BANK","Ozona","TX","76943","12/31/2021","5/18/2022","NM","503 11th St.","ONB BANCSHARES INC","7","0","0","7","1","Crockett","","","6/1/1905","1/1/1934","6/25/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.ozonabank.com","11385","163","1938","9284","11445","2802","2802","5841","256","0","256","0","1745","320","1063","362","42","4","14","24","186","142","25","19","2","0","2","0","23","13","9","1"
"58234","0","3546862","","PACIFIC ALLIANCE BANK","Rosemead","CA","91770","12/31/2021","5/18/2022","NM","8400 E. Valley Blvd.","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/27/2006","12/27/2006","12/11/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.pacificalliancebank.com","13742","0","95","13647","4061","358","667","3036","0","0","0","0","0","0","0","0","30","0","1","29","28","7","7","14","0","0","0","0","0","0","0","0"
"57463","0","3212402","3595084","PACIFIC CITY BANK","Los Angeles","CA","90010","12/31/2021","5/18/2022","NM","3701 Wilshire Blvd, # 900","PCB BCORP","13","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/18/2003","9/18/2003","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.paccitybank.com","154742","42","4225","150475","116202","8973","22704","84525","0","0","0","0","0","0","0","0","476","1","40","435","990","321","305","364","0","0","0","0","0","0","0","0"
"34252","0","2451240","2731586","PACIFIC COAST BANKERS' BANK","Walnut Creek","CA","94596","12/31/2021","5/18/2022","SM","1676 N California Blvd","PACIFIC COAST BANKERS BANCSHARES","1","0","0","9","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/2/1997","1/2/1997","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","http://pcbb.com","4876","0","0","4876","3498","0","0","3498","0","0","0","0","0","0","0","0","7","0","0","7","6","0","0","6","0","0","0","0","0","0","0","0"
"34585","0","2643595","2713685","PACIFIC CREST SAVINGS BANK","Lynnwood","WA","98037","12/31/2021","5/18/2022","SB","3500 188th St, S.W, # 575","PACIFIC CREST BCORP INC","1","0","0","4","1","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","1/2/1998","1/2/1998","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.paccrest.com/","14789","0","227","14562","0","0","0","0","0","0","0","0","0","0","0","0","31","0","3","28","0","0","0","0","0","0","0","0","0","0","0","0"
"58415","0","3490871","3490880","PACIFIC ENTERPRISE BANK","Irvine","CA","92614","12/31/2021","5/18/2022","SM","17748 Sky Park Circle","PACIFIC ENTERPRISE BCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/30/2007","4/30/2007","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","87480","283","3405","83792","122808","27456","38086","57266","0","0","0","0","0","0","0","0","221","7","22","192","1171","708","314","149","0","0","0","0","0","0","0","0"
"26299","10618","577137","","PACIFIC NATIONAL BANK","Miami","FL","33131","12/31/2021","5/18/2022","N","1390 Brickell Ave.","","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/22/1985","7/22/1985","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","www.pnb.com","21642","0","602","21040","4400","246","748","3406","16","0","16","0","0","0","0","0","43","0","4","39","21","7","5","9","1","0","1","0","0","0","0","0"
"32172","7946","431172","3489594","PACIFIC PREMIER BANK","Irvine","CA","92614","12/31/2021","5/18/2022","SM","17901 Von Karman Ave","PACIFIC PREMIER BCORP INC","66","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","8/5/1983","8/5/1983","6/1/2020","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.ppbi.com","652851","1242","34752","616857","462742","74505","73476","314761","2316","0","405","1911","2036","1038","318","680","1673","40","230","1403","4931","2945","751","1235","11","0","4","7","45","23","9","13"
"57740","0","3293540","","PACIFIC VALLEY BANK","Salinas","CA","93901","12/31/2021","5/18/2022","NM","422 Main St.","","4","0","0","4","0","Monterey","41500","Salinas, CA","9/14/2004","9/14/2004","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.pacificvalleybank.com","42527","228","4139","38160","14589","1545","3877","9167","4167","0","1556","2611","683","60","344","279","113","4","26","83","130","38","45","47","19","0","10","9","11","4","5","2"
"57872","0","3303944","","PACIFIC WEST BANK","West Linn","OR","97068","12/31/2021","5/18/2022","NM","2040 8th Ave.","","2","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","11/5/2004","11/5/2004","2/14/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.pacificwestbank.com","18429","91","2078","16260","29861","2712","6943","20206","0","0","0","0","122","0","122","0","55","2","14","39","228","87","71","70","0","0","0","0","1","0","1","0"
"24045","0","494261","2875332","PACIFIC WESTERN BANK","Beverly Hills","CA","90212","12/31/2021","5/18/2022","NM","9701 Wilshire Blvd.","PACWEST BCORP","77","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/26/1982","8/26/1982","7/1/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.pacwest.com","343787","1280","13364","329143","338637","37366","51523","249748","249","0","249","0","1102","695","105","302","796","44","95","657","3173","1787","565","821","1","0","1","0","27","24","2","1"
"17563","12235","277820","1076329","PALMETTO STATE BANK","Hampton","SC","29924","12/31/2021","5/18/2022","NM","601 1st St, W.","PALMETTO STATE BANKSHARES INC","8","0","0","7","0","Hampton","","","1/1/1907","12/28/1955","4/25/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.palmettostatebank.com","37159","2599","8034","26526","30119","10759","8800","10560","7218","1192","2320","3706","416","94","0","322","200","72","64","64","601","490","79","32","65","33","19","13","10","9","0","1"
"13990","0","90047","1201596","PALO SAVINGS BANK","Palo","IA","52324","12/31/2021","5/18/2022","NM","2801 Hollenbeck Rd.","BANKERS EQUITY CORP","1","0","0","2","1","Linn","16300","Cedar Rapids, IA","1/1/1908","3/3/1934","12/19/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.palosavingsbank.com","254","254","0","0","964","964","0","0","2856","2856","0","0","2912","2912","0","0","6","6","0","0","43","43","0","0","30","30","0","0","89","89","0","0"
"34108","0","2343167","3618545","PAN AMERICAN BANK & TRUST","Melrose Park","IL","60160","12/31/2021","5/18/2022","NM","1440 W. N. Ave.","AMERICAN BCORP OF ILLINOIS INC","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/22/1995","12/22/1995","9/16/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","WWW.PANAMERBANK.COM","33702","288","3160","30254","23826","5124","10242","8460","0","0","0","0","0","0","0","0","102","7","23","72","273","153","91","29","0","0","0","0","0","0","0","0"
"29676","3871","102874","","PAPER CITY SAVINGS ASSOCIATION","Wisconsin Rapids","WI","54494","12/31/2021","5/18/2022","SA","4200 8th St. S.","","3","0","0","4","0","Wood","","","1/1/1933","5/26/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.papercitysavings.com","6869","779","1308","4782","1621","228","178","1215","0","0","0","0","0","0","0","0","34","13","10","11","12","8","2","2","0","0","0","0","0","0","0","0"
"58030","0","3368635","4977342","PARADISE BANK","Boca Raton","FL","33431","12/31/2021","5/18/2022","SM","2420 N. Fedl Hwy","PARADISE BCORP INC","3","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/25/2005","7/25/2005","5/16/2016","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.ParadiseBank.com","11907","211","1020","10676","16085","678","3257","12150","0","0","0","0","0","0","0","0","61","5","11","45","135","34","44","57","0","0","0","0","0","0","0","0"
"57874","0","3288452","4645324","PARAGON BANK","Memphis","TN","38119","12/31/2021","5/18/2022","NM","5400 Poplar Ave","PARAGON FINL SOLUTIONS INC","8","0","1","4","0","Shelby","32820","Memphis, TN-MS-AR","1/19/2005","1/19/2005","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.bankparagon.com","22464","314","4524","17626","33620","4143","6149","23328","3972","0","576","3396","0","0","0","0","87","5","33","49","336","137","69","130","15","0","5","10","0","0","0","0"
"57884","0","3308574","5119363","PARAMOUNT BANK","Hazelwood","MO","63042","12/31/2021","5/18/2022","NM","90 Village Sq. Shpctr.","PARAMOUNT FINANCIAL GROUP LLC","1","0","0","8","0","Saint Louis","41180","St. Louis, MO-IL","12/30/2004","12/30/2004","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.paramountbank.com","3792","81","684","3027","2544","0","0","2544","0","0","0","0","0","0","0","0","12","1","5","6","6","0","0","6","0","0","0","0","0","0","0","0"
"13054","13185","518354","4281197","PARK BANK","Holmen","WI","54636","12/31/2021","5/18/2022","NM","1200 Main St.","GOLDEN OAK BANCSHARES INC","3","0","0","8","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","www.parkbank.bank","3319","383","908","2028","3024","723","766","1535","241","30","211","0","219","67","152","0","34","8","15","11","63","45","11","7","2","1","1","0","5","4","1","0"
"34038","0","2316714","2536857","PARK RIDGE COMMUNITY BANK","Park Ridge","IL","60068","12/31/2021","5/18/2022","NM","626 Talcott Rd.","COMMUNITY BANK CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/1995","7/3/1995","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.timetobank.com","14259","172","1706","12381","8205","863","593","6749","0","0","0","0","0","0","0","0","51","4","15","32","87","54","10","23","0","0","0","0","0","0","0","0"
"8851","0","716655","4792022","PARK STATE BANK","Duluth","MN","55806","12/31/2021","5/18/2022","NM","2630 W Superior St","PARK FINANCIAL GROUP INC","11","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","6/28/1916","1/1/1934","5/22/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.parkstatebank.com","54715","1816","10645","42254","49212","6646","10208","32358","0","0","0","0","0","0","0","0","253","49","91","113","655","460","97","98","0","0","0","0","0","0","0","0"
"19381","10599","480059","","PARK STATE BANK & TRUST","Woodland Park","CO","80863","12/31/2021","5/18/2022","NM","710 W Hwy 24","","1","0","0","4","1","Teller","17820","Colorado Springs, CO","3/1/1965","3/1/1965","6/5/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.psbtrust.com","15612","209","2130","13273","1874","248","503","1123","263","89","174","0","0","0","0","0","58","8","16","34","38","29","5","4","2","1","1","0","0","0","0","0"
"34888","0","2764212","3347292","PARKE BANK","Sewell","NJ","8080","12/31/2021","5/18/2022","NM","601 Delsea Dr.","PARKE BCORP INC","8","0","1","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/28/1999","1/28/1999","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.parkebank.com","105632","1023","17568","87041","20281","2443","8181","9657","0","0","0","0","0","0","0","0","372","14","138","220","152","64","52","36","0","0","0","0","0","0","0","0"
"58796","0","3688043","3694026","PARKSIDE FINANCIAL BANK & TRUST","Clayton","MO","63105","12/31/2021","5/18/2022","NM","8112 Maryland Ave, # 101","PARKSIDE FINANCIAL INC","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","4/23/2008","4/23/2008","4/23/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.pfbt.com","17663","125","358","17180","25779","878","1702","23199","0","0","0","0","0","0","0","0","50","2","5","43","153","31","27","95","0","0","0","0","0","0","0","0"
"19008","15641","1001639","1200692","PARKWAY BANK AND TRUST COMPANY","Harwood Heights","IL","60656","12/31/2021","5/18/2022","NM","4800 N. Harlem Ave.","PARKWAY BCORP INC","32","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/22/1964","1/22/1964","7/22/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.parkwaybank.com","86805","569","8039","78197","48028","4098","6275","37655","0","0","0","0","0","0","0","0","269","9","65","195","285","146","49","90","0","0","0","0","0","0","0","0"
