cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"8295","12745","955940","1143968","O'BANNON BANKING COMPANY","Buffalo","MO","65622","12/31/2021","5/18/2022","NM","1347 S. Ash St.","BUFFALO BANCSHARES INC","5","0","0","4","0","Dallas","44180","Springfield, MO","11/20/1905","1/1/1934","3/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.obannonbank.com","16218","953","4171","11094","12975","6509","3584","2882","25870","4530","11969","9371","11267","6422","3401","1444","82","24","29","29","386","339","36","11","233","114","89","30","401","359","36","6"
"35333","0","2857600","2857598","OAK BANK","Fitchburg","WI","53711","12/31/2021","5/18/2022","NM","5951 Mckee Rd.","OAK FINANCIAL INC","1","0","0","4","0","Dane","31540","Madison, WI","8/14/2000","8/14/2000","7/25/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","HTTP://WWW.OAKBANKONLINE.COM","45974","547","3381","42046","23273","5950","5028","12295","0","0","0","0","0","0","0","0","126","13","20","93","448","311","71","66","0","0","0","0","0","0","0","0"
"33457","15881","1864197","3726440","OAK VALLEY COMMUNITY BANK","Oakdale","CA","95361","12/31/2021","5/18/2022","SM","125 N. 3rd Ave.","OAK VALLEY BCORP","18","0","0","4","0","Stanislaus","33700","Modesto, CA","5/28/1991","5/28/1991","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","http://www.ovcb.com","102276","623","10681","90972","55674","4229","10588","40857","11050","106","2649","8295","5138","589","996","3553","302","15","79","208","432","180","111","141","47","2","18","27","54","18","14","22"
"58827","0","3816190","5619706","OAK VIEW NATIONAL BANK","Warrenton","VA","20186","12/31/2021","5/18/2022","N","128 Broadview Ave","OAK VIEW BANKSHARES INC","3","0","0","4","0","Fauquier","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","6/8/2009","6/8/2009","12/15/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","WWW.OAKVIEWBANK.COM","39600","779","5445","33376","30234","4527","6057","19650","713","100","0","613","139","139","0","0","139","16","39","84","334","224","47","63","4","1","0","3","7","7","0","0"
"11300","0","332345","","OAKDALE STATE BANK","Oakdale","IL","62268","12/31/2021","5/18/2022","NM","86 N Weigh St","","1","0","0","8","0","Washington","","","12/28/1920","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.oakdalestatebank.com","2364","2364","0","0","1293","1293","0","0","1973","1973","0","0","997","997","0","0","42","42","0","0","31","31","0","0","30","30","0","0","37","37","0","0"
"58115","0","3374412","3376452","OAKSTAR BANK","Springfield","MO","65807","12/31/2021","5/18/2022","SM","1020 E Battlefield St","OAKSTAR BANCSHARES INC","21","0","1","4","0","Greene","44180","Springfield, MO","10/24/2005","10/24/2005","5/1/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","WWW.OAKSTARBANK.COM","97404","3976","17008","76420","68490","13498","13567","41425","46489","9554","19503","17432","19542","8760","6200","4582","410","92","119","199","961","629","151","181","419","210","144","65","513","438","58","17"
"10334","0","960560","5008971","OAKWOOD BANK","Dallas","TX","75225","12/31/2021","5/18/2022","NM","8411 Preston Rd. Suite 106","OAKWOOD BANCSHARES INC","5","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/1/1900","1/1/1934","1/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.oakwoodbank.com","10446","270","811","9365","38575","3903","10021","24651","694","405","58","231","1866","1190","355","321","27","5","6","16","215","76","69","70","9","7","1","1","48","38","7","3"
"13030","0","37051","5280133","OAKWOOD BANK","Pigeon Falls","WI","54760","12/31/2021","5/18/2022","NM","40214 S Ekern Ave.","PF INVESTORS INC","4","0","1","2","1","Trempealeau","","","4/6/1920","1/1/1934","4/4/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.oakwoodbank.net","8769","482","2220","6067","8805","1254","1024","6527","10224","783","4160","5281","8994","1742","3676","3576","44","15","14","15","87","58","13","16","67","18","31","18","112","68","30","14"
"58783","0","3720608","4503910","OAKWORTH CAPITAL BANK","Birmingham","AL","35209","12/31/2021","5/18/2022","NM","850 Shades Creek Pkwy.","OAKWORTH CAPITAL INC","3","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","3/31/2008","3/31/2008","1/29/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.oakworth.com","43135","640","3108","39387","84489","8613","12506","63370","0","0","0","0","0","0","0","0","114","9","20","85","474","169","108","197","0","0","0","0","0","0","0","0"
"24156","0","663834","1136661","OCEAN BANK","Miami","FL","33126","12/31/2021","5/18/2022","NM","780 N.W. 42nd Ave.","OCEAN BANKSHARES INC","22","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12/9/1982","12/9/1982","1/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.oceanbank.com","158640","2114","18958","137568","87663","18870","22611","46182","424","142","0","282","0","0","0","0","445","41","129","275","885","556","182","147","3","2","0","1","0","0","0","0"
"28359","1437","85472","2609975","OCEANFIRST BANK, NATIONAL ASSOCIATION","Toms River","NJ","8753","12/31/2021","5/18/2022","N","975 Hooper Ave.","OCEANFIRST FINANCIAL CORP","53","0","1","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1902","3/14/1938","12/3/2021","Stock","0","1","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.oceanfirst.com","446533","16540","47096","382897","106171","15035","22007","69129","0","0","0","0","0","0","0","0","1627","190","425","1012","1045","478","226","341","0","0","0","0","0","0","0","0"
"30111","4769","853671","4234054","OCONEE FEDERAL SAVINGS AND LOAN ASSOCIATION","Seneca","SC","29678","12/31/2021","5/18/2022","SA","115 E. N. 2nd St.","OCONEE FEDERAL MHC","8","0","1","5","0","Oconee","","","2/14/1924","9/26/1940","12/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.oconeefederal.com","12880","466","2161","10253","3663","534","612","2517","782","68","0","714","0","0","0","0","56","11","17","28","24","11","6","7","3","1","0","2","0","0","0","0"
"18143","11902","573036","2729499","OCONEE STATE BANK","Watkinsville","GA","30677","12/31/2021","5/18/2022","NM","35 N. Main St.","OCONEE FINANCIAL CORP","6","0","0","4","0","Oconee","12020","Athens-Clarke County, GA","2/1/1960","2/1/1960","8/1/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.oconeestatebank.com","59034","1300","8156","49578","10595","400","4215","5980","473","173","300","0","17","17","0","0","357","71","104","182","416","73","240","103","5","3","2","0","1","1","0","0"
"14574","0","876157","3072594","ODIN STATE BANK","Odin","MN","56160","12/31/2021","5/18/2022","NM","101 E. Main St.","ODIN BANCSHARES INC","1","0","0","2","1","Watonwan","","","6/9/1904","3/28/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.odinstatebank.com","579","462","117","0","4966","2894","1014","1058","7225","465","3329","3431","6927","1728","2082","3117","13","12","1","0","164","152","10","2","51","12","23","16","118","73","30","15"
"59144","0","5312593","","OHIO STATE BANK","Bexley","OH","43209","12/31/2021","5/18/2022","NM","2106 E. Main St.","","2","0","0","4","0","Franklin","18140","Columbus, OH","4/22/2019","4/22/2019","8/17/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankatosb.com","25714","0","1459","24255","3765","347","1205","2213","0","0","0","0","0","0","0","0","49","0","8","41","32","14","11","7","0","0","0","0","0","0","0","0"
"10111","13556","761543","1200311","OHNWARD BANK & TRUST","Cascade","IA","52033","12/31/2021","5/18/2022","NM","332 1st Ave. W.","OHNWARD BANCSHARES INC","6","0","0","2","0","Dubuque","20220","Dubuque, IA","2/28/1903","1/1/1934","10/23/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.ohnwardbank.bank","51586","1850","5375","44361","46407","5753","5372","35282","41801","1655","7929","32217","37856","7388","10602","19866","214","71","60","83","1596","1329","124","143","310","73","101","136","1317","880","287","150"
"4067","14509","159953","1065613","OKLAHOMA BANK AND TRUST COMPANY","Clinton","OK","73601","12/31/2021","5/18/2022","NM","600 Gary Blvd.","OKLAHOMA BCORP INC","4","0","0","2","1","Custer","","","3/2/1908","1/1/1934","5/13/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.oklabank.com","5606","598","2051","2957","4762","1848","1818","1096","9856","1316","4396","4144","10001","3737","3941","2323","43","14","20","9","104","81","18","5","81","28","37","16","208","163","36","9"
"18856","53452","284154","2411619","OKLAHOMA CAPITAL BANK","Tulsa","OK","74136","12/31/2021","5/18/2022","SM","8080 S. Yale Ave","SOONER SW BANKSHARES INC","3","0","0","4","0","Tulsa","46140","Tulsa, OK","8/10/1963","8/10/1963","7/27/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.oklahomacapitalbank.com","8080","676","850","6554","11426","2915","2279","6232","203","39","82","82","9","9","0","0","26","7","4","15","354","300","29","25","3","1","1","1","1","1","0","0"
"22855","53410","709956","","OKLAHOMA HERITAGE BANK","Roff","OK","74865","12/31/2021","5/18/2022","NM","515 S. Hickory","","4","0","0","4","0","Pontotoc","","","5/7/1979","5/7/1979","5/17/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.okheritage.com","8067","1403","3833","2831","9459","6553","2071","835","2924","432","1870","622","2171","1303","469","399","72","36","29","7","290","266","20","4","29","11","16","2","82","76","5","1"
"13416","0","324256","1065864","OKLAHOMA STATE BANK","Buffalo","OK","73834","12/31/2021","5/18/2022","NM","122 S. Hoy St","BUFFALO BANCSHARES INC","2","0","0","2","1","Harper","","","2/10/1930","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.osbbuffalo.com","3291","3291","0","0","3290","3290","0","0","2355","2355","0","0","19697","19697","0","0","59","59","0","0","85","85","0","0","26","26","0","0","211","211","0","0"
"5994","0","905356","2725660","OKLAHOMA STATE BANK","Guthrie","OK","73044","12/31/2021","5/18/2022","NM","2610 S. Division Ave.","TOWN&COUNTRY BANCSHARES INC","6","0","0","4","0","Logan","36420","Oklahoma City, OK","1/1/1909","1/1/1934","2/13/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.osbbank.com","20216","1168","2955","16093","12706","1262","1283","10161","3593","436","862","2295","261","20","241","0","84","22","21","41","92","52","14","26","25","10","9","6","4","3","1","0"
"58504","0","3610718","","OLD DOMINION NATIONAL BANK","North Garden","VA","22959","12/31/2021","5/18/2022","N","4916 Plank Rd, # 216","","4","0","1","4","0","Albemarle","16820","Charlottesville, VA","7/23/2007","7/23/2007","6/20/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","https://www.odnbonline.com","29112","146","286","28680","67174","2942","9374","54858","195","35","160","0","0","0","0","0","54","2","2","50","255","69","65","121","2","1","1","0","0","0","0","0"
"35303","0","2839053","2839044","OLD MISSION BANK","Sault Sainte Mar","MI","49783","12/31/2021","5/18/2022","NM","2701 1-75 Business Spur","OLD MISSION BCORP INC","2","0","0","7","0","Chippewa","","","2/7/2000","2/7/2000","12/31/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","www.oldmissionbank.com","13496","2392","5321","5783","6820","3288","2370","1162","122","122","0","0","34","34","0","0","112","66","33","13","129","112","14","3","4","4","0","0","1","1","0","0"
"8252","0","2785646","2816803","OLD MISSOURI BANK","Springfield","MO","65807","12/31/2021","5/18/2022","SM","3570 S. National","JAMESMARK BANCSHARES INC","7","0","0","2","0","Greene","44180","Springfield, MO","4/13/1883","1/1/1934","5/10/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.oldmissouribank.com","53247","2938","8267","42042","47945","14529","13320","20096","73760","14924","21914","36922","47241","17529","17693","12019","206","57","59","90","569","394","117","58","454","155","159","140","743","546","146","51"
"3832","15401","208244","1098303","OLD NATIONAL BANK","Evansville","IN","47708","12/31/2021","5/18/2022","N","1 Main St.","OLD NATIONAL BCORP","171","0","1","4","0","Vanderburgh","21780","Evansville, IN-KY","8/27/1907","1/1/1934","8/12/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","0","http://www.oldnational.com","743291","16811","102331","624149","698490","124576","148209","425705","62751","6458","23854","32439","47267","12635","14351","20281","2601","365","775","1461","8784","5533","1601","1650","504","166","207","131","768","521","154","93"
"58314","0","3404207","2260406","OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION","New Lenox","IL","60451","12/31/2021","5/18/2022","N","280 Veterans Pkwy","WINTRUST FINANCIAL CORP","15","0","1","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/16/2006","3/16/2006","4/17/2020","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.oldplanktrailbank.com","57033","874","8486","47673","298147","96639","66610","134898","117","0","0","117","0","0","0","0","186","16","69","101","12253","11089","710","454","1","0","0","1","0","0","0","0"
"3603","14165","936136","1206911","OLD SECOND NATIONAL BANK","Aurora","IL","60506","12/31/2021","5/18/2022","N","37 S River St","OLD SECOND BCORP INC","69","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/21/1887","1/1/1934","12/1/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.oldsecond.com","274083","4395","38367","231321","288866","24165","62005","202696","1505","38","238","1229","1423","34","744","645","904","110","264","530","2175","1038","493","644","8","1","3","4","21","8","9","4"
"28599","1925","550279","","OLYMPIA FEDERAL SAVINGS AND LOAN ASSOCIATION","Olympia","WA","98501","12/31/2021","5/18/2022","SB","421 Capitol Way S","","8","0","0","5","0","Thurston","36500","Olympia-Tumwater, WA","1/1/1906","12/7/1934","6/1/2021","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.olyfed.com","13574","48","1606","11920","2597","785","344","1468","0","0","0","0","0","0","0","0","43","3","13","27","40","30","5","5","0","0","0","0","0","0","0","0"
"8871","0","854548","","OMNIBANK","Bay Springs","MS","39422","12/31/2021","5/18/2022","NM","6a N 3rd St","","3","0","0","4","0","Jasper","","","1/1/1907","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.theomnibankonline.com","5509","198","815","4496","6081","1986","680","3415","1948","808","1140","0","45","45","0","0","24","6","7","11","114","95","11","8","28","19","9","0","3","3","0","0"
"34171","0","2391588","3153260","ONB BANK","Rochester","MN","55901","12/31/2021","5/18/2022","NM","975 34th Ave. Nw","OLMSTED HOLDING CORP","3","0","0","4","1","Olmsted","40340","Rochester, MN","5/9/1996","5/9/1996","5/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankonONB.com","15559","125","2709","12725","12249","2273","2793","7183","975","53","576","346","72","35","37","0","59","9","18","32","175","109","33","33","7","1","4","2","6","4","2","0"
"6078","0","95051","5536791","ONE AMERICAN BANK","Centerville","SD","57014","12/31/2021","5/18/2022","NM","549 Broadway","ONE AMERICAN FINANCIAL CORP","3","0","0","6","0","Turner","43620","Sioux Falls, SD","1/1/1883","1/1/1934","5/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.oneamericanbank.com","7621","238","652","6731","5018","936","1311","2771","2141","22","782","1337","2937","278","1231","1428","25","7","6","12","73","48","14","11","13","2","6","5","30","12","10","8"
"8432","10864","99536","1081613","ONE BANK OF TENNESSEE","Cookeville","TN","38501","12/31/2021","5/18/2022","NM","140 S Jefferson Ave","B P C CORP","21","0","0","4","1","Putnam","","","11/1/1901","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","onebanktn.com","119200","8286","25511","85403","40089","15607","14876","9606","8101","1718","2725","3658","158","158","0","0","741","251","247","243","1097","910","146","41","82","47","23","12","15","15","0","0"
"22334","14075","247140","1205473","ONE COMMUNITY BANK","Oregon","WI","53575","12/31/2021","5/18/2022","SM","733 N Main St","BOSSHARD FINANCIAL GROUP INC","11","0","0","4","0","Dane","31540","Madison, WI","9/15/1976","9/15/1976","9/18/2020","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.onecommunity.bank","129695","1846","14929","112920","51990","7855","9702","34433","1402","157","500","745","405","6","0","399","418","49","110","259","554","353","95","106","9","3","4","2","2","1","0","1"
"58811","18099","3807880","5450927","ONE FLORIDA BANK","Orlando","FL","32806","12/31/2021","5/18/2022","NM","1601 S Orange Ave","OFB BANCSHARES INC","5","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","10/29/2008","10/29/2008","6/11/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.onefloridabank.com","79373","612","4909","73852","134116","12946","48115","73055","2762","434","640","1688","2646","428","1044","1174","195","13","31","151","1109","382","448","279","23","12","7","4","30","15","10","5"
"57901","0","3296859","3311109","ONE WORLD BANK","Dallas","TX","75229","12/31/2021","5/18/2022","NM","2449 Walnut Hill Ln.","ONE WORLD HOLDING INC","2","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/4/2005","4/4/2005","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://oneworldbank.com","19365","78","1659","17628","12964","509","1616","10839","0","0","0","0","0","0","0","0","60","2","12","46","51","11","13","27","0","0","0","0","0","0","0","0"
"15813","14771","1015832","2037569","ONESOUTH BANK","Blakely","GA","39823","12/31/2021","5/18/2022","NM","12347 Columbia St.","ONE SOUTH FINANCIAL INC","3","0","0","4","1","Early","","","1/9/1939","4/28/1941","5/2/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.onesouthbank.com","15154","503","2906","11745","7117","2302","1537","3278","5905","761","1575","3569","2977","780","1183","1014","55","13","21","21","154","126","16","12","48","20","12","16","48","32","10","6"
"23966","9061","935308","","ONEUNITED BANK","Boston","MA","2110","12/31/2021","5/18/2022","NM","100 Franklin St","","5","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","8/2/1982","8/2/1982","8/17/2020","Stock","0","0","FDIC","DIF","New York","SAN FRANCISCO","Los Angeles (West)","Boston","Northeastern","Northeast","0","1","https://www.oneunited.com/","2457","66","149","2242","140","25","115","0","0","0","0","0","0","0","0","0","9","1","1","7","3","2","1","0","0","0","0","0","0","0","0","0"
"10380","13267","248745","2128944","OOSTBURG STATE BANK","Oostburg","WI","53070","12/31/2021","5/18/2022","NM","905 Ctr. Ave.","OOSTBURG BCORP INC","3","0","0","4","0","Sheboygan","43100","Sheboygan, WI","3/1/1908","1/1/1934","3/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.oostburgbank.com","30180","915","6366","22899","21918","2549","2603","16766","2804","109","647","2048","425","200","225","0","136","23","50","63","179","104","26","49","18","4","7","7","7","6","1","0"
"57944","0","3357219","4980409","OPEN BANK","Los Angeles","CA","90017","12/31/2021","5/18/2022","NM","1000 Wilshire Blvd, # 100","OP BCORP","10","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","6/10/2005","6/10/2005","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","https://myopenbank.com","104744","9","1620","103115","154075","13179","26841","114055","0","0","0","0","0","0","0","0","370","1","21","348","1185","486","292","407","0","0","0","0","0","0","0","0"
"30182","4902","685676","4126609","OPPORTUNITY BANK OF MONTANA","Helena","MT","59601","12/31/2021","5/18/2022","SM","1400 Prospect Ave.","EAGLE BCORP MONTANA INC","24","0","0","4","0","Lewis And Clark","","","1/1/1922","3/26/1942","1/1/2020","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.opportunitybank.com","138207","5482","23972","108753","51655","11863","10923","28869","23432","1477","7181","14774","27678","6058","10428","11192","558","118","178","262","843","633","115","95","222","43","99","80","468","280","118","70"
"35430","0","2953418","3251661","OPTIMUMBANK","Fort Lauderdale","FL","33308","12/31/2021","5/18/2022","NM","2929 E. Commercial Blvd,","OPTIMUMBANK HOLDINGS INC","3","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","11/1/2000","11/1/2000","6/1/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.optimumbank.com","19273","105","197","18971","9691","2821","1493","5377","0","0","0","0","0","0","0","0","37","2","2","33","106","83","12","11","0","0","0","0","0","0","0","0"
"57408","0","3202702","","OPTUM BANK, INC.","Draper","UT","84020","12/31/2021","5/18/2022","NM","12921 S Vista Station Blvd","","1","0","0","9","0","Salt Lake","41620","Salt Lake City, UT","7/21/2003","7/21/2003","1/25/2021","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","https://www.optumbank.com","977","0","0","977","7146","237","1704","5205","0","0","0","0","0","0","0","0","2","0","0","2","53","8","18","27","0","0","0","0","0","0","0","0"
"35241","0","2794732","3334489","OPTUS BANK","Columbia","SC","29201","12/31/2021","5/18/2022","NM","1545 Sumter St.","OPTUS FINANCIAL CORP","2","0","0","4","0","Richland","17900","Columbia, SC","3/26/1999","3/26/1999","4/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.optus.bank","15443","672","4460","10311","30902","9802","9499","11601","0","0","0","0","0","0","0","0","92","17","38","37","429","317","81","31","0","0","0","0","0","0","0","0"
"12944","14523","176101","3596009","ORANGE BANK & TRUST COMPANY","Middletown","NY","10940","12/31/2021","5/18/2022","SM","212 Dolson Ave","ORANGE COUNTY BCORP INC","15","0","0","4","0","Orange","39100","                                        39100","5/2/1892","1/1/1934","11/29/2017","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.orangebanktrust.com","102831","377","7090","95364","59337","9040","13147","37150","921","0","0","921","0","0","0","0","275","14","54","207","514","292","113","109","2","0","0","2","0","0","0","0"
"57373","0","3125557","3392881","OREGON COAST BANK","Newport","OR","97365","12/31/2021","5/18/2022","NM","909 Se Bay Blvd.","OREGON COAST BANCSHARES INC","6","0","0","2","1","Lincoln","","","7/8/2002","7/8/2002","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.oregoncoastbank.com","22724","443","5538","16743","15009","3663","4190","7156","1454","72","240","1142","19108","4818","7882","6408","93","10","39","44","201","143","41","17","8","2","2","4","213","118","68","27"
"23007","10782","160360","3152423","OREGON PACIFIC BANKING COMPANY DBA OREGON PACIFIC BANK","Florence","OR","97439","12/31/2021","5/18/2022","SM","1355 Hwy. 101","OREGON PACIFIC BCORP","6","0","0","4","0","Lane","21660","Eugene, OR","12/17/1979","12/17/1979","11/16/2017","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","https://www.opbc.com","214126","374","6945","206807","73971","4414","10391","59166","1653","0","163","1490","114","35","28","51","286","8","50","228","395","166","97","132","4","0","1","3","3","1","1","1"
"31469","7034","245276","2490575","ORIENTAL BANK","San Juan","PR","918","12/31/2021","5/18/2022","NM","254 Munoz Rivera Ave.","OFG BCORP","0","0","1","9","0","San Juan","41980","San Juan-Carolina-Caguas, PR","3/25/1965","3/25/1965","12/31/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","54","1","http://www.orientalbank.com","213252","11708","60964","140580","241412","75572","47008","118832","246","8","238","0","797","96","24","677","1355","281","591","483","6989","5333","505","1151","5","1","4","0","7","2","1","4"
"12614","12804","667757","1885307","ORIGIN BANK","Choudrant","LA","71227","12/31/2021","5/18/2022","SM","3921 Elm St.","ORIGIN BCORP INC","46","0","1","4","0","Lincoln","","","11/23/1912","1/1/1934","12/31/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","0","www.origin.bank","199534","4617","26430","168487","376468","62905","76922","236641","8195","662","2613","4920","1703","1015","290","398","694","102","193","399","3196","2022","558","616","58","18","23","17","48","41","6","1"
"713","10038","342410","1248153","ORRSTOWN BANK","Shippensburg","PA","17257","12/31/2021","5/18/2022","SM","77 E. King St.","ORRSTOWN FINL SERVICES INC","27","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","5/1/1919","1/1/1934","5/1/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.orrstown.com","122668","2149","16541","103978","118997","35855","26859","56283","7231","373","2166","4692","1195","606","232","357","449","48","139","262","2290","1918","198","174","50","8","20","22","26","22","3","1"
"27989","17997","725077","5009204","OSB COMMUNITY BANK","Ottawa","IL","61350","12/31/2021","5/18/2022","NM","925 La Salle St","OTTAWA BCORP INC","3","0","0","4","0","La Salle","","","1/1/1871","4/3/1935","9/27/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.ottawasavings.com","19304","999","4667","13638","12031","5597","2374","4060","3811","13","823","2975","2750","530","925","1295","107","27","40","40","265","217","30","18","17","2","5","10","28","16","7","5"
