cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,SZUCRES,SZUCHEL,SZUCCRCD,SZUCAUTO,SZUCCON,SZUCCI,SZUCOTH,UCSZRES,UCSZHEL,UCSZCRCD,UCSZAUTO,UCSZCON,UCSZCI,UCSZOTH
"2828","10482","244037","2848653","FRIEND BANK","Slocomb","AL","36375","12/31/2021","5/18/2022","NM","220 E. Lawrence Harris Hwy","SNB HOLDINGS INC","5","0","0","8","1","Geneva","20020","Dothan, AL","10/1/1905","1/1/1934","1/1/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.friendbank.net/","","","","","","","","","","","","","",""
"58218","0","3470930","5609453","FRIENDLY HILLS BANK","Whittier","CA","90603","12/31/2021","5/18/2022","SM","16011 E. Whittier Blvd.","FRIENDLY HILLS BCORP","3","0","0","7","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/18/2006","9/18/2006","9/24/2021","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.friendlyhillsbank.com","","","","","","","","","","","","","",""
"14730","10577","191355","1051979","FRONTIER BANK","Lamar","CO","81052","12/31/2021","5/18/2022","NM","200 S. Main","WHITCORP FINANCIAL CO","8","0","0","2","1","Prowers","","","8/25/1934","8/25/1934","10/1/2013","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.frontierbankco.com","","","","","","","","0","","","","","","0"
"15545","15948","33857","3316186","FRONTIER BANK","Omaha","NE","68154","12/31/2021","5/18/2022","NM","13333 California St","FRONTIER MANAGEMENT LLC","9","0","0","4","1","Douglas","36540","Omaha-Council Bluffs, NE-IA","10/6/1937","10/6/1937","11/2/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.frontbank.com","","","","","","","","0","","","","","","0"
"33922","12117","2218443","1827914","FRONTIER BANK","Sioux Falls","SD","57104","12/31/2021","5/18/2022","SA","101 S. Phillips Ave.","ROCK RIVERS BCORP","5","0","1","4","1","Minnehaha","43620","Sioux Falls, SD","6/24/1994","6/24/1994","10/23/2017","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Minneapolis","Western","West","0","1","www.frontierbank.com","","","","","","","","","","","","","",""
"58509","0","3472046","4721291","FRONTIER BANK OF TEXAS","Elgin","TX","78621","12/31/2021","5/18/2022","NM","1213 Hwy. 290","FRONTIER CMTY BANCSHARES INC","6","0","0","4","0","Bastrop","12420","Austin-Round Rock, TX","6/11/2007","6/11/2007","10/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","https://frontierbankoftexas.com","","","","","","","","","","","","","",""
"58743","0","3627109","","FRONTIER COMMUNITY BANK","Waynesboro","VA","22980","12/31/2021","5/18/2022","SM","400 Lew Dewitt Blvd","","2","0","0","4","0","Waynesboro City","44420","Staunton-Waynesboro, VA","2/6/2008","2/6/2008","7/22/2021","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.frontiercommunitybank.com","","","","","","","","","","","","","",""
"21978","9994","632858","","FRONTIER STATE BANK","Oklahoma City","OK","73129","12/31/2021","5/18/2022","NM","5100 S. I-35 Service Rd.","","1","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","4/14/1975","4/14/1975","4/22/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.frontier-ok.com","","","","","","","","0","","","","","","0"
"5510","15825","682563","1102367","FROST BANK","San Antonio","TX","78205","12/31/2021","5/18/2022","SM","111 W. Houston St.","CULLEN FROST BANKERS INC","170","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","2/20/1899","1/1/1934","7/1/2019","Stock","0","1","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","http://www.frostbank.com","","","","","","","","0","","","","","","0"
"26519","0","943853","","FROST STATE BANK","Frost","MN","56033","12/31/2021","5/18/2022","NM","205 Main St","","1","0","0","2","0","Faribault","","","12/20/1985","12/20/1985","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","froststatebank.com","","","","","","","","","","","","","",""
"16416","52377","125154","4208961","FSNB, NATIONAL ASSOCIATION","Lawton","OK","73501","12/31/2021","5/18/2022","N","1420 S.W. Lee Blvd","JRMB II INC","84","0","1","7","1","Comanche","30020","Lawton, OK","7/1/1946","7/1/1946","7/24/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fsnb.com","","","","","","","","0","","","","","","0"
"7551","9396","474919","1117129","FULTON BANK, NATIONAL ASSOCIATION","Lancaster","PA","17604","12/31/2021","5/18/2022","N","One Penn Sq, P.O. Box 4887","FULTON FINANCIAL CORP","211","0","1","4","0","Lancaster","29540","Lancaster, PA","1/1/1882","1/1/1934","9/14/2019","Stock","0","1","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","www.fultonbank.com","","","","","","","","0","","","","","","0"
"15966","13348","900502","","FULTON SAVINGS BANK","Fulton","NY","13069","12/31/2021","5/18/2022","SB","75 S. 1st St.","","6","0","0","7","0","Oswego","45060","Syracuse, NY","1/1/1871","7/1/1943","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.fultonsavings.com","","","","","","","","","","","","","",""
"15899","14147","9955","1062425","FUSION BANK","Larned","KS","67550","12/31/2021","5/18/2022","SM","116 W 6th St","FIRST STATE FINANCIAL CORP","3","0","0","4","1","Pawnee","","","1/1/1896","6/26/1942","2/22/2021","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.fusion.bank","","","","","","","","","","","","","",""
"58696","0","3614976","4875907","FVCBANK","Fairfax","VA","22030","12/31/2021","5/18/2022","SM","11325 Random Hills Rd.","FVCBANKCORP INC","9","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/27/2007","11/27/2007","10/13/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","https://www.fvcbank.com","","","","","","","","","","","","","",""
"59195","0","5435988","5435979","FWBANK","Chicago","IL","60642","12/31/2021","5/18/2022","NM","1308 N Elston Ave","FWB FINANCIAL INC","1","0","0","7","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/12/2021","7/12/2021","7/12/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstwomens.bank","","","","","","","","","","","","","",""
"999","10335","540542","2004039","G. W. JONES EXCHANGE BANK","Marcellus","MI","49067","12/31/2021","5/18/2022","SM","119-21 W. Main St.","JONES BCORP INC","4","0","0","7","0","Cass","43780","South Bend-Mishawaka, IN-MI","5/28/1877","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.gwjonesbank.com","","","","","","","","","","","","","",""
"32307","8123","24378","","GALION BUILDING AND LOAN BANK","Galion","OH","44833","12/31/2021","5/18/2022","NM","135 S. Market St.","","2","0","0","5","0","Crawford","","","2/13/1884","4/17/1985","1/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.gblbank.com","","","","","","","","","","","","","",""
"19687","13038","987651","1139756","GARDEN PLAIN STATE BANK","Wichita","KS","67209","12/31/2021","5/18/2022","NM","10526 W. Maple St.","GARDEN PLAIN BANCSHARES INC","2","0","0","7","0","Sedgwick","48620","Wichita, KS","12/21/1966","3/17/1967","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.gpsbank.com","","","","","","","","","","","","","",""
"18164","0","608358","1842551","GARFIELD COUNTY BANK","Jordan","MT","59337","12/31/2021","5/18/2022","NM","444 Main St.","GARFIELD COUNTY BANCSHARES INC","2","0","0","2","0","Garfield","","","3/14/1960","3/14/1960","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.garfieldcountybank.com","","","","","","","","","","","","","",""
"15306","0","808653","1126523","GARRISON STATE BANK AND TRUST","Garrison","ND","58540","12/31/2021","5/18/2022","NM","102 N. Main St.","MCLEAN BANK HOLDING CO","2","0","0","2","0","Mclean","","","11/2/1935","11/19/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://www.trucommunity.bank","","","","","","","","","","","","","",""
"27774","257","657271","","GATE CITY BANK","Fargo","ND","58102","12/31/2021","5/18/2022","SA","500 2nd Ave. N.","","44","0","1","6","0","Cass","22020","Fargo, ND-MN","1/1/1923","7/12/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.gatecity.bank","","","","","","","","0","","","","","","0"
"10306","13807","136459","1135374","GATES BANKING AND TRUST COMPANY","Gates","TN","38037","12/31/2021","5/18/2022","SM","Wardlaw &3rd St.","SECURITY BCORP OF TN INC","1","0","0","2","0","Lauderdale","","","9/1/1904","1/1/1934","11/16/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.gatesbank.com","","","","","","","","","","","","","",""
"57644","0","3223417","3223396","GATEWAY BANK","Mendota Heights","MN","55118","12/31/2021","5/18/2022","NM","745 Market St.","GATEWAY BCORP INC","2","0","0","4","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/20/2004","1/20/2004","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.gateway.bank","","","","","","","","0","","","","","","0"
"8730","0","733540","4512378","GATEWAY BANK","Rison","AR","71665","12/31/2021","5/18/2022","SM","112 Main St.","SIGMA HOLDINGS INC","2","0","0","4","1","Cleveland","38220","Pine Bluff, AR","1/1/1932","1/1/1934","9/22/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.gatewaybank.bank","","","","","","","","","","","","","",""
"33103","8857","1493319","","GATEWAY BANK, F.S.B.","Oakland","CA","94607","12/31/2021","5/18/2022","SA","360 8th St.","","1","0","0","8","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","6/8/1990","6/8/1990","2/23/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.gatewayfsb.com","","","","","","","","","","","","","",""
"58678","0","3667132","","GATEWAY COMMERCIAL BANK","Mesa","AZ","85212","12/31/2021","5/18/2022","NM","6860 E. Warner Rd.","","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","12/3/2007","12/3/2007","8/12/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","www.gcbaz.com","","","","","","","","0","","","","","","0"
"15118","16041","3851427","5610860","GATEWAY FIRST BANK","Jenks","OK","74037","12/31/2021","5/18/2022","NM","244 S. Gateway Pl.","GATEWAY FIRST BCORP INC","15","0","1","5","0","Tulsa","46140","Tulsa, OK","3/2/1935","5/3/1935","1/6/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.gatewayfirst.com","","","","","","","","0","","","","","","0"
"22366","0","972769","2017673","GBC INTERNATIONAL BANK","Los Angeles","CA","90071","12/31/2021","5/18/2022","NM","333 S Grand Ave, # 3500","GBC HOLDINGS INC","8","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/15/1976","11/15/1976","1/4/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.gbcib.com","","","","","","","","","","","","","",""
"30397","5278","451273","","GEDDES FEDERAL SAVINGS AND LOAN ASSOCIATION","Syracuse","NY","13219","12/31/2021","5/18/2022","SA","2208 W. Genesee St","","1","0","0","5","0","Onondaga","45060","Syracuse, NY","1/1/1948","3/30/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.geddesfederal.com","","","","","","","","0","","","","","","0"
"14096","0","1016558","4195285","GENERATIONS BANK","Exeter","NE","68351","12/31/2021","5/18/2022","NM","139 S. Exeter Ave.","GLAASS FINANCIAL LLC","1","0","0","2","0","Fillmore","","","1/1/1934","3/21/1934","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","https://www.connectfnb.com","","","","","","","","","","","","","",""
"16040","18024","442011","2912442","GENERATIONS BANK","Seneca Falls","NY","13148","12/31/2021","5/18/2022","SA","19 Cayuga St.","GENERATIONS BCORP NY INC","9","0","0","6","0","Seneca","","","5/21/1870","7/1/1943","9/29/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.mygenbank.com","","","","","","","","","","","","","",""
"88","10660","329345","2352196","GENERATIONS BANK","Rogers","AR","72758","12/31/2021","5/18/2022","NM","3710 W Southern Hills Blvd","HARRELL BANCSHARES INC","11","0","0","4","0","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","10/8/1907","1/1/1934","1/7/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.mygenerations.bank","","","","","","","","","","","","","",""
"59149","0","5336928","2912442","GENERATIONS COMMERCIAL BANK","Seneca Falls","NY","13148","12/31/2021","5/18/2022","NM","19 Cayuga St.","GENERATIONS BCORP NY INC","1","0","0","7","0","Seneca","","","12/31/2018","12/31/2018","12/31/2018","Stock","16040","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.mygenbank.com","","","","","","","","","","","","","",""
"26333","0","852704","3644722","GENESEE REGIONAL BANK","Rochester","NY","14618","12/31/2021","5/18/2022","NM","1850 S. Winton Rd","GREATER ROCHESTER BCORP INC","3","0","0","4","0","Monroe","40380","Rochester, NY","8/12/1985","8/12/1985","5/19/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.grbbank.com","","","","","","","","","","","","","",""
"15817","0","659640","5450178","GENESIS BANK","Benoit","MS","38725","12/31/2021","5/18/2022","NM","28-30 Main St.","GENESIS BCORP INC","1","0","0","7","0","Bolivar","","","1/1/1904","5/6/1941","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","","","","","","","","","","","","","","",""
"59245","0","5620869","","GENESIS BANK","Newport Beach","CA","92660","12/31/2021","5/18/2022","NM","4675 Macarthur Court, # 1600","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","8/2/2021","8/2/2021","8/2/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.mygenesisbank.com","","","","","","","","","","","","","",""
"5408","0","2750","","GENOA COMMUNITY BANK","Genoa","NE","68640","12/31/2021","5/18/2022","NM","Willard Ave. &oak St.","","1","0","0","2","1","Nance","","","1/1/1903","1/1/1934","6/30/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.genoacb.com","","","","","","","","","","","","","",""
"58806","0","3720336","5306583","GENUBANK","Las Vegas","NV","89147","12/31/2021","5/18/2022","NM","4730 S. Fort Apache Rd, # 18","JBNV HOLDING CORP","2","0","0","4","1","Clark","29820","Las Vegas-Henderson-Paradise, NV","6/2/2008","6/2/2008","7/1/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","www.genubank.com","","","","","","","","","","","","","",""
"57071","0","3016347","3016338","GEORGIA BANKING COMPANY","Atlanta","GA","30309","12/31/2021","5/18/2022","NM","1776 Peachtree St Nw","GEORGIA BANKING CO INC","4","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/1/2001","11/1/2001","12/3/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.georgiabanking.com","","","","","","","","0","","","","","","0"
"35320","0","2823221","1245581","GEORGIA COMMUNITY BANK","Dawson","GA","39842","12/31/2021","5/18/2022","NM","250 E. Lee St.","GEORGIA COMMUNITY BCORP INC","8","0","0","8","1","Terrell","10500","Albany, GA","8/31/1999","8/31/1999","12/9/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.gcb.bank","","","","","","","","","","","","","",""
"58523","0","3646397","5559138","GEORGIA PRIMARY BANK","Atlanta","GA","30342","12/31/2021","5/18/2022","NM","3880 Roswell Rd, Ne","PRIMARY BANCSHARES CORP","2","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/22/2007","10/22/2007","2/25/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.georgiaprimarybank.com","","","","","","","","","","","","","",""
"17393","9936","37640","1098620","GERMAN AMERICAN BANK","Jasper","IN","47546","12/31/2021","5/18/2022","NM","711 Main St.","GERMAN AMERICAN BCORP INC","63","0","1","4","0","Dubois","","","11/10/1910","1/18/1955","9/24/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","http://www.germanamerican.com","","","","","","","","0","","","","","","0"
"5749","15373","556936","1137453","GERMAN-AMERICAN STATE BANK","German Valley","IL","61039","12/31/2021","5/18/2022","NM","100 Church St.","FORESIGHT FINANCIAL GROUP INC","4","0","0","2","0","Stephenson","","","1/6/1907","1/1/1934","7/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.germanamericanstatebank.com","","","","","","","","0","","","","","","0"
"12113","12626","830748","1098741","GERMANTOWN TRUST & SAVINGS BANK","Breese","IL","62230","12/31/2021","5/18/2022","NM","205 Germantown Rd","GERMANTOWN BANC CORP","4","0","0","2","1","Clinton","41180","St. Louis, MO-IL","2/6/1906","1/1/1934","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.gtsb.com","","","","","","","","","","","","","",""
"16689","0","734350","1136102","GIBSLAND BANK & TRUST COMPANY","Gibsland","LA","71028","12/31/2021","5/18/2022","NM","1246 S 3rd St","GIBSLAND BANCSHARES INC","11","0","0","4","0","Bienville","","","4/15/1948","4/15/1948","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","gbt.bank","","","","","","","","","","","","","",""
"3219","0","323651","2839969","GILMER NATIONAL BANK, GILMER, TEXAS","Gilmer","TX","75644","12/31/2021","5/18/2022","N","713 Us Hwy. 271 N.","GILMER NATIONAL BANCSHARES INC","1","0","0","4","0","Upshur","30980","Longview, TX","5/1/1901","1/1/1934","4/7/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.gnbgilmer.com","","","","","","","","","","","","","",""
"30788","5918","2634191","2003975","GLACIER BANK","Kalispell","MT","59901","12/31/2021","5/18/2022","NM","49 Commons Loop","GLACIER BCORP INC","208","0","1","4","0","Flathead","","","7/15/1955","7/15/1955","10/1/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","0","www.glacierbank.com","","","","","","","","0","","","","","","0"
"8492","16050","617538","1095058","GLASFORD STATE BANK","Glasford","IL","61533","12/31/2021","5/18/2022","NM","305 E. Main St.","BACKLUND INVESTMENT CO","2","0","0","7","1","Peoria","37900","Peoria, IL","9/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.glasfordbank.com","","","","","","","","","","","","","",""
"9244","0","439132","3348897","GLENNVILLE BANK","Glennville","GA","30427","12/31/2021","5/18/2022","NM","102 E Barnard St","GB BANK GROUP INC","7","0","0","8","0","Tattnall","","","1/18/1905","1/1/1934","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.glennvillebank.com","","","","","","","","0","","","","","","0"
"7074","10436","866000","1048812","GLENS FALLS NATIONAL BANK AND TRUST COMPANY","Glens Falls","NY","12801","12/31/2021","5/18/2022","N","250 Glen St.","ARROW FINANCIAL CORP","27","0","0","9","0","Warren","24020","Glens Falls, NY","1/1/1851","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.gfnational.com","","","","","","","","0","","","","","","0"
"956","16057","566243","1204421","GLENWOOD STATE BANK","Glenwood","IA","51534","12/31/2021","5/18/2022","SM","32 N. Walnut St.","GLENWOOD BCORP","4","0","0","7","0","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1899","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","https://www.glenwoodstatebank.com","","","","","","","","","","","","","",""
"8853","0","975854","","GLENWOOD STATE BANK (INCORPORATED)","Glenwood","MN","56334","12/31/2021","5/18/2022","NM","5 E. Minnesota St.","","3","0","0","4","1","Pope","","","5/9/1907","1/1/1934","7/10/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.glenwoodstate.com","","","","","","","","","","","","","",""
"58263","0","3561771","","GLOBAL BANK","New York","NY","10038","12/31/2021","5/18/2022","NM","8 Catherine St.","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/12/2007","3/12/2007","1/9/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.globalbankny.com","","","","","","","","","","","","","",""
"5175","0","1015458","5610936","GLOBAL INNOVATIONS BANK","Kiester","MN","56051","12/31/2021","5/18/2022","NM","101 N Main St","GLOBAL INNOVATIONS HOLDINGS","1","0","0","2","0","Faribault","","","1/1/1889","1/1/1934","9/21/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.gibank.com","","","","","","","","","","","","","",""
"29399","3395","250476","","GN BANK","Chicago","IL","60653","12/31/2021","5/18/2022","SA","4619 S Martin L King Dr.","","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1934","3/30/1935","5/31/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.gnbank.net","","","","","","","","","","","","","",""
"14079","10194","724744","1205950","GNB BANK","Grundy Center","IA","50638","12/31/2021","5/18/2022","SM","529 G Ave","GNB BCORP","11","0","0","2","1","Grundy","47940","Waterloo-Cedar Falls, IA","3/16/1934","3/16/1934","7/10/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.gnbbank.com","","","","","","","","","","","","","",""
"4673","0","928056","1064915","GNBANK, NATIONAL ASSOCIATION","Girard","KS","66743","12/31/2021","5/18/2022","N","100 E. Forest Ave.","GN BANKSHARES INC","16","0","1","2","0","Crawford","","","7/1/1929","1/1/1934","4/2/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.gn-bank.com","","","","","","","","","","","","","",""
"57192","0","3025929","3025910","GOGEBIC RANGE BANK","Ironwood","MI","49938","12/31/2021","5/18/2022","NM","155 E. Cloverland Dr.","WEST END FINANCIAL CORP","4","0","0","4","0","Gogebic","","","5/20/2002","5/20/2002","4/22/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://gogebicrangebank.com","","","","","","","","","","","","","",""
"58556","0","3593307","3593295","GOLD COAST BANK","Chicago","IL","60610","12/31/2021","5/18/2022","NM","1165 N. Clark St. Suite 200","GC BCORP INC","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/4/2007","6/4/2007","6/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.goldcoastbank.net","","","","","","","","","","","","","",""
"26223","0","536059","","GOLDEN BANK, NATIONAL ASSOCIATION","Houston","TX","77036","12/31/2021","5/18/2022","N","9315 Bellaire Blvd.","","9","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/3/1985","5/3/1985","1/29/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.goldenbank-na.com","","","","","","","","0","","","","","","0"
"28735","2253","148171","3835230","GOLDEN BELT BANK, FSA","Hays","KS","67601","12/31/2021","5/18/2022","SA","1100 E 27th St","MID-AMERICA FINANCIAL CORP","3","0","1","8","1","Ellis","","","1/1/1920","7/22/1936","6/17/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.goldenbeltbank.com","","","","","","","","","","","","","",""
"26881","13877","962966","2930419","GOLDEN PACIFIC BANK, NATIONAL ASSOCIATION","Sacramento","CA","95814","12/31/2021","5/18/2022","N","1409 28th St","GOLDEN PACIFIC BCORP INC","4","0","0","4","0","Sacramento","40900","Sacramento-Roseville-Arden-Arcade, CA","12/29/1986","12/29/1986","6/24/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.sofi.com","","","","","","","","","","","","","",""
"57585","0","3224375","4725589","GOLDEN STATE BANK","Glendale","CA","91203","12/31/2021","5/18/2022","NM","500 N. Brand Blvd. Suite 230","GOLDEN STATE BCORP","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/1/2003","12/1/2003","6/27/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.goldenstatebank.com","","","","","","","","","","","","","",""
"58278","0","3440803","5475890","GOLDEN VALLEY BANK","Chico","CA","95926","12/31/2021","5/18/2022","NM","190 Cohasset Rd, # 170","GOLDEN VALLEY BANCSHARES INC","2","0","0","4","0","Butte","17020","Chico, CA","4/24/2006","4/24/2006","10/23/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.goldenvalley.bank","","","","","","","","","","","","","",""
