cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"28103","904","658474","","COLLINSVILLE BUILDING AND LOAN ASSOCIATION","Collinsville","IL","62234","12/31/2021","5/18/2022","SA","701 Belt Line Rd","","2","0","0","5","0","Madison","41180","St. Louis, MO-IL","1/1/1885","1/15/1941","8/1/2021","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.collinsvillebuildingandloan.com","95824","0","40","374","1767","37175","55937","14","0","11","0","182","324"
"28481","1673","117074","","COLONIAL FEDERAL SAVINGS BANK","Quincy","MA","2170","12/31/2021","5/18/2022","SA","15 Beach St","","4","0","0","8","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","7/7/1937","5/1/2021","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","colonialfed.com","174705","384","1095","180","1732","34922","100395","87","1106","1751","2462","6647","23944"
"31361","6809","339072","4264789","COLONIAL SAVINGS, F.A.","Fort Worth","TX","76102","12/31/2021","5/18/2022","SA","2626c W. Fwy.","JED TRUST THE","9","0","0","5","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1962","6/10/1963","7/21/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.gocolonial.com","713108","2674","9456","23742","17351","117225","346235","42508","25647","9611","19155","34481","693"
"22257","0","491934","1085170","COLONY BANK","Fitzgerald","GA","31750","12/31/2021","5/18/2022","NM","302 S Main St","COLONY BANKCORP INC","32","0","0","4","0","Ben Hill","","","4/15/1976","4/15/1976","8/1/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","colony.bank","1377563","14087","23117","51700","26789","53226","32663","168017","157053","196396","229002","402179","17888"
"33111","8876","1718469","3835164","COLORADO FEDERAL SAVINGS BANK","Greenwood Villag","CO","80111","12/31/2021","5/18/2022","SA","8400 E. Prentice Ave, # 840","SILVER QUEEN FINL SERVICES INC","1","0","0","5","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","6/29/1990","6/29/1990","8/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.coloradofederalbank.com","1628469","29375","6138","2068","6756","840373","356715","132581","82618","132500","3275","19544","16275"
"28834","2454","174572","2571120","COLUMBIA BANK","Fair Lawn","NJ","7410","12/31/2021","5/18/2022","SA","19-01 Rt. 208","COLUMBIA BANK MHC","62","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1926","12/27/1937","4/1/2020","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.columbiabankonline.com","6204127","47033","51559","82624","82927","616559","1376073","456169","375674","953517","927061","1066769","164224"
"28480","1672","596277","","COLUMBIA SAVINGS AND LOAN ASSOCIATION","Milwaukee","WI","53205","12/31/2021","5/18/2022","SA","2020 W Fond Du Lac Ave","","1","0","0","4","0","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1924","6/2/1939","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.columbiasavingsandloans.com","18489","224","1024","2426","4478","734","1420","469","1175","2056","968","462","2383"
"33826","11814","2078290","2078816","COLUMBIA STATE BANK","Tacoma","WA","98402","12/31/2021","5/18/2022","NM","1301 A St","COLUMBIA BANKING SYSTEM INC","163","0","1","4","0","Pierce","42660","Seattle-Tacoma-Bellevue, WA","8/16/1993","8/16/1993","10/1/2021","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","www.columbiabank.com","10651711","29542","18363","24235","36734","267636","388646","2083079","666090","792835","1286726","4710623","324161"
"15010","12524","241559","4499983","COLUMBUS BANK AND TRUST COMPANY","Columbus","NE","68601","12/31/2021","5/18/2022","NM","2501 13th St.","COLBANK BCORP","2","0","0","2","1","Platte","","","12/26/1934","2/2/1935","7/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","https://www.colbank.com","131546","1215","200","1279","2341","3938","750","30136","15826","18157","30246","23292","2866"
"12305","11963","891253","2100119","COLUMBUS STATE BANK","Columbus","TX","78934","12/31/2021","5/18/2022","NM","1102 Milam St.","CENTRAL TX BANKSHARE HOLDINGS","2","0","0","2","0","Colorado","","","8/19/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.columbusstate.com","4549","0","0","306","14","96","68","1523","242","1206","330","764","0"
"58224","0","3435948","","COLUMN NATIONAL ASSOCIATION","Chico","CA","95926","12/31/2021","5/18/2022","N","1717 Mangrove Ave, # 100","","1","0","0","4","0","Butte","17020","Chico, CA","3/28/2006","3/28/2006","8/16/2021","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.norcalbank.com","190039","1097","199","1695","602","11267","731","20167","1293","4554","16612","129056","1313"
"27499","0","1391778","","COMENITY BANK","Wilmington","DE","19803","12/31/2021","5/18/2022","NM","One Righter Parkway, # 100","","1","0","0","3","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/1/1989","5/1/1989","12/31/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.savings.breadfinancial.com","7985483","0","0","0","0","0","0","7834559","0","150923","0","0","0"
"57570","0","3224580","","COMENITY CAPITAL BANK","Draper","UT","84020","12/31/2021","5/18/2022","NM","12921 S. Vista Station Blvd.","","1","0","0","3","0","Salt Lake","41620","Salt Lake City, UT","12/1/2003","12/1/2003","12/31/2021","Stock","0","0","FDIC","DIF","San Francisco","NEW YORK","Salt Lake City","San Francisco","Western","West","0","0","Savings.Breadfinancial.com","9175352","0","0","0","0","0","0","4856","9073332","91726","3665","594","0"
"983","0","60143","1199844","COMERICA BANK","Dallas","TX","75201","12/31/2021","5/18/2022","SM","1717 Main St.","COMERICA INC","438","1","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","3/5/1849","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.comerica.com","49291000","108000","37000","133000","304000","997000","284000","39994000","1846000","2329000","1801000","1170000","24000"
"1596","0","772446","1199844","COMERICA BANK & TRUST, NATIONAL ASSOCIATION","Ann Arbor","MI","48104","12/31/2021","5/18/2022","N","101 N Main St","COMERICA INC","1","0","0","7","0","Washtenaw","11460","Ann Arbor, MI","2/29/1908","1/1/1934","2/20/2021","Stock","0","1","OCC","DIF","Chicago","DALLAS","Detroit","Chicago","Central","Central","0","0","www.comerica.com","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58446","0","3537897","5458745","COMMENCEMENT BANK","Tacoma","WA","98402","12/31/2021","5/18/2022","SM","1102 Commerce St. Suite 100","COMMENCEMENT BCORP INC","4","0","0","4","0","Pierce","42660","Seattle-Tacoma-Bellevue, WA","12/11/2006","12/11/2006","8/20/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.commencementbank.com","346985","178","1825","2381","1895","13805","0","63997","36964","45391","65406","106969","5366"
"24998","0","601050","1049341","COMMERCE BANK","Kansas City","MO","64106","12/31/2021","5/18/2022","SM","1001 Main St.","COMMERCE BANCSHARES INC","168","0","1","9","0","Jackson","28140","Kansas City, MO-KS","2/21/1984","2/21/1984","6/22/2020","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.commercebank.com","15184974","69901","59082","93353","201056","1223645","1308980","7360904","538238","1477329","1699984","1133211","10134"
"10212","14499","49054","2452630","COMMERCE BANK","Geneva","MN","56035","12/31/2021","5/18/2022","NM","101 Central Ave. S.","COMMERCE BANCSHARES INC","2","0","0","4","1","Freeborn","","","1/1/1915","1/1/1934","5/31/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.cbmn.bank","180237","1419","914","9815","11031","0","0","24590","8256","28526","48907","35167","11472"
"23772","10794","625159","1104231","COMMERCE BANK","Laredo","TX","78041","12/31/2021","5/18/2022","NM","5800 San Dario","INTERNATIONAL BANCSHARES CORP","4","0","0","5","0","Webb","29700","Laredo, TX","3/31/1982","3/31/1982","9/30/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.ibc.com","166383","837","231","1123","1106","0","0","7998","28330","24653","36398","58322","6562"
"34938","0","2746245","3135435","COMMERCE BANK","Corinth","MS","38834","12/31/2021","5/18/2022","SM","700 Taylor St.","COMMERCE HOLDING CORP","1","0","0","8","1","Alcorn","","","1/19/1999","1/19/1999","12/10/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.commerce-bank.com","86143","1969","5071","9694","18006","2144","280","4902","9696","12286","20531","979","0"
"57429","0","3148613","3148622","COMMERCE BANK & TRUST","Winter Park","FL","32789","12/31/2021","5/18/2022","SM","1201 S Orlando Ave","COMMERCE NATL BANKSHARES FL","1","0","0","4","1","Orange","36740","Orlando-Kissimmee-Sanford, FL","2/3/2003","2/3/2003","12/30/2021","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","cbt-fl.com","91692","868","840","673","0","7601","12126","2396","2048","6618","6036","26043","26443"
"57279","0","3131400","3254363","COMMERCE BANK OF ARIZONA","Tucson","AZ","85704","12/31/2021","5/18/2022","NM","7315 N Oracle Rd","CBOA FINANCIAL INC","5","0","0","4","0","Pima","46060","Tucson, AZ","8/5/2002","8/5/2002","12/28/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.commercebankaz.com","231381","1324","275","1520","1525","2756","324","28557","17399","41321","24702","105464","4880"
"15346","0","174367","3681905","COMMERCE BANK TEXAS","Stockdale","TX","78160","12/31/2021","5/18/2022","NM","112 W. Fordtran Dr.","COMMERCE FINANCIAL CORP","2","0","0","4","0","Wilson","41700","San Antonio-New Braunfels, TX","2/1/1932","1/31/1936","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.commercebanktx.com","26096","0","901","1015","2714","170","0","1710","7666","5759","3662","1799","700"
"58020","0","3366239","3366220","COMMERCE STATE BANK","West Bend","WI","53095","12/31/2021","5/18/2022","NM","1700 S Silverbrook Dr","COMMERCE FINL HOLDINGS INC","4","0","0","4","0","Washington","33340","Milwaukee-Waukesha-West Allis, WI","8/31/2005","8/31/2005","12/13/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.commercestatebank.com","723652","10466","5550","19382","69674","1456","2388","193356","57068","79844","184640","92262","0"
"57176","0","3052813","5538197","COMMERCE WEST BANK","Irvine","CA","92614","12/31/2021","5/18/2022","SM","2445 Mccabe Way","CW BCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","9/24/2001","9/24/2001","6/1/2021","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","WWW.CWBK.COM","767450","0","0","0","0","7197","149413","198255","66738","62400","101230","180688","1529"
"59114","0","5227101","","COMMERCEONE BANK","Birmingham","AL","35209","12/31/2021","5/18/2022","NM","2100 Southbridge Parkway, #","","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","6/4/2018","6/4/2018","6/4/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.commerceonebank.com","376581","4699","180","1668","11959","5923","0","74212","47692","46325","133293","50631","0"
"22354","11527","497039","2492485","COMMERCIAL BANK","Harrogate","TN","37752","12/31/2021","5/18/2022","SM","6710 Cumberland Gap Pkwy.","ROBERTSON HOLDING CO L P","35","0","1","4","0","Claiborne","","","11/1/1976","11/1/1976","2/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.cbtn.com","1205501","21553","42285","46058","44080","62935","61752","366368","125610","171579","181117","52652","24707"
"27409","0","1225752","3101560","COMMERCIAL BANK","Saint Louis","MO","63146","12/31/2021","5/18/2022","NM","2330 W. Port Plaza Dr.","COMMERCIAL BANCSHARES INC","4","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","12/21/1988","12/21/1988","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.mycbstl.bank","154193","1949","4327","3215","8685","4259","4980","36130","8236","25734","37350","17992","11"
"12246","0","42457","1053142","COMMERCIAL BANK","Nelson","NE","68961","12/31/2021","5/18/2022","NM","Fourth &main S.W. Corner ,","C L C ENTERPRISES INC","1","0","0","2","0","Nuckolls","","","4/1/1894","1/1/1934","3/7/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.gotocb.com","37182","6","17","32","0","24","0","10483","6962","8432","6996","4223","7"
"9310","10744","358112","2538860","COMMERCIAL BANK","West Liberty","KY","41472","12/31/2021","5/18/2022","NM","550 Main St","COMMERCIAL BANCSHARES SVG&EMPLOYEE STK OWNERSHIP PLAN","1","0","0","8","1","Morgan","","","1/1/1910","1/1/1934","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.commercialbankky.bank","102169","1016","3864","7940","26796","14532","3676","945","5588","5923","14410","9676","7793"
"18584","13502","513340","1249299","COMMERCIAL BANK","Alma","MI","48801","12/31/2021","5/18/2022","NM","301 N. State St.","COMMERCIAL NATL FINL CORP","10","0","0","4","0","Gratiot","","","8/29/1962","8/29/1962","1/1/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.commercial-bank.com","451572","876","1374","1750","2522","60606","93430","45932","4952","16653","78160","103065","37836"
"11777","52254","296559","","COMMERCIAL BANK","Parsons","KS","67357","12/31/2021","5/18/2022","NM","1901 Main St.","","9","0","0","8","1","Labette","","","5/30/1874","1/1/1934","6/6/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","commercialbank.net","177534","352","2792","1823","1000","17369","28158","6773","10567","19912","30635","43354","13530"
"8660","11618","467658","1099382","COMMERCIAL BANK & TRUST CO.","Paris","TN","38242","12/31/2021","5/18/2022","NM","101 N Poplar St","COMMERCIAL HOLDING CO","11","0","1","9","1","Henry","","","5/15/1877","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.cbtcnet.com","473948","4338","8630","17268","39371","52729","8121","68369","77408","30690","82425","63875","16942"
"90","12628","23643","1098198","COMMERCIAL BANK & TRUST COMPANY","Monticello","AR","71655","12/31/2021","5/18/2022","SM","212 W. Gaines St.","DREW BANCSHARES INC","5","0","0","4","1","Drew","","","1/1/1913","1/1/1934","12/11/2013","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.commercial-bank.net","135921","847","3323","6905","13461","526","0","4915","21245","23487","46548","14543","0"
"14333","12113","945026","1823738","COMMERCIAL BANK AND TRUST OF PA","Latrobe","PA","15650","12/31/2021","5/18/2022","NM","900 Ligonier St.","COMMERCIAL NATL FINL CORP","7","0","0","8","0","Westmoreland","38300","Pittsburgh, PA","5/4/1934","5/4/1934","5/21/2009","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","WWW.cbthebank.com","216639","709","1453","3910","3430","41224","59113","7920","742","21447","18452","54438","3707"
"57417","0","3189063","2925406","COMMERCIAL BANK OF CALIFORNIA","Irvine","CA","92612","12/31/2021","5/18/2022","NM","19752 Macarthur Blvd.","CBC BCORP","6","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/15/2003","5/15/2003","12/7/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.cbcal.com","1176691","1025","397","5414","11634","3328","0","126922","51721","128765","351798","484154","11313"
"15741","0","1008553","2354592","COMMERCIAL BANK OF MOTT","Mott","ND","58646","12/31/2021","5/18/2022","NM","325 Brown Ave.","COMMERCIAL BK MOTT EMPLOYEE STK OWNERSHIP PLAN","1","0","0","2","1","Hettinger","","","6/12/1940","6/13/1940","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.cbmott.com","84435","29","206","116","1183","253","0","41098","2307","4672","7135","6919","20517"
"9811","0","829452","1053339","COMMERCIAL BANK OF OAK GROVE, MO.","Oak Grove","MO","64075","12/31/2021","5/18/2022","NM","1114 Broadway","COUNTRY AGENCIES&INVESTMENTS","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/1/1907","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","https://cbogmo.com","54012","758","4583","3686","669","5369","5390","3809","11512","6370","3769","5345","2718"
