cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"931","14032","771047","1201390","CITIZENS STATE BANK OF MILFORD","Milford","IL","60953","12/31/2021","5/18/2022","NM","36 E Jones St","ARTHUR R MURRAY INC","1","0","0","2","1","Iroquois","","","9/23/1907","1/1/1934","3/27/2020","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.thefarmbank.com","23474","0","0","57","0","0","0","8505","2568","5339","5889","1033","83"
"13107","11537","1000641","1200405","CITIZENS STATE BANK OF NEW CASTLE, INDIANA","New Castle","IN","47362","12/31/2021","5/18/2022","NM","1238 Broad St.","TOWN FINANCIAL CORP","13","0","0","8","0","Henry","","","7/3/1873","1/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.mycsbin.com","361140","1360","819","1247","1689","28043","73494","21495","29618","28211","46541","72320","55905"
"10167","15719","822051","2613589","CITIZENS STATE BANK OF ROSEAU","Roseau","MN","56751","12/31/2021","5/18/2022","NM","118 Main Ave. S.","ROSEAU REALTY CO INC","1","0","0","8","1","Roseau","","","5/3/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.citizensros.com","136974","550","1478","2092","5207","5949","642","18112","22704","25146","37118","17241","520"
"10582","0","207957","1123287","CITIZENS STATE BANK OF TYLER, INCORPORATED","Tyler","MN","56178","12/31/2021","5/18/2022","NM","111 N. Tyler St","CITIZENS ST AGENCY TYLER INC","1","0","0","2","0","Lincoln","","","5/28/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.csbtylermn.com","4972","0","153","86","374","257","0","270","367","569","1017","1872","0"
"9337","0","213958","1133549","CITIZENS STATE BANK OF WAVERLY, INC.","Waverly","MN","55390","12/31/2021","5/18/2022","NM","609 Pacific Ave.","CATTAIL BANCSHARES INC","2","0","0","2","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1907","1/1/1934","12/31/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bankwaverly.com","49340","315","314","1680","5828","3605","0","4299","3339","6603","11204","8536","3617"
"1118","0","274856","","CITIZENS STATE BANK, OF ARLINGTON","Arlington","SD","57212","12/31/2021","5/18/2022","SM","128 Main St","","3","0","0","2","1","Kingsbury","","","8/28/1901","1/1/1934","12/31/2008","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.csbarlington.com","62434","0","102","556","1039","1562","1122","17595","3546","9258","13555","8786","5228"
"20818","9076","162337","1085330","CITIZENS TRI-COUNTY BANK","Dunlap","TN","37327","12/31/2021","5/18/2022","NM","15699 Rankin Ave","SEQUATCHIE VALLEY BANCSHARES","25","0","0","4","1","Sequatchie","16860","Chattanooga, TN-GA","10/2/1972","10/2/1972","12/10/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.ctcbonline.com","691367","10930","20167","48498","74550","11443","2037","53349","84365","86019","71670","188285","37462"
"8033","13649","680130","1078958","CITIZENS TRUST BANK","Atlanta","GA","30314","12/31/2021","5/18/2022","SM","965 Martin Luther King Jr. D","CITIZENS BANCSHARES CORP","7","0","1","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","6/18/1921","1/1/1934","1/31/2019","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.ctbconnect.com","285853","2967","4776","6365","7282","5877","27973","68178","19092","55744","60773","24880","481"
"5840","9247","65746","1097566","CITIZENS UNION BANK OF SHELBYVILLE","Shelbyville","KY","40065","12/31/2021","5/18/2022","NM","1854 Midland Trail","CITIZENS UNION BCORP SHELBYVILLE","15","0","0","4","0","Shelby","31140","Louisville-Jefferson County, KY-IN","7/1/1888","1/1/1934","4/3/2020","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","","686201","6703","10701","23679","20774","60428","25498","106189","58006","97232","85491","152706","38448"
"8738","0","192147","1491360","CITIZENS' BANK & TRUST CO.","Van Buren","AR","72956","12/31/2021","5/18/2022","SM","3110 Alma Hwy.","FIRST BANK CORP","8","0","0","4","0","Crawford","22900","Fort Smith, AR-OK","5/1/1886","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.cbankandtrust.com","232603","7861","7034","12855","21235","14831","0","45078","32052","36438","39696","13438","0"
"17830","0","376947","2688596","CITIZENS' BANK OF CHARLESTON","Charleston","MO","63834","12/31/2021","5/18/2022","NM","207 E. Commercial St.","CITIZENS BCORP INC","2","0","0","2","0","Mississippi","","","1/20/1958","2/4/1958","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.citizensbankinfo.com","95088","168","1353","2518","4430","3621","0","30171","6456","10552","18958","15295","1154"
"23523","13156","563336","1144040","CITIZENS' BANK, INC.","Robertsdale","AL","36567","12/31/2021","5/18/2022","NM","21980 Palmer St.","CITIZENS CAPITAL CORP","3","0","0","4","1","Baldwin","19300","Daphne-Fairhope-Foley, AL","9/8/1981","9/8/1981","3/20/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","https://www.citizensbankal.com","72483","899","370","5763","12149","2446","0","15162","3541","12541","8133","9170","1845"
"25103","0","575254","3382332","CITY BANK","Lubbock","TX","79407","12/31/2021","5/18/2022","NM","5219 City Bank Pkwy.","SOUTH PLAINS FINL EMPLOYEE STK OWNERSHIP PLAN","43","0","1","4","0","Lubbock","31180","Lubbock, TX","4/13/1984","4/13/1984","11/12/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","0","www.city.bank","2514084","21573","44796","29371","74243","56723","227759","309492","253353","344455","577210","409908","155683"
"12608","11822","841753","2625283","CITY BANK & TRUST CO.","Natchitoches","LA","71457","12/31/2021","5/18/2022","NM","Second &st. Denis St.","CITY BANCSHARES INC","6","0","0","7","1","Natchitoches","","","1/1/1933","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.mycitybank.com","138334","2512","5480","3883","15266","14968","1572","8807","21639","23538","35064","5484","71"
"5396","14204","79855","1141553","CITY BANK & TRUST CO.","Lincoln","NE","68516","12/31/2021","5/18/2022","NM","2929 Pine Lake Rd.","TCM CO","5","0","0","4","0","Lancaster","30700","Lincoln, NE","4/18/1910","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.citybankandtrust.com","199501","3270","3823","3367","13732","3634","921","34069","21414","23477","82415","9379","0"
"34352","0","2697963","2697954","CITY FIRST BANK, NATIONAL ASSOCIATION","Washington","DC","20009","12/31/2021","5/18/2022","N","1432 U St Nw","CITY FIRST ENTERPRISES INC","4","0","1","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/24/1998","11/24/1998","6/2/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.cityfirstbank.com","652458","5906","5988","5175","3020","4715","20147","66704","64147","140910","286756","48244","61"
"17281","12900","63069","1232497","CITY NATIONAL BANK","Los Angeles","CA","90071","12/31/2021","5/18/2022","N","555 S. Flower St.","ROYAL BANK OF CANADA","80","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/4/1953","12/4/1953","10/1/2019","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","www.cnb.com","57094691","120419","424615","935392","1247145","8872819","6470723","20285378","3908465","5061613","4307360","4019983","1345016"
"24367","0","697950","3218543","CITY NATIONAL BANK","Corsicana","TX","75110","12/31/2021","5/18/2022","N","1465 W. 2nd Ave.","CITY BANCSHARES INC","1","0","0","8","1","Navarro","","","2/28/1983","2/28/1983","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.mycnbtx.com","40642","0","353","349","352","17624","1363","2310","4475","3656","3988","3986","2187"
"20234","13121","814430","2833891","CITY NATIONAL BANK OF FLORIDA","Miami","FL","33130","12/31/2021","5/18/2022","N","25 W Flagler St","EMPRESAS JUAN YARUR SPA","33","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/12/1970","8/12/1970","10/9/2020","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.citynational.com","13448045","61628","218241","148316","216636","796929","618990","4357319","649323","2271628","1781397","2177362","90586"
"17735","11051","1011526","1076262","CITY NATIONAL BANK OF WEST VIRGINIA","Charleston","WV","25304","12/31/2021","5/18/2022","N","3601 Maccorkle Ave, Se","CITY HOLDING CO","95","0","1","4","0","Kanawha","16620","Charleston, WV","4/1/1957","4/1/1957","12/7/2018","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","0","www.bankatcity.com","3542341","49277","204375","305406","419336","446600","110259","260692","167317","268373","515750","723591","65146"
"14410","14304","252041","2022725","CITY STATE BANK","Norwalk","IA","50211","12/31/2021","5/18/2022","NM","801 Main St.","ALBRECHT FINL SERVICES INC","9","0","0","4","1","Warren","19780","Des Moines-West Des Moines, IA","1/1/1895","5/25/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.citystatebank.com","381593","565","3580","9169","17430","24903","5232","23540","23624","45154","121547","92050","14701"
"58458","0","3465226","1206546","CITYWIDE BANKS","Denver","CO","80202","12/31/2021","5/18/2022","NM","1800 Larimer St","HEARTLAND FINANCIAL USA INC","25","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","11/1/2006","11/1/2006","8/1/2019","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","0","www.citywidebanks.com","1421063","23221","7768","7676","11769","44864","35205","249950","126955","271937","279243","339397","15339"
"9499","15837","841838","1143203","CIVIS BANK","Rogersville","TN","37857","12/31/2021","5/18/2022","NM","210 E Main St","VOLUNTEER BCORP INC","4","0","0","4","0","Hawkins","28700","Kingsport-Bristol-Bristol, TN-VA","4/1/1906","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.civisbank.com","85226","3692","1237","1720","1143","3406","6808","7222","19491","3653","2143","30030","4110"
"12982","10461","542528","1246533","CIVISTA BANK","Sandusky","OH","44870","12/31/2021","5/18/2022","SM","100 E. Water St.","CIVISTA BANCSHARES INC","34","0","1","4","0","Erie","","","3/1/1884","1/1/1934","9/15/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","http://www.civistabank.com","1999851","19428","14828","20404","44682","84808","111334","449473","74808","238296","385764","536104","16049"
"9486","10086","641579","1246690","CLACKAMAS COUNTY BANK","Sandy","OR","97055","12/31/2021","5/18/2022","NM","38975 Proctor Blvd.","CCB FINANCIAL CORP","4","0","0","4","1","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","1/31/1911","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.clackamascountybank.com","131807","285","1252","4554","6780","6122","0","12156","11337","24813","45414","18685","409"
"1022","10108","988144","1205325","CLARE BANK, NATIONAL ASSOCIATION","Platteville","WI","53818","12/31/2021","5/18/2022","N","345 W. Pine St.","MONTFORT BCORP INC","8","0","0","2","1","Grant","","","10/28/1905","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.clarebank.com","135064","422","1341","5146","9370","38432","187","4447","17671","20920","18601","14347","2248"
"18038","7619","47500","","CLAREMONT SAVINGS BANK","Claremont","NH","3743","12/31/2021","5/18/2022","SB","145 Broad St","","5","0","1","5","0","Sullivan","","","4/15/1907","7/2/1959","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.claremontsavings.com","356214","1065","6872","1834","4134","59733","184251","12870","8011","15294","14343","24760","20846"
"57624","0","3185579","5493876","CLARION COUNTY COMMUNITY BANK","Clarion","PA","16214","12/31/2021","5/18/2022","NM","333 Main St","CCCB BCORP INC","4","0","0","4","0","Clarion","","","1/7/2004","1/7/2004","8/1/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","http://www.clarionbank.com","154238","6676","1551","9515","17264","7596","20161","14553","3955","10815","52897","7329","1258"
"14581","12890","1007958","1057878","CLARKSON BANK","Clarkson","NE","68629","12/31/2021","5/18/2022","NM","243 Pine St.","CLARKSON MANAGEMENT CO","1","0","0","2","1","Colfax","","","5/17/1934","7/18/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.clarksonbank.com","29153","0","0","10","0","0","0","13605","2113","5388","7640","266","104"
"3126","14787","182951","2762384","CLASSIC BANK, NATIONAL ASSOCIATION","Cameron","TX","76520","12/31/2021","5/18/2022","N","102 N. Houston St.","CAMERON FINANCIAL CORP","6","0","0","2","1","Milam","","","8/22/1889","1/1/1934","3/10/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.classic.bank","452156","715","2239","11156","21830","33368","37430","54408","49270","45497","103396","47884","44734"
"59219","0","5538937","","CLASSIC CITY BANK","Athens","GA","30606","12/31/2021","5/18/2022","NM","2365 W Broad St","","1","0","0","4","0","Clarke","12020","Athens-Clarke County, GA","11/9/2020","11/9/2020","3/1/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.classiccitybank.com","83485","0","732","7626","7938","1581","0","3728","4352","41426","7422","8680","0"
"2444","0","832528","1427211","CLAY COUNTY BANK, INC.","Clay","WV","25043","12/31/2021","5/18/2022","NM","150 Main St.","FIRST CLAY COUNTY BANC CORP","2","0","0","8","0","Clay","16620","Charleston, WV","6/4/1902","1/1/1934","5/28/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://claycountybank.com","57852","1245","4053","10496","19143","1758","686","713","1443","5432","9637","2878","89"
"29764","4055","125873","3842863","CLAY COUNTY SAVINGS BANK","Liberty","MO","64068","12/31/2021","5/18/2022","NM","1178 W. Kansas St.","CCSB FINANCIAL CORP","3","0","0","4","0","Clay","28140","Kansas City, MO-KS","1/1/1922","5/12/1937","5/18/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","claycountysavings.com","88444","0","420","704","1503","20320","9823","4613","6912","12078","16084","12134","3850"
"10821","9860","498942","3390159","CLAY COUNTY STATE BANK","Louisville","IL","62858","12/31/2021","5/18/2022","NM","111 N Church St","CLAY CNTY STATE BANCSHARES INC","1","0","0","2","1","Clay","","","9/13/1905","1/1/1934","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.claycobank.com","48416","577","880","4655","5594","493","0","5827","7034","8831","10148","2993","0"
"10532","12420","930853","1109722","CLB THE COMMUNITY BANK","Jonesville","LA","71343","12/31/2021","5/18/2022","NM","301 Mound St","CATAHOULA HOLDING CO","6","0","0","4","1","Catahoula","","","10/5/1907","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.clbbank.com","144344","1653","2173","4028","7432","773","171","22322","29712","20358","45215","7653","945"
"15690","15922","865544","1840221","CLEAR LAKE BANK AND TRUST COMPANY","Clear Lake","IA","50428","12/31/2021","5/18/2022","SM","322 Main","ARNESON BANCSHARES INC","5","0","0","4","1","Cerro Gordo","","","1/1/1934","11/10/1939","10/4/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.clearlakebank.bank","346424","1459","4462","13558","26640","10807","1387","18910","37338","63801","111545","47558","6632"
"2443","12776","886624","1076150","CLEAR MOUNTAIN BANK","Bruceton Mills","WV","26525","12/31/2021","5/18/2022","SM","160 Morgantown St","STATE BCORP INC","10","0","1","4","0","Preston","34060","Morgantown, WV","1/1/1931","1/1/1934","12/31/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.clearmountainbank.com","545609","7094","16402","33822","37091","30740","70175","59408","28481","50992","55403","90805","63188"
"34748","14961","2723376","","CLEARPOINT FEDERAL BANK & TRUST","Batesville","IN","47006","12/31/2021","5/18/2022","SA","100 Progress Dr","","1","0","0","7","0","Franklin","17140","Cincinnati, OH-KY-IN","7/29/1998","7/29/1998","7/15/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","www.clearpointfederal.com","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","16947","155759","1052958","CLEO STATE BANK","Cleo Springs","OK","73729","12/31/2021","5/18/2022","NM","202 S. Sq.","CLEO BANCSHARES INC","4","0","0","2","1","Major","","","10/25/1900","1/1/1934","12/6/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","cleostatebank.com","37932","18","0","0","11","24","0","9636","5818","3266","13728","3670","1448"
"9517","0","48440","1202865","CLEVELAND STATE BANK","Cleveland","WI","53015","12/31/2021","5/18/2022","NM","1250 W. Washington Ave.","WISCUB INC","3","0","0","4","0","Manitowoc","","","4/19/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.clevelandstate.bank","99118","1074","4151","8099","7665","4109","1333","4932","18581","18517","16888","11687","1647"
"59257","0","5592340","","CLIMATE FIRST BANK","Saint Petersburg","FL","33710","12/31/2021","5/18/2022","NM","5301 Central Ave","","1","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","6/1/2021","6/1/2021","6/1/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.climatefirstbank.com","72883","0","0","0","250","373","0","12561","0","1207","35615","22615","262"
"304","15798","782548","2266387","CLINTON BANK","Clinton","KY","42031","12/31/2021","5/18/2022","NM","220 E. Clay St.","CLINTON BCORP INC","1","0","0","2","0","Hickman","","","9/1/1887","1/1/1934","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Southeast","0","1","WWW.CLINTONBANKKY.COM","36228","195","618","912","1765","1468","2499","705","4141","3340","3819","9806","6848"
"90181","8340","179700","3195756","CLINTON SAVINGS BANK","Clinton","MA","1510","12/31/2021","5/18/2022","SB","200 Church St","CLINTON FINANCIAL SERVICES MHC","9","0","0","4","0","Worcester","49340","Worcester, MA-CT","5/15/1851","11/20/1985","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.clintonsavings.com","427351","2098","6403","12034","18702","22184","129969","42392","22608","43811","88425","35873","506"
"2241","10662","219651","1131527","CNB BANK","Carlsbad","NM","88220","12/31/2021","5/18/2022","NM","202 W. Stevens St.","CARLSBAD BCORP INC","3","0","0","4","1","Eddy","","","8/1/1924","1/1/1934","12/1/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","http://www.ourcnb.bank","323183","4233","5338","9204","15881","6355","28006","10090","42293","65018","89501","21957","25214"
"13876","11178","399517","1118340","CNB BANK","Clearfield","PA","16830","12/31/2021","5/18/2022","NM","1 S 2nd St","CNB FINANCIAL CORP","45","0","1","4","0","Clearfield","","","1/27/1934","2/9/1934","7/17/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","0","www.cnbbank.bank","3626994","17284","30178","98621","190335","378574","109176","1017893","152876","504132","754220","269564","85212"
"3775","0","613343","1245460","CNB BANK AND TRUST, N.A.","Carlinville","IL","62626","12/31/2021","5/18/2022","N","450 W. Side Sq.","CNB BANK SHARES INC","18","0","1","2","0","Macoupin","41180","St. Louis, MO-IL","1/1/1888","1/1/1934","2/15/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.cnbil.com","907427","4189","10060","16114","21411","15991","19611","142341","76797","119472","148878","117247","192468"
"14507","0","944627","2909200","CNB BANK, INC.","Berkeley Springs","WV","25411","12/31/2021","5/18/2022","NM","101 S. Washington St.","CNB FINANCIAL SERVICES INC","8","0","1","4","0","Morgan","25180","Hagerstown-Martinsburg, MD-WV","1/1/1917","6/18/1934","6/12/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","https://www.cnbwv.com","374939","5740","2453","9196","5044","35278","109242","9342","14856","23766","18592","54642","84801"
"4549","12959","870650","1140930","CNB ST LOUIS BANK","Maplewood","MO","63143","12/31/2021","5/18/2022","NM","7305 Manchester Rd","CARDINAL BCORP INC","6","0","0","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1915","1/1/1934","10/13/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.cnbstl.com","452234","4396","11014","11093","30851","11663","9864","49003","50383","109376","117726","46532","0"
"58899","0","3869123","","COASTAL BANK & TRUST","Jacksonville","NC","28546","12/31/2021","5/18/2022","SM","2414 N Marine Blvd","","4","0","0","4","0","Onslow","27340","Jacksonville, NC","4/13/2009","4/13/2009","4/25/2012","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","http://www.coastalbanknc.com","119594","258","1044","3594","13039","7178","0","12091","6614","19905","28302","27534","0"
"58864","0","3821822","3823817","COASTAL CAROLINA NATIONAL BANK","Myrtle Beach","SC","29577","12/31/2021","5/18/2022","N","1012 38th Ave N","COASTAL CAROLINA BANCSHARES","7","0","0","4","0","Horry","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","6/8/2009","6/8/2009","10/8/2016","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","WWW.MYCCNB.COM","468158","5745","13418","16428","40207","32984","12606","47311","27185","80071","115857","73310","2618"
"34403","0","2562164","3203008","COASTAL COMMUNITY BANK","Everett","WA","98203","12/31/2021","5/18/2022","SM","5415 Evergreen Way","COASTAL FINANCIAL CORP","14","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/1997","4/1/1997","4/30/2021","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.coastalbank.com","1750458","27027","10769","14231","26656","37772","31351","489053","143403","261010","326370","375458","7137"
"26591","8348","115575","3398315","COASTAL HERITAGE BANK","Weymouth","MA","2188","12/31/2021","5/18/2022","SM","195 Washington St","EQUITABLE BCORP MHC","12","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","3/11/1986","5/1/2021","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.coastalheritagebank.com","641742","2396","8020","29036","23977","59815","225725","34122","31499","70304","34348","78550","42285"
"57756","0","3274709","3274727","COASTALSTATES BANK","Hilton Head Isla","SC","29928","12/31/2021","5/18/2022","NM","5 Bow Cir","COASTALSOUTH BANCSHARES INC","11","0","1","4","0","Beaufort","25940","Hilton Head Island-Bluffton-Beaufort, SC","8/9/2004","8/9/2004","10/2/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.coastalstatesbank.com","1019569","3677","12297","7257","10423","8744","49310","505159","26586","62056","179504","79421","72950"
"22090","15760","211338","1083091","COFFEE COUNTY BANK","Manchester","TN","37355","12/31/2021","5/18/2022","NM","2070 Hillsboro Blvd","COFFEE COUNTY BANCSHARES INC","4","0","0","4","1","Coffee","","","8/15/1975","8/15/1975","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.coffeecountybank.com","207939","2714","7296","17040","31857","2558","0","24912","25554","37342","49353","8826","0"
"34908","0","2847142","3458040","COGENT BANK","Orlando","FL","32801","12/31/2021","5/18/2022","NM","420 S Orange Ave","COGENT BCORP INC","8","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","9/10/1999","9/10/1999","10/28/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.cogentbank.net","824167","4294","3519","8057","20674","67957","4169","252538","29271","77800","192559","159173","0"
"18855","0","156635","","COLCHESTER STATE BANK","Colchester","IL","62326","12/31/2021","5/18/2022","NM","113 Depot St.","","1","0","0","2","0","Mcdonough","","","8/19/1963","8/19/1963","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.colchesterstatebank.com","23198","44","514","935","1058","2038","187","1874","2881","4767","2672","3277","2725"
"15480","0","761954","1107072","COLEMAN COUNTY STATE BANK","Coleman","TX","76834","12/31/2021","5/18/2022","NM","118 W. Pecan St.","COLEMAN BANCSHARES INC","6","0","0","4","1","Coleman","","","10/15/1936","4/1/1937","12/19/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.colemanbank.com","99932","819","1063","1950","5508","4465","7293","5847","23477","16703","7251","13359","12196"
"8140","0","178356","2948254","COLFAX BANKING COMPANY","Colfax","LA","71417","12/31/2021","5/18/2022","NM","625 8th St","COMMUNITY BANCSHARES CO","5","0","0","7","1","Grant","10780","Alexandria, LA","1/1/1901","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.colfaxbanking.com","62013","1552","5094","6362","7924","1857","1109","8514","10385","4774","8601","5821","0"
"14914","0","219044","5617805","COLLINS STATE BANK","Collins","WI","54207","12/31/2021","5/18/2022","NM","20741 Cth Jj","COMMUNITY CAPITAL BCORP INC","5","0","0","4","0","Manitowoc","","","1/1/1914","12/10/1934","7/17/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.collinsstatebank.com","116279","692","4201","10843","13713","8543","5253","7839","11999","11156","22594","15898","3549"
