cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"31390","6859","408875","3837962","AXIOM BANK, NATIONAL ASSOCIATION","Maitland","FL","32751","12/31/2021","5/18/2022","N","258 Southhall Ln.","AXIOM BANCSHARES INC","12","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","1/1/1962","3/26/1963","8/4/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.axiombanking.com","128","641498","161788","154513","9892","0","437555","6947","0","14388","52","2092","15731","641498","551836","537647","417799","537647","51.919157356026","0","0","10000","0","4189","89662","89662","0","298","82845","6519","0","3715","280","2225","601960","209411","643296.6","636958","455447","619728","0","0","0","0","154798","0","10000","0","54670","87627","5709","54670","0"
"35546","16456","2917317","3814310","AXOS BANK","San Diego","CA","92122","12/31/2021","5/18/2022","SA","4350 La Jolla Village Drive,","AXOS FINANCIAL INC","3","0","1","4","0","San Diego","41740","San Diego-Carlsbad, CA","7/4/2000","7/4/2000","5/1/2020","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.axosbank.com","1022","14047081","821648","803084","164257","0","12607135","140305","0","20885","0","78595","354561","14047081","12651344","12367609","8456290","12367609","82.6920812948126","0","0","157500","0","126235","1395737","1395737","0","12216","259375","1124146","0","142193","0","38859","13574476","933888","13397679","13759374.5","12522536","13490967","158620","157776","0","844","466427","38469","157500","38874","2470038","1366038","103326","2470038","182212"
"58228","0","3408728","3488850","B1BANK","Baton Rouge","LA","70801","12/31/2021","5/18/2022","NM","500 Laurel St","BUSINESS FIRST BANCSHARES INC","44","0","1","4","0","East Baton Rouge","12940","Baton Rouge, LA","2/1/2006","2/1/2006","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","0","www.b1bank.com","659","4729100","73806","6580","1021061","227044","3161696","29112","0","58012","1427","73499","112555","4729100","4219265","4080545","2780296","4080545","65.925527411275","19121","0","86454","0","33145","509835","509835","0","3216","405027","101592","0","16840","0","19597","4416381","1536346","4417481.4","4567344.5","4005140","4511314","60380","47642","2967","9771","220826","51498","82022","1200","1059562","438898","29936","1059562","99902"
"19434","0","5461","3033746","BAC COMMUNITY BANK","Stockton","CA","95202","12/31/2021","5/18/2022","NM","517 E. Weber Ave.","BAC FINANCIAL INC","10","0","0","4","1","San Joaquin","44700","Stockton-Lodi, CA","5/21/1965","5/21/1965","4/4/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.bankbac.com","107","847355","29605","16720","376491","0","410673","6774","0","12772","0","71","17743","847355","769311","761828","460204","761828","64.3616497622176","0","0","0","0","7483","78044","78044","0","2059","4241","71744","0","8599","0","3106","803884","484355","802042.2","828637.5","0","847282","9192","9192","0","0","10336","0","0","0","55054","77199","0","55054","0"
"2469","0","846945","1247727","BADGER BANK","Fort Atkinson","WI","53538","12/31/2021","5/18/2022","NM","220 Grant St.","CITIZENS FINL EMPLOYEE STK OWNERSHIP PLAN&TR","4","0","0","8","0","Jefferson","","","1/7/1884","1/1/1934","4/30/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.badgerbank.bank","36","182527","16007","12297","54288","552","101712","1201","0","4151","336","512","4969","182527","161597","155437","121116","155437","83.0675509639569","0","0","5000","0","1160","20930","20930","0","600","4879","15451","0","61","0","486","168849","56018","177512","183412","0","183474","2599","1617","0","982","7686","885","5000","117","11681","20863","0","11681","576"
"2987","13311","69678","1141870","BAKER-BOYER NATIONAL BANK","Walla Walla","WA","99362","12/31/2021","5/18/2022","N","7 W. Main St","BAKER BOYER BCORP","8","0","1","8","0","Walla Walla","47460","Walla Walla, WA","11/10/1869","1/1/1934","3/19/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.bakerboyer.com","187","812527","138377","132903","309863","0","333561","6532","0","22463","0","260","8003","812527","754144","725178","441472","725178","70.3783835960231","27984","0","0","0","982","58383","58383","0","4818","8913","44652","0","1114","0","2787","776327","352619","779665.6","809122.5","395039","808672","0","0","0","0","31583","6101","0","0","109721","59629","4957","109721","0"
"26704","0","696168","","BALBOA THRIFT AND LOAN ASSOCIATION","Chula Vista","CA","91910","12/31/2021","5/18/2022","NM","865 Amena Court","","4","0","0","6","0","San Diego","41740","San Diego-Carlsbad, CA","12/11/1980","7/3/1986","7/20/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.balboathrift.com","89","314878","33407","17153","0","567","276240","7739","0","270","0","0","4394","314878","265996","265165","262779","265165","76.4389554068068","0","0","0","0","831","48882","48882","0","3628","0","45254","0","825","0","1758","293960","103056","324271.6","317610.5","0","318813","0","0","0","0","63460","2006","0","0","515","48882","0","515","0"
"6959","13519","505","1048728","BALLSTON SPA NATIONAL BANK","Ballston Spa","NY","12020","12/31/2021","5/18/2022","N","87 Front St.","BALLSTON SPA BCORP INC","13","0","0","4","0","Saratoga","10580","Albany-Schenectady-Troy, NY","1/1/1838","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","https://ww.bsnb.com","115","765893","140572","136444","70889","800","524940","8081","0","9126","0","1947","17619","765893","705096","684827","522950","684827","61.7210223224194","0","0","10000","0","10269","60797","60741","0","6480","18403","35858","56","2012","46","1721","733073","370528","727160.6","763262","492508","774458","5372","5372","0","0","42258","6093","10000","0","67918","61237","6182","67918","30000"
"35498","15953","200378","3153130","BANC OF CALIFORNIA, NATIONAL ASSOCIATION","Santa Ana","CA","92707","12/31/2021","5/18/2022","N","3 Macarthur Pl","BANC OF CALIFORNIA INC","36","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/21/1941","1/3/2000","10/19/2021","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.bancofcal.com","677","9386736","228122","177121","1315703","0","7162304","92584","0","142334","0","102022","436251","9386736","8166369","7538297","4651239","7538297","41.1886888589885","25000","0","476299","0","126773","1220367","1220367","0","53","1138492","81822","0","52686","128","25115","8655128","2313158","8295359","8829641","7609248","9207644","123720","103169","20551","0","316073","0","476059","3408","1880855","1110767","84283","1880855","127118"
"4033","0","251352","2107789","BANCCENTRAL, NATIONAL ASSOCIATION","Alva","OK","73717","12/31/2021","5/18/2022","N","602-612 Flynn St.","MYERS BANCSHARES INC","6","0","1","2","1","Woods","","","8/11/1913","1/1/1934","7/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bcna.com","68","549575","85067","73330","137636","0","281485","12501","0","23846","370","3425","17746","549575","513752","512056","352382","512056","71.4937277297799","0","0","0","0","1696","35823","35823","0","1000","12045","22778","0","35134","0","3619","492451","194819","552916.8","545689.5","427610","548504","11780","11780","0","0","33971","98","0","0","66948","33500","5433","66948","0"
"27476","12941","1386251","1133286","BANCFIRST","Oklahoma City","OK","73102","12/31/2021","5/18/2022","NM","100 N Broadway Ave","BANCFIRST CORP","120","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","4/1/1989","4/1/1989","5/21/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.bancfirst.bank","1799","8265835","1784024","1576809","494499","800","5393854","77889","0","250163","39287","84474","218734","8265835","7249317","7203280","3839460","7203280","93.5540490895354","0","0","0","0","46037","1016518","1016518","20000","20863","77044","898611","0","25856","6408","21695","7465962","1952813","9202386.8","9186209","5998544","10086506","81351","77520","3831","0","121503","83578","0","24776","1650883","929816","75018","1650883","69449"
"26725","0","110936","1242076","BANCO DO BRASIL AMERICAS","Miami","FL","33131","12/31/2021","5/18/2022","NM","1221 Brickell Ave, # 2200","BANCO DO BRASIL SA","4","0","0","8","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/24/1986","7/24/1986","7/31/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.bbamericas.com","133","861827","252703","246449","53343","2325","530128","6682","0","547","0","10488","12293","861827","781183","775290","418589","775290","74.8332378933032","0","0","2958","0","2935","80644","80644","0","61500","6000","13144","0","1359","0","2618","832245","91656","797472.2","851272","419068","846462","0","0","0","0","43339","40","2958","0","70511","70888","5259","70511","0"
"34968","0","940311","1129382","BANCO POPULAR DE PUERTO RICO","San Juan","PR","918","12/31/2021","5/18/2022","SM","209 Avenida Luis Munoz River","POPULAR INC","1","0","1","9","0","San Juan","41980","San Juan-Carolina-Caguas, PR","1/2/1999","1/2/1999","8/27/2018","Stock","0","0","FED","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","171","0","http://www.popular.com","6852","64205000","17689000","17330000","24253000","0","20088000","594000","11000","547000","90000","442000","1085000","64205000","60349000","59568000","45607000","59147000","40.8822199521042","46000","0","105000","0","630000","3856000","3856000","0","8000","1303000","2545000","0","995000","473000","173000","61682000","21973000","60115400","63774500","22629600","64025000","0","0","0","0","3111000","99000","86000","59000","8321000","3998000","284000","8321000","267000"
"26653","0","78157","1139671","BANDERA BANK","Bandera","TX","78003","12/31/2021","5/18/2022","NM","207 Main St.","BANDERA BANCSHARES INC","1","0","0","7","1","Bandera","41700","San Antonio-New Braunfels, TX","4/24/1986","4/24/1986","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.banderabank.com","16","96222","42536","31555","15227","0","37000","310","0","795","0","0","664","96222","88118","88003","43032","88003","84.7919460036816","0","0","0","0","115","8104","8104","0","400","3850","3854","0","4","0","188","83782","41582","86150.8","93756","0","92183","0","0","0","0","1243","327","0","0","3175","8199","0","3175","0"
"57815","0","3402913","","BANESCO USA","Coral Gables","FL","33134","12/31/2021","5/18/2022","NM","150 Alhambra Circle, # 100","","4","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","1/10/2006","1/10/2006","6/30/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","1","0","Banescousa.com","290","2133232","81116","73015","362959","0","1592363","20950","0","19965","0","90","76739","2133232","1952250","1587533","816454","1389178","56.0585088026439","0","0","340015","14736","9966","180982","180982","0","37514","72165","71303","0","9626","117","8152","2028337","943764","2027640.6","2088235.5","1650854","2146912","35725","35725","0","0","299264","15029","340000","0","216918","186147","35393","216918","0"
"18408","7107","419406","3547999","BANGOR SAVINGS BANK","Bangor","ME","4401","12/31/2021","5/18/2022","SB","24 Hamlin Way","BANGOR BCORP MHC","67","0","1","4","0","Penobscot","12620","Bangor, ME","2/14/1852","7/1/1961","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bangor.com","1058","6909051","89663","60286","2394993","0","3921360","49642","7531","197007","4722","78384","215391","6909051","6367582","5636844","3988337","5636844","50.6521802762632","634959","7531","20863","0","67385","541469","541469","0","1","95232","446236","0","8152","0","14093","6376639","3970368","6462196","6815712.5","4081928","6794392","120838","89049","0","31789","696314","52031","20863","32373","1257818","487975","50010","1257818","584317"
"14291","12142","952846","1205156","BANK","Wapello","IA","52653","12/31/2021","5/18/2022","SM","409 Hwy 61 S","MORNING SUN BANK CORP","4","0","0","4","1","Louisa","","","2/13/1931","4/25/1934","1/12/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bank.bank","27","110546","29054","20829","122","0","72869","1414","0","5009","0","1863","1629","110546","95235","86544","58438","86544","81.8345593754692","0","0","8101","0","590","15311","15311","0","100","6900","8311","0","189","0","302","93820","13671","109371.4","109499.5","0","108294","0","0","0","0","0","28","8101","0","5275","15311","0","5275","0"
"1047","13079","496845","1099195","BANK & TRUST COMPANY","Litchfield","IL","62056","12/31/2021","5/18/2022","NM","401 N. Madison St.","LBT BANCSHARES INC","7","0","0","4","0","Montgomery","","","9/1/1902","1/1/1934","12/31/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.banktr.com","84","429447","16729","9420","133062","14449","256808","4768","0","3918","0","723","3758","429447","386714","362011","284732","362011","81.5182301950464","8928","0","15250","0","525","42733","42733","0","360","3700","38673","0","1564","0","2037","413739","186648","424450.4","421750.5","275487","427510","0","0","0","0","19442","658","15250","0","40919","42069","3459","40919","0"
"13816","0","142049","1204092","BANK 1ST","West Union","IA","52175","12/31/2021","5/18/2022","SM","115 N. Vine St.","FNB BANSHARES INC","3","0","0","2","1","Fayette","","","1/1/1934","1/31/1934","12/28/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bank1stia.com","21","171219","8444","7408","72850","1463","86027","1483","0","891","0","0","1544","171219","149968","149348","127558","149348","71.4859410870977","0","0","0","0","620","21251","21251","0","550","1780","18921","0","0","0","1023","167748","87188","163381.4","168373.5","0","167132","0","0","0","0","8645","3016","0","0","19480","20817","0","19480","0"
"8560","9178","634544","1060047","BANK 21","Carrollton","MO","64633","12/31/2021","5/18/2022","NM","One W. Washington Ave.","KNOTT HOLDING CO INC","5","0","0","4","1","Carroll","","","8/12/1912","1/1/1934","1/22/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.bank21.com","36","163001","17559","13700","3992","1951","132367","2041","0","2278","262","50","4542","163001","148917","143150","92370","143150","81.4451339108099","0","0","5000","0","767","14084","14084","0","50","5900","8134","0","0","0","493","152010","11264","156298.4","159068.5","131610","158044","3267","3267","0","0","7906","389","5000","0","38206","14019","1650","38206","0"
"29087","2889","955977","5009026","BANK 34","Alamogordo","NM","88310","12/31/2021","5/18/2022","SA","500 10th St.","BANCORP 34 INC","5","0","1","4","0","Otero","","","8/1/1934","11/2/1934","12/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","http://www.bank34.com","66","526729","6905","3875","73282","8270","410296","5328","0","8392","0","60","19524","526729","469244","443622","337845","443622","68.0688388238344","0","0","20600","0","5022","57485","57485","0","1","31080","26404","0","4384","220","1353","495723","217122","485506.4","518160","438646","517484","11360","8689","0","2671","26013","0","19000","0","59479","56414","5328","59479","0"
