cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"1391","16044","270353","1123728","ARLINGTON STATE BANK","Arlington","MN","55307","12/31/2021","5/18/2022","NM","230 W. Main St.","ARLCO INC","2","0","0","2","1","Sibley","","","6/4/1895","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.arlingtonstatebank.com","13","68825","14924","5960","34234","0","17729","299","0","366","0","0","1572","68825","63392","62730","44548","62730","80.1660795970737","0","0","0","0","662","5433","5433","0","175","3325","1933","0","910","0","271","57923","28245","65546.8","67132","25812","67170","1052","1052","0","0","631","233","0","0","2411","5684","299","2411","0"
"4666","10192","983457","2107707","ARMED FORCES BANK, NATIONAL ASSOCIATION","Fort Leavenworth","KS","66027","12/31/2021","5/18/2022","N","320 Kansas Ave.","DICKINSON FINANCIAL CORP II","27","0","1","4","0","Leavenworth","28140","Kansas City, MO-KS","1/1/1907","1/1/1934","6/19/2015","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","afbank.com","317","1230840","126860","107979","458831","0","603168","11389","0","8277","250","15112","18342","1230840","1044831","1029128","691669","1029128","85.7396318043182","0","0","0","0","15703","186009","186009","0","90000","15035","80974","0","2250","0","2437","1169978","660870","1223660.8","1233954.5","749025","1186638","0","0","0","0","7321","287","0","30615","135012","171908","9390","135012","186281"
"28812","2407","168571","5046816","ARMOR BANK","Forrest City","AR","72335","12/31/2021","5/18/2022","SM","715 N Washington St","BIG CREEK BANCSHARES INC","11","0","0","4","0","Saint Francis","","","1/1/1919","12/14/1951","11/16/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.armor.bank","53","349084","9649","2827","56185","26555","234948","2497","0","13759","0","3554","4434","349084","315814","313988","253035","313988","69.7027294637541","0","0","0","0","1826","33270","33270","0","2","33204","64","0","322","0","958","320515","72814","296755.8","337744.5","0","339733","0","0","0","0","22453","0","0","0","30625","30745","0","30625","0"
"2315","0","470452","3488485","ARMSTRONG BANK","Muskogee","OK","74401","12/31/2021","5/18/2022","NM","1215 W Okmulgee St","IRONHORSE FINANCIAL GROUP INC","29","0","1","9","0","Muskogee","","","3/15/1910","1/1/1934","12/4/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.armstrong.bank","441","2490527","387545","363945","787055","112","1221066","16303","0","55305","1274","15527","22643","2490527","2248213","2234958","1442981","2234958","77.2331322320631","0","0","0","0","13255","242314","242314","0","200","2300","239814","0","8453","43","11858","2372178","1133162","2375295.8","2453681.5","1393214","2417108","1796","1796","0","0","158235","4113","0","2619","263157","208888","16303","263157","14874"
"29471","3506","269571","","ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION","Ford City","PA","16226","12/31/2021","5/18/2022","SB","935 5th Ave.","","1","0","0","5","0","Armstrong","38300","Pittsburgh, PA","1/1/1925","1/4/1937","2/25/2019","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.acbla.com","6","92727","2251","2054","37799","0","50175","381","0","86","0","0","2416","92727","79864","79447","79447","79447","96.1446480716947","0","0","0","0","417","12863","12863","0","0","0","12863","0","397","0","238","90028","34829","93238.2","93619","37541","93619","1964","1238","0","726","8942","949","0","0","5424","12863","381","5424","0"
"29743","3995","351878","","AROOSTOOK COUNTY FEDERAL SAVINGS AND LOAN ASSOCIATION","Caribou","ME","4736","12/31/2021","5/18/2022","SA","43 High St","","2","0","0","6","0","Aroostook","","","7/29/1936","7/29/1936","5/1/2021","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.yourhomebank.com","23","176716","20947","17286","38433","0","115497","530","0","866","66","0","907","176716","159738","157061","154867","157061","83.8871521256072","0","0","2371","0","306","16978","16978","0","0","0","16978","0","873","0","358","171216","41668","166526","172641.5","104335","177604","0","0","0","0","11690","404","2371","0","13908","16944","530","13908","0"
"1198","0","570558","1237447","ARROWHEAD BANK","Llano","TX","78643","12/31/2021","5/18/2022","NM","108 W. Sandstone St.","ARROWHEAD CO","5","0","0","8","1","Llano","","","3/16/1923","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.arrowheadbanktexas.com","45","273679","43505","38138","72667","0","154030","1369","0","1835","455","0","1187","273679","252132","252052","155846","252052","78.4452801447137","0","0","0","0","80","21547","21547","0","2000","6000","13547","0","0","0","921","264835","45424","255637","273483.5","151819","271718","0","0","0","0","9696","84","0","0","28002","22777","1369","28002","0"
"15085","11451","591320","3137019","ARTHUR STATE BANK","Union","SC","29379","12/31/2021","5/18/2022","NM","100 E. Main St.","HAO MANAGEMENT CO LLC","18","0","0","4","0","Union","","","4/1/1933","3/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://wwwarthurstatebank.com","156","727349","90817","81883","175342","0","430545","3176","0","25696","0","886","4063","727349","673406","665651","470275","665651","78.043540963117","7287","0","0","0","468","53943","53943","0","2000","25600","26343","0","807","0","1264","687770","343446","679555","711523","425792","732073","0","0","0","0","12408","1868","0","0","56030","54106","3176","56030","0"
"17123","13184","73116","","ARTISANS' BANK","Wilmington","DE","19808","12/31/2021","5/18/2022","SB","2961 Centerville Rd.","","13","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/28/1861","7/3/1952","1/1/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","www.artisansbank.com","117","664833","49054","44958","165625","0","416808","4620","0","19961","0","0","13385","664833","605350","589130","548856","589130","84.0032114771267","0","0","10000","0","6220","59483","59483","0","0","7000","52483","0","1070","0","1343","627391","234320","643115.6","660261.5","487706","657975","6441","6441","0","0","17043","7171","10000","0","107248","57509","4620","107248","0"
"28780","2349","390372","","ARUNDEL FEDERAL SAVINGS BANK","Glen Burnie","MD","21061","12/31/2021","5/18/2022","SA","655 Crain Hwy, S","","6","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","1/1/1906","7/31/1935","9/23/2019","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.arundelfederal.com","69","447534","36535","34722","82125","0","322952","1636","0","2703","0","0","3219","447534","380825","373835","368661","373835","95.037783038425","0","0","5000","0","1990","66709","66709","0","0","0","66709","0","4170","0","1020","439799","351298","448318.8","450064","0","450749","0","0","0","0","19202","1066","5000","0","10594","67017","0","10594","0"
"8728","10375","311845","1095674","ARVEST BANK","Fayetteville","AR","72701","12/31/2021","5/18/2022","SM","75 N. East St.","ARVEST BANK GROUP INC","245","0","1","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1871","1/1/1934","11/30/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","0","www.arvest.com","6375","26774219","2547741","2277295","8624281","0","13693835","178509","33028","466901","11188","870360","526885","26774219","24163273","23312159","19706363","23312159","73.419961268865","238683","12260","309198","0","290973","2610946","2610464","2240","4","971039","1637181","482","86076","1521","59030","24595411","8310263","26028456.2","26637616","16451458","26359710","69524","63526","5998","0","396855","55402","185770","293909","4196819","2223913","194360","4196819","5004279"
"28729","2246","147679","","ASCENDIA BANK","Glen Rock","NJ","7452","12/31/2021","5/18/2022","SB","175 Rock Rd.","","4","0","0","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","5/18/1937","10/25/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.ascendiabank.com","32","307330","21419","15850","42893","0","225054","1398","0","7292","0","107","10565","307330","272753","245402","209776","245402","86.9789480975061","0","0","25758","0","1593","34577","34577","0","0","0","34577","0","802","0","579","283797","234809","293556.6","299964","182231","298642","7581","7581","0","0","31076","1502","25758","0","42951","34802","1415","42951","0"
"20162","0","647955","4968368","ASCENT BANK","Helena","MT","59601","12/31/2021","5/18/2022","NM","1721 11th Ave","ASCENT BCORP","2","0","0","4","0","Lewis And Clark","","","4/13/1970","4/13/1970","4/27/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.ascentbank.com","19","81302","14019","12940","10557","15","52731","697","0","1670","0","913","1397","81302","72564","72320","42618","72320","83.091366627952","0","0","0","0","244","8738","8738","0","600","6593","1545","0","384","0","233","76243","29608","81390.8","80132","51535","77687","814","814","0","0","3470","1933","0","0","5002","7998","646","5002","0"
"11343","10514","821643","1250419","ASHTON STATE BANK","Ashton","IA","51232","12/31/2021","5/18/2022","NM","317 3rd St.","ASHTON BANCSHARES INC","1","0","0","2","1","Osceola","","","3/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.ashtonstatebank.com","7","55505","1992","0","18425","2561","30385","324","0","61","320","0","1761","55505","48774","43761","38601","43761","93.6437968207564","0","0","4706","0","307","6731","6731","0","400","1600","4731","0","75","0","365","51371","24006","54386.6","55426","0","55743","1025","674","0","351","1751","1095","4706","0","11059","6675","0","11059","0"
"1436","0","336950","","ASHTON STATE BANK","Ashton","NE","68817","12/31/2021","5/18/2022","NM","295 Ctr. Ave.","","1","0","0","2","0","Sherman","","","12/2/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","","5","19706","3729","3383","2500","0","12151","357","0","90","755","0","481","19706","18073","17354","13884","17354","93.0081207164661","650","0","0","0","69","1633","1633","0","25","575","1033","0","1561","0","365","18034","8561","19963.8","19613.5","10409","19324","0","0","0","0","650","0","0","0","1385","1633","132","1385","0"
"34759","0","2785477","2785459","ASIAN BANK","Philadelphia","PA","19107","12/31/2021","5/18/2022","SM","1023 Race St.","ASIAN FINANCIAL CORP","2","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/9/1999","6/9/1999","12/5/2016","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.theasianbank.com","31","335088","53741","52733","18280","0","256738","3358","0","2548","0","0","3781","335088","298653","267205","193454","267205","74.9362125599527","0","0","26143","0","5305","36435","36435","0","32","27019","9384","0","572","0","1127","327751","183977","302773.4","334174","232513","324696","0","0","0","0","63389","557","17659","0","13256","36735","2913","13256","0"
"33013","0","1462986","","ASIAN PACIFIC NATIONAL BANK","San Gabriel","CA","91776","12/31/2021","5/18/2022","N","333 W. Valley Blvd.","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/1990","7/25/1990","2/15/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","https://www.asianpacificbank.com","11","59523","24216","23592","8384","547","22655","570","0","856","0","0","2865","59523","49488","49456","41484","49456","85.6975381008206","0","0","0","0","32","10035","10035","0","3000","2550","4485","0","0","0","88","55178","0","57119.8","58460.5","0","56051","2529","2529","0","0","1430","0","0","0","2343","10152","0","2343","0"
"3934","0","668053","3435957","ASPIRE BANK","Fargo","ND","58104","12/31/2021","5/18/2022","NM","5195 45th St. S.","ASPIRE BANCSHARES INC","2","0","0","4","0","Cass","22020","Fargo, ND-MN","9/19/1905","1/1/1934","1/1/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.aspirebanks.com","6","58047","2314","68","53","11500","42370","471","0","774","0","568","468","58047","52659","51617","40815","51617","74.8354498993341","0","0","1000","0","42","5388","5388","0","720","3770","898","0","0","0","265","53991","1882","53507.8","56556.5","42780","57695","0","0","0","0","1849","31","1000","0","7834","4818","471","7834","0"
"5296","0","917742","1199563","ASSOCIATED BANK, NATIONAL ASSOCIATION","Green Bay","WI","54301","12/31/2021","5/18/2022","N","200 N. Adams St.","ASSOCIATED BANC-CORP","220","0","1","4","0","Brown","24580","Green Bay, WI","1/1/1874","1/1/1934","2/26/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","0","www.associatedbank.com","3988","35057609","1025515","681684","6575437","0","24081572","280015","86923","385315","29619","1207512","1665716","35057609","31104148","28504173","19983096","28504173","54.9307005188335","319532","19421","1906210","0","354812","3953461","3953461","0","215","2847947","1105299","0","136143","4878","80528","31338693","13076148","34290087.4","34724204.5","27196108","33951027","655453","226083","411011","18359","546442","56462","1621047","136638","10848135","2923881","319791","10848135","9859196"
"17636","0","1003455","1060917","ASTRA BANK","Scandia","KS","66966","12/31/2021","5/18/2022","NM","323 4th St.","ASTRA FINANCIAL GROUP INC","8","0","1","2","1","Republic","","","10/2/1939","7/27/1956","3/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","astra.bank","71","409757","7641","209","198243","10500","174057","2519","0","9507","0","1967","7842","409757","377002","376564","310960","376564","81.8266549828726","0","0","272","0","166","32755","32755","0","50","26728","5977","0","517","0","3086","383009","224035","385542.6","396606","250109","387691","689","689","0","0","4407","981","272","203","43980","31881","2519","43980","0"
"24064","0","851060","","ATASCOSA BANK","Pleasanton","TX","78064","12/31/2021","5/18/2022","NM","1525 W. Oaklawn","","1","0","0","7","0","Atascosa","41700","San Antonio-New Braunfels, TX","9/7/1982","9/7/1982","12/15/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.atascosabank.com","13","103180","32042","30995","55730","0","14359","183","0","474","0","0","575","103180","93249","93143","50763","93143","65.6269782513063","0","0","0","0","106","9931","9931","0","669","678","8584","0","0","0","386","101084","43732","98585.4","102518.5","0","102420","0","0","0","0","4646","2075","0","0","2611","9885","0","2611","0"
"90146","14766","408307","","ATHOL SAVINGS BANK","Athol","MA","1331","12/31/2021","5/18/2022","SB","388 Main St","","6","0","0","5","0","Worcester","49340","Worcester, MA-CT","2/12/1867","9/10/1985","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://www.ibankasb.com","81","554362","41910","37402","161879","801","328440","5158","0","5612","0","6","15714","554362","485343","480554","394690","480554","85.3995596748752","0","0","0","0","4789","69019","69019","0","0","0","69019","0","1292","0","1113","528522","405329","534462.8","547121","372161","550735","12800","12800","0","0","32731","6612","0","0","72875","70219","4658","72875","0"
"9096","12602","739346","","ATKINS SAVINGS BANK & TRUST","Atkins","IA","52206","12/31/2021","5/18/2022","NM","97 Main Ave.","","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","4/15/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.atkinssavingsbank.com","8","129138","3614","2313","50606","0","72593","909","0","772","0","0","1553","129138","113491","108792","83687","108792","83.164136361133","238","0","4000","0","461","15647","15647","0","60","1000","14587","0","393","0","1163","125512","59264","124123","125838.5","0","126408","0","0","0","0","14198","2363","0","0","14528","15388","0","14528","0"
"35525","0","3555695","3555686","ATLANTIC CAPITAL BANK, NATIONAL ASSOCIATION","Atlanta","GA","30326","12/31/2021","5/18/2022","N","945 E Paces Ferry Rd Ne","ATLANTIC CAPITAL BANCSHARES","3","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","6/26/2000","6/26/2000","3/19/2019","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","202","3818842","394019","377780","738929","137181","2347135","22186","0","17116","0","22522","161940","3818842","3378143","3335446","1855982","3335446","23.7621367009159","0","0","0","0","42697","440699","440699","0","60213","280945","99541","0","4152","3843","13450","3601025","962913","3830910.8","4014428","2886964","3852276","74385","37099","0","37286","2363","45","0","2087","1084501","410494","24956","1084501","377280"
"24829","0","959715","4923497","ATLANTIC COMMUNITY BANKERS BANK","Camp Hill","PA","17011","12/31/2021","5/18/2022","SM","1400 Market St.","ATLANTIC CMTY BANCSHARES INC","3","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","11/21/1983","11/21/1983","1/28/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acbb.com","65","733036","171562","128635","182643","14154","323229","9331","0","446","0","729","40273","733036","604457","461990","67473","461990","27.1185083554428","83118","0","48753","0","10596","128579","128382","0","3292","30766","94324","197","146","0","1280","648661","293509","756128.8","730969.5","452091","776132","28785","25475","0","3310","106419","8151","48753","0","104372","127577","5907","104372","20000"
"34589","14594","693224","1971693","ATLANTIC UNION BANK","Richmond","VA","23219","12/31/2021","5/18/2022","SM","1051 E. Cary St, # 1200","ATLANTIC UNION BANKSHARES CORP","131","0","1","4","0","Richmond City","40060","Richmond, VA","11/4/1997","11/4/1997","5/20/2019","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.atlanticunionbank.com","1876","20000309","799677","618714","4108010","2824","13116917","99787","71618","181966","8254","978872","732171","20000309","17042931","16718291","11404475","16718291","64.9795099571825","117870","48383","9477","0","148910","2957378","2957378","0","5","2234399","722974","0","40230","2050","65296","17846465","6516525","19842778.2","19937262","15278550","19203955","429397","344043","46122","39232","555396","1575","0","20861","5825557","1990753","53370","5825557","5725174"
"284","9664","811541","2151670","AUBURN BANKING COMPANY","Auburn","KY","42206","12/31/2021","5/18/2022","NM","218 W Main St","FIRST COMMUNITY BCORP INC","2","0","0","4","1","Logan","","","1/1/1929","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.auburnbankingcompany.com","23","107458","2717","166","22794","1619","75115","553","0","1343","0","0","3870","107458","98232","95253","58336","95253","85.0030441080763","2650","0","0","0","329","9226","9226","0","200","5985","3041","0","821","610","469","99694","60008","105170.4","107167","82347","107656","0","0","0","0","7899","959","0","0","12548","9415","553","12548","0"
"28288","1305","229173","3799369","AUBURN SAVINGS BANK, FSB","Auburn","ME","4210","12/31/2021","5/18/2022","SA","256 Court St","AUBURN BCORP MHC","2","0","0","5","0","Androscoggin","30340","Lewiston-Auburn, ME","1/1/1887","1/17/1951","5/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.auburnsavings.com","21","92911","7304","6321","10836","0","71243","867","0","1626","0","254","1648","92911","85039","78698","64691","78698","85.4165872501557","0","0","5223","0","1118","7872","7872","0","940","0","6932","0","792","0","238","88400","63262","95950.6","94489.5","58273","94288","852","852","0","0","8526","81","5000","0","10876","7978","730","10876","0"
"11477","0","979151","","AUBURN STATE BANK","Auburn","NE","68305","12/31/2021","5/18/2022","SM","1212 J St.","","1","0","0","2","0","Nemaha","","","1/1/1905","1/1/1934","10/16/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.auburnstatebank.com","27","223832","17529","12638","107113","0","89166","1481","0","2831","0","0","7193","223832","187902","184313","144160","184313","68.7091317219168","0","0","2327","0","1262","35930","35930","0","1162","1600","33168","0","0","0","1895","208917","114508","217692.2","220979.5","0","218211","4700","4004","0","696","13355","1427","2327","0","12043","34366","0","12043","0"
"35","9177","749635","1129533","AUBURNBANK","Auburn","AL","36830","12/31/2021","5/18/2022","SM","132 N Gay St","AUBURN NATIONAL BCORP INC","8","0","0","4","0","Lee","12220","Auburn-Opelika, AL","1/3/1907","1/1/1934","6/12/2021","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.auburnbank.com","152","1104523","78839","67629","421891","77420","454802","4939","0","41786","374","1309","28102","1104523","1003572","996948","678111","996948","57.5413739909239","3448","0","710","0","2466","100951","100951","0","102","10781","90068","0","444","0","3551","1021742","569051","1030987","1084872","616494","1070188","19635","16537","3098","0","61788","1757","0","1376","73036","100059","5104","73036","0"
"5814","0","760649","5085664","AUDUBON STATE BANK","Audubon","IA","50025","12/31/2021","5/18/2022","NM","315 Broadway","AUDUBON COUNTY INVESTMENT CO","2","0","0","2","1","Audubon","","","1/1/1876","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.audubonstatebank.com","15","145409","14692","11671","18412","0","107218","1012","0","660","0","2830","1597","145409","130435","124900","106545","124900","70.8025165690135","0","0","5298","0","237","14974","14974","0","600","12004","2370","0","11","0","1143","137301","11887","138625.2","143293","102550","138505","0","0","0","0","4530","3129","4500","0","21572","12380","1012","21572","0"
"3276","16121","548351","3035227","AUSTIN BANK, TEXAS NATIONAL ASSOCIATION","Jacksonville","TX","75766","12/31/2021","5/18/2022","N","200 E. Commerce St.","JSA FAMILY LTD PARTNERSHIP","35","0","0","4","0","Cherokee","","","10/1/1900","1/1/1934","10/9/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.austinbank.com","467","2597738","420264","388111","440747","0","1624108","19981","0","36954","378","10913","64374","2597738","2271843","2206641","1260583","2206641","73.68759257005","43651","0","0","0","21551","325895","325895","0","1000","38022","286873","0","9729","1851","8474","2452966","233914","2442319.8","2571775.5","0","2577295","33100","33100","0","0","121653","22916","0","689","246862","318414","0","246862","689"
"58082","0","3347911","5529654","AUSTIN CAPITAL BANK SSB","Austin","TX","78757","12/31/2021","5/18/2022","SB","8100 Shoal Creek Blvd.","GREENBACK FINCORP INC","15","0","1","6","0","Travis","12420","Austin-Round Rock, TX","1/9/2006","1/9/2006","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.austincapitalbank.com","184","414678","62042","60748","0","0","339949","947","0","7576","0","0","5111","414678","386543","381232","369501","381232","97.2602919382549","0","0","2831","0","2480","28135","28135","0","2265","18251","7619","0","212","0","1610","400697","290327","370901","419019.5","30424","421689","0","0","0","0","1588","1698","1750","14932","0","28135","387","0","60493"
"58484","0","3463875","4230216","AUSTIN COUNTY STATE BANK","Bellville","TX","77418","12/31/2021","5/18/2022","NM","436 S. Front St.","AUSTIN COUNTY BANCSHARES INC","5","0","0","4","1","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/26/2007","6/26/2007","7/23/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.acsbank.com","45","307855","49409","45030","25474","0","220873","4230","0","5674","0","0","6425","307855","280075","274121","212832","274121","65.5750728862974","0","0","5520","0","434","27780","27705","0","608","6679","20418","75","705","0","956","291377","125457","278069.6","292978.5","220254","294802","4471","4471","0","0","29720","463","5520","0","25592","27146","2771","25592","0"
"35115","15850","2860459","4265508","AUTO CLUB TRUST, FSB","Dearborn","MI","48126","12/31/2021","5/18/2022","SA","One Auto Club Dr.","AUTO CLUB GROUP THE","1","0","0","8","0","Wayne","19820","Detroit-Warren-Dearborn, MI","11/30/1999","11/30/1999","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.aaa.com/banking","92","579580","15769","15423","263415","0","278344","4568","0","234","0","0","21818","579580","521923","386655","380910","386655","86.9064152797714","0","0","132000","0","3268","57657","57657","0","56768","51831","-50942","0","1722","0","1586","557182","289971","590593.8","584819","396332","587348","0","0","0","0","52649","0","132000","1977","43094","53546","4568","43094","0"
"11771","0","859141","1203451","AVAILA BANK","Carroll","IA","51401","12/31/2021","5/18/2022","NM","126 W. 6th","CARROLL COUNTY BANCSHARES INC","18","0","0","2","0","Carroll","","","1/1/1870","1/1/1934","6/23/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.availa.bank","188","1464817","73087","41193","422571","10212","872427","9564","0","24996","660","23809","37055","1464817","1306084","1260186","1040140","1260186","76.6440497524515","24837","0","11000","0","10061","158733","158733","0","590","52399","105744","0","1656","0","8396","1346403","548225","1393704.8","1446747.5","0","1448611","21866","21866","0","0","72550","1560","11000","362","234804","132295","0","234804","6203"
"2326","52136","262059","1057980","AVB BANK","Broken Arrow","OK","74012","12/31/2021","5/18/2022","NM","322 S. Main St.","ARKANSAS VALLEY BANCSHARES INC","4","0","0","4","0","Tulsa","46140","Tulsa, OK","2/16/1905","1/1/1934","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.avb.bank","81","486642","64206","61220","74579","0","323659","6717","0","10105","0","0","14093","486642","440182","432669","345602","432669","63.2473042738756","0","0","5000","0","2513","46460","46460","0","1000","5000","40460","0","82","0","959","459458","223781","465343.8","474297.5","340822","471314","11637","11637","0","0","14669","618","5000","0","81348","46636","4291","81348","0"
"57510","0","3214059","3680980","AVIDBANK","San Jose","CA","95112","12/31/2021","5/18/2022","NM","1732 N 1st St. 6th Fl.","AVIDBANK HOLDINGS INC","3","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/1/2003","10/1/2003","11/13/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","https://www.avidbank.com","126","2159605","493343","463727","380170","0","1210290","13054","0","19268","0","0","56534","2159605","2008424","1983533","986254","1983533","15.7319667668233","0","0","0","0","24891","151181","151181","0","41406","42040","67735","0","3244","0","3518","2054187","628079","1709271.2","1992228.5","1587833","2051297","31875","31875","0","0","79475","0","0","0","566633","155680","13446","566633","0"
"90215","10957","619701","2465528","AVIDIA BANK","Hudson","MA","1749","12/31/2021","5/18/2022","SB","42 Main St","ASSABET VALLEY BCORP","10","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","2/26/1869","11/27/1985","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.avidiabank.com","258","2328512","279493","272006","361789","0","1584830","17189","921","23151","0","15190","63138","2328512","2125416","2084688","1654571","2084688","69.9462912166958","0","921","10000","0","29807","203096","203096","0","500","3998","198598","0","3766","1451","6240","2219546","1298853","2225892.2","2322428.5","1623598","2332710","28547","19490","6657","2400","73591","4764","10000","3556","418160","191918","17189","418160","90126"
