 CUSIP              DEALER                                   
 3130ASJ91          Multi Bank                               
 3130ASJA8          RBC                                      
 3130ASJB6          StoneX Financial                         
 3130ASJC4          Piper Sandler                            
 3130ASJD2          Multi Bank                               
 3130ASJE0          Stifel                                   
 3130ASJF7          Loop CM                                  
 3130ASJG5          Loop CM                                  
 3130ASJH3          Samuel Ramirez                           
 3130ASJJ9          RW Baird                                 
 3130ASJK6          RW Baird                                 
 3130ASJL4          Multi Bank                               
 3130ASJM2          Multi Bank                               
 3130ASJN0          JVB Financial Group                      
 3130ASJP5          Truist                                   
 3130ASJQ3          Raymond James                            
 3130ASJR1          Loop CM                                  
 3130ASJS9          PNC CM                                   
 3130ASJT7          Stifel                                   
 3130ASJU4          WFS                                      
 3130ASJV2          WFS                                      
 3130ASJW0          WFS                                      
 3130ASJX8          WFS                                      
 3130ASJY6          WFS                                      
 3130ASJZ3          WFS                                      
 3130ASK24          WFS                                      
 3130ASK32          WFS                                      
 3130ASK40          Hilltop Sec                              
 3130ASK57          WFS                                      
 3130ASK65          WFS                                      
 3130ASK73          WFS                                      
 3130ASK81          Truist                                   
 3130ASK99          Duncan-Williams                          
 3130ASKA6          StoneX Financial                         
 3130ASKA6          RW Baird                                 
 3130ASKA6          InspereX                                 
 3130ASKB4          WFS                                      
 3130ASKB4          BNY Mel                                  
 3130ASKC2          WFS                                      
 3130ASKC2          BNY Mel                                  
 3130ASKD0          StoneX Financial                         
 3130ASKD0          Truist                                   
 3130ASKD0          RW Baird                                 
 3130ASKE8          Raymond James                            
 3130ASKE8          Piper Sandler                            
 3130ASKE8          Stifel                                   
 3130ASKF5          Raymond James                            
 3130ASKF5          Piper Sandler                            
 3130ASKF5          Stifel                                   
 3130ASKG3          Piper Sandler                            
 3130ASKH1          Piper Sandler                            
 3130ASKJ7          Barclays                                 
 3130ASKK4          Raymond James                            
 3130ASKK4          Cantor                                   
 3130ASKK4          Stifel                                   
 3130ASKL2          Raymond James                            
 3130ASKL2          Cantor                                   
 3130ASKL2          Stifel                                   
 3130ASKM0          FHN                                      
 3130ASKN8          Jefferies                                
 3130ASKP3          Jefferies                                
 3130ASKQ1          Raymond James                            
 3130ASKQ1          D.A. Davidson                            
 3130ASKQ1          Stifel                                   
 3130ASKR9          Raymond James                            
 3130ASKR9          RW Baird                                 
 3130ASKR9          BOK                                      
 3130ASKS7          StoneX Financial                         
 3130ASKS7          RW Baird                                 
 3130ASKS7          InspereX                                 
 3130ASKT5          RBC                                      
 3130ASKU2          Truist                                   
 3130ASKV0          Amherst Pierpont                         
 3130ASKV0          Mesirow                                  
 3130ASKW8          InspereX                                 
 3130ASKX6          FHN                                      
 3130ASKY4          StoneX Financial                         
 3130ASKZ1          StoneX Financial                         
 3130ASKZ1          InspereX                                 
 3130ASL23          Multi Bank                               
 3130ASL31          UBS                                      
 3130ASL31          RBC                                      
 3130ASL64          RBC                                      
 3130ASL72          Loop CM                                  
 3130ASL98          StoneX Financial                         
 3130ASL98          InspereX                                 
 3130ASL98          RBC                                      
 3130ASLA5          StoneX Financial                         
 3130ASLA5          UBS                                      
 3130ASLA5          InspereX                                 
 3130ASLB3          Raymond James                            
 3130ASLB3          Cantor                                   
 3130ASLB3          Stifel                                   
 3130ASLC1          FHN                                      
 3130ASLC1          Morgan Stanley                           
 3130ASLD9          Raymond James                            
 3130ASLD9          Cantor                                   
 3130ASLD9          Stifel                                   
 3130ASLE7          Raymond James                            
 3130ASLE7          Piper Sandler                            
 3130ASLE7          Stifel                                   
 3130ASLF4          FHN                                      
 3130ASLF4          Morgan Stanley                           
 3130ASLG2          Raymond James                            
 3130ASLG2          Cantor                                   
 3130ASLG2          Stifel                                   
 3130ASLH0          Raymond James                            
 3130ASLH0          Cantor                                   
 3130ASLH0          Stifel                                   
 3130ASLJ6          WFS                                      
 3130ASLK3          RBC                                      
 3130ASLL1          RBC                                      
 3130ASLM9          CastleOak                                
 3130ASLN7          Mischler                                 
 3130ASLP2          Raymond James                            
 3130ASLP2          Stifel                                   
 3130ASLQ0          FHN                                      
 3130ASLR8          WFS                                      
 3130ASLR8          BNY Mel                                  
 3130ASLS6          Raymond James                            
 3130ASLS6          Piper Sandler                            
 3130ASLS6          Stifel                                   
 3130ASLT4          WFS                                      
 3130ASLT4          Jefferies                                
 3130ASLU1          Truist                                   
 3130ASLV9          RBC                                      
 3130ASLW7          Citigroup                                
 3130ASLW7          UBS                                      
 3130ASLW7          Jefferies                                
 3130ASLW7          Academy Sec                              
 3130ASLW7          Siebert Williams                         
 3130ASLX5          Stifel                                   
 3130ASLY3          WFS                                      
 3130ASLZ0          Stifel                                   
 3130ASM22          Raymond James                            
 3130ASM22          Stifel                                   
 3130ASM30          Raymond James                            
 3130ASM30          Stifel                                   
 3130ASM48          FHN                                      
 3130ASM48          Nomura Securities                        
 3130ASM48          RBC                                      
 3130ASM55          WFS                                      
 3130ASM63          BofA                                     
 3130ASM71          UBS                                      
 3130ASM71          CastleOak                                
 3130ASM71          Siebert Williams                         
 3130ASM89          Citigroup                                
 3130ASM89          Academy Sec                              
 3130ASM97          UBS                                      
 3130ASM97          RBC                                      
 3130ASMA4          Truist                                   
 3130ASMB2          Truist                                   
 3130ASMC0          Stifel                                   
 3130ASMD8          Barclays                                 
 3130ASMD8          WFS                                      
 3130ASMD8          Nomura Securities                        
 3130ASME6          Barclays                                 
 3130ASME6          WFS                                      
 3130ASME6          Mizuho Securities                        
 3130ASME6          Citigroup                                
 3130ASME6          Piper Sandler                            
 3130ASME6          Blaylock Van                             
 3130ASME6          Loop CM                                  
 3130ASME6          Jefferies                                
 3130ASME6          Cabrera CM                               
 3130ASME6          Stifel                                   
 3130ASME6          Academy Sec                              
 3130ASME6          Drexel Ham                               
 3130ASMF3          Barclays                                 
 3130ASMF3          WFS                                      
 3130ASMF3          Citigroup                                
 3130ASMF3          Deutsche NY                              
 3130ASMF3          NatWest Mkts                             
 3130ASMF3          Loop CM                                  
 3130ASMF3          Jefferies                                
 3130ASMF3          CastleOak                                
 3130ASMG1          Raymond James                            
 3130ASMH9          WFS                                      
 3130ASMH9          BNY Mel                                  
 3130ASMH9          Jefferies                                
 3130ASMJ5          Raymond James                            
 3130ASMJ5          Stifel                                   
 3130ASMK2          Loop CM                                  
 3130ASML0          Country Club                             
 3130ASML0          Truist                                   
 3130ASML0          BOK                                      
 3130ASMM8          StoneX Financial                         
 3130ASMM8          InspereX                                 
 3130ASMM8          RBC                                      
 3130ASMN6          Raymond James                            
 3130ASMN6          Piper Sandler                            
 3130ASMN6          Stifel                                   
 3130ASMP1          WFS                                      
 3130ASMQ9          WFS                                      
 3130ASMQ9          BNY Mel                                  
 3130ASMQ9          Jefferies                                
 3130ASMR7          Raymond James                            
 3130ASMR7          Piper Sandler                            
 3130ASMR7          Stifel                                   
 3130ASMS5          Loop CM                                  
 3130ASMT3          Raymond James                            
 3130ASMT3          Stifel                                   
 3130ASMU0          FHN                                      
 3130ASMX4          Barclays                                 
 3130ASMX4          Daiwa Securities                         
 3130ASMX4          J. P. Morgan NY                          
 3130ASMX4          Citigroup                                
 3130ASMX4          Jefferies                                
 3130ASMY2          Barclays                                 
 3130ASMY2          Nomura Securities                        
 3130ASMZ9          Barclays                                 
 3130ASMZ9          WFS                                      
 3130ASMZ9          Nomura Securities                        
 3130ASMZ9          Deutsche NY                              
 3130ASN21          WFS                                      
 3130ASN39          Loop CM                                  
 3130ASN47          WFS                                      
 3130ASN47          BNY Mel                                  
 3130ASN54          UBS                                      
 3130ASN54          RBC                                      
 3130ASN62          StoneX Financial                         
 3130ASN62          InspereX                                 
 3130ASN70          Duncan-Williams                          
 3130ASN70          D.A. Davidson                            
 3130ASN88          Truist                                   
 3130ASN88          RBC                                      
 3130ASN96          Truist                                   
 3130ASN96          RBC                                      
 3130ASNA3          StoneX Financial                         
 3130ASNA3          Daiwa Securities                         
 3130ASNA3          InspereX                                 
 3130ASNA3          Stifel                                   
 3130ASNB1          Truist                                   
 3130ASNB1          RBC                                      
 3130ASNC9          Truist                                   
 3130ASNC9          RBC                                      
 3130ASND7          RBC                                      
 3130ASNE5          WFS                                      
 3130ASNE5          BNY Mel                                  
 3130ASNE5          Jefferies                                
 3130ASNF2          StoneX Financial                         
 3130ASNF2          PNC CM                                   
 3130ASNG0          Truist                                   
 3130ASNH8          WFS                                      
 3130ASNH8          BNY Mel                                  
 3130ASNH8          Jefferies                                
 3130ASNJ4          Country Club                             
 3130ASNJ4          Stifel                                   
 3130ASNJ4          BOK                                      
 3130ASNK1          Piper Sandler                            
 3130ASNL9          Loop CM                                  
 3130ASNM7          Barclays                                 
 3130ASNM7          Mizuho Securities                        
 3130ASNN5          StoneX Financial                         
 3130ASNN5          RW Baird                                 
 3130ASNN5          InspereX                                 
 3130ASNP0          UMB Bank                                 
 3130ASNP0          Mesirow                                  
 3130ASNQ8          StoneX Financial                         
 3130ASNQ8          PNC CM                                   
 3130ASNR6          Raymond James                            
 3130ASNR6          Piper Sandler                            
 3130ASNR6          Stifel                                   
 3130ASNS4          Raymond James                            
 3130ASNS4          Piper Sandler                            
 3130ASNS4          Stifel                                   
 3130ASNT2          Truist                                   
 3130ASNU9          FHN                                      
 3130ASNV7          StoneX Financial                         
 3130ASNV7          InspereX                                 
 3130ASNW5          Raymond James                            
 3130ASNW5          Piper Sandler                            
 3130ASNW5          Stifel                                   
 3130ASNX3          Mesirow                                  
 3130ASNY1          Great Pac                                
 3130ASNZ8          BOK                                      
 3130ASP29          Raymond James                            
 3130ASP29          Piper Sandler                            
 3130ASP29          Stifel                                   
 3130ASP37          Raymond James                            
 3130ASP37          Stifel                                   
 3130ASP45          BofA                                     
 3130ASP52          Raymond James                            
 3130ASP52          Piper Sandler                            
 3130ASP52          Stifel                                   
 3130ASP60          Cantor                                   
 3130ASP78          Cantor                                   
 3130ASP86          Raymond James                            
 3130ASP86          Stifel                                   
 3130ASP94          Raymond James                            
 3130ASP94          Stifel                                   
 3130ASPA1          BOK                                      
 3130ASPB9          Raymond James                            
 3130ASPB9          Piper Sandler                            
 3130ASPB9          Stifel                                   
 3130ASPC7          WFS                                      
 3130ASPD5          Raymond James                            
 3130ASPD5          Piper Sandler                            
 3130ASPD5          Stifel                                   
 3130ASPE3          Daiwa Securities                         
 3130ASPE3          InspereX                                 
 3130ASPE3          RBC                                      
 3130ASPF0          Nomura Securities                        
 3130ASPG8          Mesirow                                  
 3130ASPH6          Raymond James                            
 3130ASPH6          Piper Sandler                            
 3130ASPH6          Stifel                                   
 3130ASPJ2          Raymond James                            
 3130ASPJ2          Piper Sandler                            
 3130ASPJ2          Stifel                                   
 3130ASPK9          Raymond James                            
 3130ASPK9          Piper Sandler                            
 3130ASPK9          Stifel                                   
 3130ASPL7          Raymond James                            
 3130ASPL7          Piper Sandler                            
 3130ASPL7          Stifel                                   
 3130ASPM5          Raymond James                            
 3130ASPM5          Stifel                                   
 3130ASPN3          Duncan-Williams                          
 3130ASPN3          D.A. Davidson                            
 3130ASPN3          BOK                                      
 3130ASPP8          StoneX Financial                         
 3130ASPP8          UBS                                      
 3130ASPP8          InspereX                                 
 3130ASPQ6          Raymond James                            
 3130ASPQ6          Piper Sandler                            
 3130ASPQ6          Stifel                                   
 3130ASPR4          FHN                                      
 3130ASPS2          Raymond James                            
 3130ASPS2          Piper Sandler                            
 3130ASPS2          Stifel                                   
 3130ASPT0          Truist                                   
 3130ASPT0          RW Baird                                 
 3130ASPT0          Brean Capital                            
 3130ASPU7          FHN                                      
 3130ASPV5          Truist                                   
 3130ASPW3          WFS                                      
 3130ASPW3          TD Securities                            
 3130ASPX1          Raymond James                            
 3130ASPX1          Duncan-Williams                          
 3130ASPX1          D.A. Davidson                            
 3130ASPY9          StoneX Financial                         
 3130ASPY9          UBS                                      
 3130ASPY9          InspereX                                 
 3130ASPZ6          Raymond James                            
 3130ASQ28          PNC CM                                   
 3130ASQ36          Barclays                                 
 3130ASQ44          WFS                                      
 3130ASQ44          BNY Mel                                  
 3130ASQ44          Jefferies                                
 3130ASQ51          Truist                                   
 3130ASQ69          Truist                                   
 3130ASQ77          Barclays                                 
 3130ASQ77          Citigroup                                
 3130ASQ77          Loop CM                                  
 3130ASQ77          Siebert Williams                         
 3130ASQ85          Barclays                                 
 3130ASQ85          Samuel Ramirez                           
 3130ASQ93          StoneX Financial                         
 3130ASQ93          InspereX                                 
 3130ASQA0          WFS                                      
 3130ASQB8          Piper Sandler                            
 3130ASQC6          Barclays                                 
 3130ASQD4          Loop CM                                  
 3130ASQE2          RBC                                      
 3130ASQF9          FHN                                      
 3130ASQG7          Raymond James                            
 3130ASQG7          Piper Sandler                            
 3130ASQG7          Stifel                                   
 3130ASQH5          Nomura Securities                        
 3130ASQJ1          Raymond James                            
 3130ASQJ1          Piper Sandler                            
 3130ASQJ1          Stifel                                   
 3130ASQK8          FHN                                      
 3130ASQL6          Loop CM                                  
 3130ASQM4          StoneX Financial                         
 3130ASQM4          UBS                                      
 3130ASQM4          InspereX                                 
 3130ASQN2          Raymond James                            
 3130ASQN2          Stifel                                   
 3130ASQP7          Raymond James                            
 3130ASQP7          Piper Sandler                            
 3130ASQP7          Stifel                                   
 3130ASQQ5          StoneX Financial                         
 3130ASQQ5          RW Baird                                 
 3130ASQQ5          InspereX                                 
 3130ASQR3          PNC CM                                   
 3130ASQR3          Truist                                   
 3130ASQS1          Truist                                   
 3130ASQS1          RW Baird                                 
 3130ASQS1          Brean Capital                            
 3130ASQT9          Multi Bank                               
 3130ASQU6          Raymond James                            
 3130ASQU6          Piper Sandler                            
 3130ASQU6          Stifel                                   
 3130ASQV4          Loop CM                                  
 3130ASQW2          UBS                                      
 3130ASQW2          InspereX                                 
 3130ASQW2          RBC                                      
 3130ASQX0          InspereX                                 
 3130ASQY8          Piper Sandler                            
 3130ASQZ5          Citigroup                                
 3130ASQZ5          Deutsche NY                              
 3130ASQZ5          TD Securities                            
 3130ASQZ5          Academy Sec                              
 3130ASR27          UBS                                      
 3130ASR35          Loop CM                                  
 3130ASR43          Loop CM                                  
 3130ASR50          FHN                                      
 3130ASR68          Nomura Securities                        
 3130ASR68          Deutsche NY                              
 3130ASR68          Multi Bank                               
 3130ASR68          Siebert Williams                         
 3130ASR76          Raymond James                            
 3130ASR76          D.A. Davidson                            
 3130ASR76          BOK                                      
 3130ASR84          Barclays                                 
 3130ASR84          Daiwa Securities                         
 3130ASR84          J. P. Morgan NY                          
 3130ASR84          Nomura Securities                        
 3130ASR84          Citigroup                                
 3130ASR84          UBS                                      
 3130ASR84          Loop CM                                  
 3130ASR84          RBC                                      
 3130ASR84          TD Securities                            
 3130ASR84          Academy Sec                              
 3130ASR84          Siebert Williams                         
 3130ASR84          ASL                                      
 3130ASR92          FHN                                      
 3130ASR92          Morgan Stanley                           
 3130ASRA9          Barclays                                 
 3130ASRA9          StoneX Financial                         
 3130ASRA9          Daiwa Securities                         
 3130ASRA9          WFS                                      
 3130ASRA9          Nomura Securities                        
 3130ASRA9          Citigroup                                
 3130ASRA9          Deutsche NY                              
 3130ASRA9          UBS                                      
 3130ASRA9          Amherst Pierpont                         
 3130ASRA9          Jefferies                                
 3130ASRA9          RBC                                      
 3130ASRA9          CastleOak                                
 3130ASRA9          Mischler                                 
 3130ASRA9          TD Securities                            
 3130ASRA9          Academy Sec                              
 3130ASRA9          Siebert Williams                         
 3130ASRB7          Raymond James                            
 3130ASRB7          Piper Sandler                            
 3130ASRB7          Stifel                                   
 3130ASRC5          WFS                                      
 3130ASRC5          BNY Mel                                  
 3130ASRC5          Jefferies                                
 3130ASRD3          WFS                                      
 3130ASRD3          BNY Mel                                  
 3130ASRD3          Jefferies                                
 3130ASRE1          WFS                                      
 3130ASRE1          BNY Mel                                  
 3130ASRE1          Jefferies                                
 3130ASRF8          FHN                                      
 3130ASRF8          J. P. Morgan NY                          
 3130ASRF8          Morgan Stanley                           
 3130ASRG6          Raymond James                            
 3130ASRG6          Piper Sandler                            
 3130ASRG6          Stifel                                   
 3130ASRH4          Truist                                   
 3130ASRH4          RW Baird                                 
 3130ASRH4          RBC                                      
 3130ASRJ0          TD Securities                            
 3130ASRK7          Raymond James                            
 3130ASRK7          Stifel                                   
 3130ASRL5          StoneX Financial                         
 3130ASRL5          PNC CM                                   
 3130ASRM3          FHN                                      
 3130ASRN1          WFS                                      
 3130ASRP6          WFS                                      
 3130ASRQ4          Raymond James                            
 3130ASRQ4          Stifel                                   
 3130ASRR2          Raymond James                            
 3130ASRR2          Stifel                                   
 3130ASRS0          RBC                                      
 3130ASRT8          BOK                                      
 3130ASRU5          Multi Bank                               
 3130ASRV3          WFS                                      
 3130ASRW1          WFS                                      
 3130ASRX9          Amherst Pierpont                         
 3130ASRY7          Truist                                   
 3130ASRZ4          Raymond James                            
 3130ASRZ4          Piper Sandler                            
 3130ASRZ4          Stifel                                   
 3130ASS26          Nomura Securities                        
 3130ASS34          Citigroup                                
 3130ASS42          Citigroup                                
 3130ASS59          Citigroup                                
 3130ASS67          StoneX Financial                         
 3130ASS67          UBS                                      
 3130ASS67          InspereX                                 
 3130ASS75          Raymond James                            
 3130ASS75          Piper Sandler                            
 3130ASS75          Stifel                                   
 3130ASS83          Raymond James                            
 3130ASS83          Piper Sandler                            
 3130ASS83          Stifel                                   
 3130ASS91          StoneX Financial                         
 3130ASS91          RW Baird                                 
 3130ASS91          InspereX                                 
 3130ASSA8          Raymond James                            
 3130ASSA8          Piper Sandler                            
 3130ASSA8          Stifel                                   
 3130ASSB6          Nomura Securities                        
 3130ASSB6          Citigroup                                
 3130ASSC4          Citigroup                                
 3130ASSD2          Multi Bank                               
 3130ASSE0          Barclays                                 
 3130ASSF7          RBC                                      
 3130ASSG5          Barclays                                 
 3130ASSH3          WFS                                      
 3130ASSJ9          Truist                                   
 3130ASSJ9          Hilltop Sec                              
 3130ASSK6          Nomura Securities                        
 3130ASSL4          Truist                                   
 3130ASSL4          D.A. Davidson                            
 3130ASSL4          BOK                                      
 3130ASSM2          Loop CM                                  
 3130ASSN0          Multi Bank                               
 3130ASSP5          BofA                                     
 3130ASSP5          Nomura Securities                        
 3130ASSP5          Jefferies                                
 3130ASSP5          TD Securities                            
 3130ASSQ3          PNC CM                                   
 3130ASSR1          Truist                                   
 3130ASSR1          RBC                                      
 3130ASSS9          Barclays                                 
 3130ASSS9          Daiwa Securities                         
 3130ASSS9          BofA                                     
 3130ASSS9          Loop CM                                  
 3130ASSS9          TD Securities                            
 3130ASSS9          Academy Sec                              
 3130ASST7          Barclays                                 
 3130ASST7          Mizuho Securities                        
 3130ASST7          Amherst Pierpont                         
 3130ASSU4          Truist                                   
 3130ASSU4          RBC                                      
 3130ASSV2          Barclays                                 
 3130ASSV2          WFS                                      
 3130ASSV2          Nomura Securities                        
 3130ASSW0          Barclays                                 
 3130ASSW0          Deutsche NY                              
 3130ASSW0          Jefferies                                
 3130ASSX8          Stifel                                   
 3130ASSY6          Barclays                                 
 3130ASSY6          Daiwa Securities                         
 3130ASSY6          BofA                                     
 3130ASSY6          Nomura Securities                        
 3130ASSY6          Citigroup                                
 3130ASSY6          CastleOak                                
 3130ASSY6          Penserra Sec                             
 3130ASSZ3          Citigroup                                
 3130ASSZ3          Loop CM                                  
 3130ASSZ3          Jefferies                                
 3130ASSZ3          Penserra Sec                             
 3130AST25          Raymond James                            
 3130AST25          Piper Sandler                            
 3130AST25          Stifel                                   
 3130AST33          WFS                                      
 3130AST33          BNY Mel                                  
 3130AST33          Jefferies                                
 3130AST41          Raymond James                            
 3130AST41          Piper Sandler                            
 3130AST41          Stifel                                   
 3130AST58          Barclays                                 
 3130AST58          J. P. Morgan NY                          
 3130AST58          Citigroup                                
 3130AST66          Barclays                                 
 3130AST66          WFS                                      
 3130AST66          Nomura Securities                        
 3130AST74          Barclays                                 
 3130AST82          Barclays                                 
 3130AST90          Barclays                                 
 3130AST90          Academy Sec                              
 3130ASTA7          Raymond James                            
 3130ASTA7          Stifel                                   
 3130ASTB5          Citigroup                                
 3130ASTB5          Academy Sec                              
 3130ASTC3          Cantor                                   
 3130ASTD1          Citigroup                                
 3130ASTE9          InspereX                                 
 3130ASTG4          FHN                                      
 3130ASTG4          WFS                                      
 3130ASTG4          Mizuho Securities                        
 3130ASTG4          InspereX                                 
 3130ASTH2          Truist                                   
 3130ASTJ8          Barclays                                 
 3130ASTJ8          J. P. Morgan NY                          
 3130ASTJ8          Nomura Securities                        
 3130ASTJ8          Citigroup                                
 3130ASTJ8          Loop CM                                  
 3130ASTJ8          Jefferies                                
 3130ASTJ8          Academy Sec                              
 3130ASTK5          Amherst Pierpont                         
 3130ASTL3          Cantor                                   
 3130ASTM1          Truist                                   
 3130ASTN9          Multi Bank                               
 3130ASTP4          StoneX Financial                         
 3130ASTP4          Daiwa Securities                         
 3130ASTP4          Nomura Securities                        
 3130ASTP4          Citigroup                                
 3130ASTQ2          InspereX                                 
 3130ASTR0          FHN                                      
 3130ASTR0          Morgan Stanley                           
 3130ASTS8          FHN                                      
 3130ASTS8          Morgan Stanley                           
 3130ASTT6          Barclays                                 
 3130ASTU3          Citigroup                                
 3130ASTV1          FHN                                      
 3130ASTV1          Morgan Stanley                           
 3130ASTW9          Raymond James                            
 3130ASTW9          Piper Sandler                            
 3130ASTW9          Stifel                                   
 3130ASTX7          Raymond James                            
 3130ASTX7          Piper Sandler                            
 3130ASTX7          Stifel                                   
 3130ASTY5          Raymond James                            
 3130ASTY5          Stifel                                   
 3130ASTZ2          Raymond James                            
 3130ASTZ2          Piper Sandler                            
 3130ASTZ2          Stifel                                   
 3130ASU23          Barclays                                 
 3130ASU23          Nomura Securities                        
 3130ASU23          Jefferies                                
 3130ASU23          CastleOak                                
 3130ASU23          TD Securities                            
 3130ASU31          WFS                                      
 3130ASU49          Barclays                                 
 3130ASU49          Daiwa Securities                         
 3130ASU49          Deutsche NY                              
 3130ASU49          Loop CM                                  
 3130ASU49          Jefferies                                
 3130ASU49          Academy Sec                              
 3130ASU56          StoneX Financial                         
 3130ASU56          Daiwa Securities                         
 3130ASU56          InspereX                                 
 3130ASU56          Stifel                                   
 3130ASU64          BNY Mel                                  
 3130ASU64          Jefferies                                
 3130ASU72          Loop CM                                  
 3130ASU80          Cantor                                   
 3130ASU98          Amherst Pierpont                         
 3130ASU98          Mesirow                                  
 3130ASUA5          TD Securities                            
 3130ASUB3          StoneX Financial                         
 3130ASUB3          InspereX                                 
 3130ASUB3          Stifel                                   
 3130ASUC1          StoneX Financial                         
 3130ASUC1          Daiwa Securities                         
 3130ASUC1          InspereX                                 
 3130ASUC1          Stifel                                   
 3130ASUD9          Amherst Pierpont                         
 3130ASUE7          Raymond James                            
 3130ASUE7          Piper Sandler                            
 3130ASUE7          Stifel                                   
 3130ASUF4          Truist                                   
 3130ASUF4          Raymond James                            
 3130ASUF4          Cantor                                   
 3130ASUG2          Barclays                                 
 3130ASUG2          Citigroup                                
 3130ASUG2          Amherst Pierpont                         
 3130ASUG2          Siebert Williams                         
 3130ASUH0          WFS                                      
 3130ASUH0          Mizuho Securities                        
 3130ASUH0          Nomura Securities                        
 3130ASUH0          Citigroup                                
 3130ASUJ6          Raymond James                            
 3130ASUJ6          Stifel                                   
 3130ASUJ6          BOK                                      
 3130ASUK3          Raymond James                            
 3130ASUK3          Stifel                                   
 3130ASUL1          Citigroup                                
 3130ASUM9          Raymond James                            
 3130ASUM9          Piper Sandler                            
 3130ASUM9          Stifel                                   
 3130ASUN7          Goldman, Sachs & Co                      
 3130ASUP2          Truist                                   
 3130ASUP2          Raymond James                            
 3130ASUP2          Cantor                                   
 3130ASUQ0          FHN                                      
 3130ASUQ0          Morgan Stanley                           
 3130ASUR8          Barclays                                 
 3130ASUS6          Nomura Securities                        
 3130ASUT4          Barclays                                 
 3130ASUU1          Stifel                                   
 3130ASUV9          InspereX                                 
 3130ASUW7          InspereX                                 
 3130ASUX5          Nomura Securities                        
 3130ASUX5          TD Securities                            
 3130ASUY3          Barclays                                 
 3130ASUY3          Nomura Securities                        
 3130ASUY3          Citigroup                                
 3130ASUY3          Amherst Pierpont                         
 3130ASUY3          TD Securities                            
 3130ASUZ0          Raymond James                            
 3130ASUZ0          Stifel                                   
 3130ASV30          WFS                                      
 3130ASV48          Multi Bank                               
 3130ASV55          Daiwa Securities                         
 3130ASV55          WFS                                      
 3130ASV55          Mizuho Securities                        
 3130ASV55          Raymond James                            
 3130ASV55          InspereX                                 
 3130ASV63          Loop CM                                  
 3130ASV71          InspereX                                 
 3130ASV97          Raymond James                            
 3130ASV97          Piper Sandler                            
 3130ASV97          Stifel                                   
 3130ASVA4          StoneX Financial                         
 3130ASVA4          InspereX                                 
 3130ASVB2          Loop CM                                  
 3130ASVC0          Raymond James                            
 3130ASVC0          Cantor                                   
 3130ASVE6          InspereX                                 
 3130ASVF3          Daiwa Securities                         
 3130ASVF3          J. P. Morgan NY                          
 3130ASVF3          Nomura Securities                        
 3130ASVG1          StoneX Financial                         
 3130ASVG1          Truist                                   
 3130ASVG1          RW Baird                                 
 3130ASVH9          Raymond James                            
