CUSIP,SERIES,TRADED,ISSUED,MATURITY,TYPE,FIRSTCPN,F,PCR,CCR,R,S,CALL,ORIGINAL,REOPENED,OUTSTANDING,PRICE,COUPON,MINDENOM,MULTIPLES,DAYCNT,PAGENT,V,FORMULA
3130ANA75,HK-9026,2021-07-09,2021-07-28,2026-07-28,Domestic Bond,2022-01-28,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANA83,HL-9026,2021-07-09,2021-07-28,2026-07-28,Domestic Bond,2022-01-28,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.55,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.55
3130ANA91,X5-2025,2021-07-09,2021-07-28,2025-04-28,Domestic Bond,2022-01-28,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.625,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ANAA8,HM-9026,2021-07-09,2021-07-29,2026-01-29,Domestic Bond,2022-01-29,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANAB6,HN-9026,2021-07-09,2021-07-29,2026-07-29,Domestic Bond,2022-01-29,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.85
3130ANAC4,GH-9024,2021-07-09,2021-07-28,2024-10-28,Domestic Bond,2022-01-28,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ANAD2,HP-9026,2021-07-09,2021-07-29,2026-07-29,Domestic Bond,2022-01-29,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANAE0,B7-2027,2021-07-09,2021-07-29,2027-07-29,Domestic Bond,2022-01-29,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,1.25,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.25
3130ANAF7,PC-2031,2021-07-09,2021-07-21,2031-07-21,Domestic Bond,2022-01-21,S,USD,USD,F,C,OPR,3000000.0,0.0,3000000.0,100.0,1.47,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.47
3130ANAG5,GI-9024,2021-07-09,2021-07-29,2024-10-29,Domestic Bond,2021-10-29,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.55,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.55
3130ANAJ9,HQ-9026,2021-07-09,2021-07-27,2026-07-27,Domestic Bond,2022-01-27,S,USD,USD,F,C,OPR,200000000.0,0.0,200000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANAK6,X6-2025,2021-07-09,2021-07-22,2025-01-22,Domestic Bond,2022-01-22,S,USD,USD,F,U,OPR,150000000.0,0.0,150000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANAN0,5500,2021-07-09,2021-07-29,2025-01-29,Global Bond,2022-01-29,S,USD,USD,F,C,OPR,250000000.0,0.0,250000000.0,100.0,0.58,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.58
3130ANAP5,LQ-2029,2021-07-09,2021-07-26,2029-07-26,Domestic Bond,2022-01-26,S,USD,USD,F,U,OPR,30000000.0,0.0,30000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANAQ3,HR-9026,2021-07-09,2021-07-28,2026-07-28,Domestic Bond,2022-01-28,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.025,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.025
3130ANAR1,HS-9026,2021-07-12,2021-07-29,2026-07-29,Domestic Bond,2022-01-29,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.7,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ANAV2,X7-2025,2021-07-12,2021-07-28,2025-01-28,Domestic Bond,2022-01-28,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.55,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.55
3130ANAW0,X8-2025,2021-07-12,2021-07-29,2025-01-29,Domestic Bond,2022-01-29,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.55,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.55
3130ANKX7,LQ-9026,2021-08-04,2021-08-26,2026-05-26,Domestic Bond,2021-11-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.85
3130ANKY5,LR-9026,2021-08-04,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.625,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ANKZ2,YK-2028,2021-08-04,2021-08-25,2028-08-25,Domestic Bond,2022-02-25,S,USD,USD,F,U,OPR,20000000.0,0.0,20000000.0,100.0,0.75,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANL24,PI-2031,2021-08-04,2021-08-25,2031-08-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,16000000.0,0.0,16000000.0,100.0,1.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.65
3130ANL40,LS-9026,2021-08-05,2021-08-27,2026-08-27,Domestic Bond,2022-02-27,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.85
3130ANL57,LT-9026,2021-08-05,2021-08-25,2026-08-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ANL73,LU-9026,2021-08-05,2021-09-08,2026-09-08,Domestic Bond,2021-12-08,Q,USD,USD,F,U,OPR,60000000.0,0.0,60000000.0,100.0,0.2,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.2
3130ANL81,LV-9026,2021-08-05,2021-08-26,2026-05-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ANL99,LW-9026,2021-08-05,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,50000000.0,0.0,50000000.0,100.0,1.5,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.5
3130ANLA6,36-2025,2021-08-05,2021-08-26,2025-11-26,Domestic Bond,2021-11-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANLC2,LX-9026,2021-08-05,2021-08-27,2026-08-27,Domestic Bond,2022-02-27,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,0.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.85
3130ANLD0,LY-9026,2021-08-05,2021-09-10,2026-09-10,Domestic Bond,2021-12-10,Q,USD,USD,F,U,OPR,50000000.0,0.0,50000000.0,100.0,1.45,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.45
3130ANLE8,LZ-9026,2021-08-05,2021-09-10,2026-09-10,Domestic Bond,2022-03-10,S,USD,USD,F,U,OPR,50000000.0,0.0,50000000.0,100.0,1.35,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.35
3130ANLF5,E2-2027,2021-08-05,2021-08-24,2027-08-24,Domestic Bond,2022-02-24,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,1.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.05
3130ANLG3,LV-2029,2021-08-05,2021-08-23,2029-08-23,Domestic Bond,2022-02-23,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANLH1,MA-9026,2021-08-05,2021-08-24,2026-11-24,Domestic Bond,2022-02-24,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANLJ7,MB-9026,2021-08-05,2021-09-08,2026-09-08,Domestic Bond,2022-03-08,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,1.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.1
3130ANLK4,IM-9024,2021-08-05,2021-08-23,2024-08-23,Domestic Bond,2022-02-23,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.43,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.43
3130ANLL2,MC-9026,2021-08-05,2021-08-27,2026-08-27,Domestic Bond,2021-11-27,Q,USD,USD,F,U,OPR,50000000.0,0.0,50000000.0,100.0,1.4,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.4
3130ANLM0,MD-9026,2021-08-05,2021-09-15,2026-09-15,Domestic Bond,2021-12-15,Q,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,1.35,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.35
3130ANLN8,ME-9026,2021-08-05,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,40000000.0,0.0,40000000.0,100.0,0.6,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.6
3130ANLP3,YL-2028,2021-08-05,2021-08-25,2028-02-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANLQ1,IN-9024,2021-08-05,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.45,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.45
3130ANLR9,IP-9024,2021-08-05,2021-08-26,2024-12-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.54,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.54
3130ANLS7,MF-9026,2021-08-05,2021-08-18,2026-05-18,Domestic Bond,2021-11-18,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ANLT5,37-2025,2021-08-05,2021-08-26,2025-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,0.58,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.58
3130ANLU2,IQ-9024,2021-08-05,2021-08-23,2024-02-23,Domestic Bond,2022-02-23,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.31,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.31
3130ANLV0,IR-9024,2021-08-05,2021-08-17,2024-05-17,Domestic Bond,2022-02-17,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.36,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.36
3130ANLW8,MG-9026,2021-08-06,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANLX6,IS-9024,2021-08-06,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,115000000.0,0.0,115000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ANLZ1,MH-9026,2021-08-06,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,160000000.0,0.0,160000000.0,100.0,0.9,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.9
3130ANM23,E3-2027,2021-08-06,2021-08-26,2027-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.15
3130ANM31,IT-9024,2021-08-06,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.45,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.45
3130ANM49,IU-9024,2021-08-06,2021-08-24,2024-05-24,Domestic Bond,2021-11-24,S,USD,USD,F,C,OPR,65000000.0,0.0,65000000.0,100.0,0.4,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.4
3130ANM56,MI-9026,2021-08-06,2021-08-27,2026-08-27,Domestic Bond,2022-02-27,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,1.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.05
3130ANM64,MJ-9026,2021-08-06,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANM72,38-2025,2021-08-06,2021-08-26,2025-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.625,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ANM80,LW-2029,2021-08-06,2021-08-10,2029-08-10,Domestic Bond,2022-02-10,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,1.4,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.4
3130ANM98,IV-9024,2021-08-06,2021-08-23,2024-08-23,Domestic Bond,2022-02-23,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,0.475,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.475
3130ANMA5,MK-9026,2021-08-06,2021-08-26,2026-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ANMB3,39-2025,2021-08-06,2021-08-26,2025-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,45000000.0,0.0,45000000.0,100.0,0.625,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ANMC1,ML-9026,2021-08-06,2021-09-14,2026-09-14,Domestic Bond,2022-03-14,S,USD,USD,F,C,OPR,110000000.0,0.0,110000000.0,100.0,1.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.15
3130ANMD9,PJ-2031,2021-08-06,2021-08-20,2031-08-20,Domestic Bond,2022-02-20,S,USD,USD,F,C,OPR,8000000.0,0.0,8000000.0,100.0,1.48,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.48
3130ANME7,41-2025,2021-08-06,2021-08-26,2025-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANJF8,D3-2027,2021-08-02,2021-08-23,2027-08-23,Domestic Bond,2022-02-23,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.75,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANJK7,LF-9026,2021-08-03,2021-08-25,2026-08-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ANJL5,22-2025,2021-08-03,2021-08-26,2025-12-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.65
3130ANJM3,FQ-2036,2021-08-03,2021-08-11,2036-08-11,Domestic Bond,2022-02-11,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.22,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.22
3130ANJN1,M-2046,2021-08-03,2021-08-16,2046-08-16,Domestic Bond,2022-02-16,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.54,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.54
3130ANJP6,YJ-2028,2021-08-03,2021-08-05,2028-09-08,Domestic Bond,2022-03-08,S,USD,USD,F,C,Non,3000000.0,6000000.0,9000000.0,99.272645,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANJQ4,LG-9026,2021-08-03,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.65,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.65
3130ANJR2,23-2025,2021-08-03,2021-08-25,2025-02-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ANJS0,LH-9026,2021-08-03,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.77,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.77
3130ANJT8,LI-9026,2021-08-03,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.9,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.9
3130ANJU5,24-2025,2021-08-03,2021-08-25,2025-02-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.52,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.52
3130ANJV3,25-2025,2021-08-03,2021-08-26,2025-12-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANJW1,LJ-9026,2021-08-03,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ANJX9,D4-2027,2021-08-03,2021-08-26,2027-11-26,Domestic Bond,2021-11-26,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,1.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.01
3130ANJY7,LK-9026,2021-08-03,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,40000000.0,0.0,40000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANJZ4,D5-2027,2021-08-03,2021-08-26,2027-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANK25,IF-9024,2021-08-03,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.41,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.41
3130ANK33,D6-2027,2021-08-03,2021-08-30,2027-08-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,10000000.0,0.0,10000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANK58,5517,2021-08-04,2021-08-26,2024-08-26,Global Bond,2022-02-26,S,USD,USD,F,C,OPR,300000000.0,0.0,300000000.0,100.0,0.45,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.45
3130ANK66,26-2025,2021-08-04,2021-08-26,2025-02-26,Domestic Bond,2021-11-26,Q,USD,USD,F,U,OPR,75000000.0,0.0,75000000.0,100.0,0.4,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.4
3130ANK74,27-2025,2021-08-04,2021-08-23,2025-05-23,Domestic Bond,2022-02-23,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ANK82,LM-9026,2021-08-04,2021-08-26,2026-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANKA7,28-2025,2021-08-04,2021-09-02,2025-06-02,Domestic Bond,2021-12-02,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.6
3130ANKB5,IG-9024,2021-08-04,2021-08-26,2024-11-26,Domestic Bond,2021-11-26,S,USD,USD,F,C,OPR,37000000.0,0.0,37000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ANKC3,29-2025,2021-08-04,2021-08-24,2025-02-24,Domestic Bond,2022-02-24,S,USD,USD,F,C,OPR,350000000.0,0.0,350000000.0,100.0,0.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.6
3130ANKD1,31-2025,2021-08-04,2021-08-23,2025-05-23,Domestic Bond,2021-11-23,S,USD,USD,F,C,OPR,256000000.0,0.0,256000000.0,100.0,0.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.65
3130ANKE9,D7-2027,2021-08-04,2021-08-26,2027-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,30000000.0,0.0,30000000.0,100.0,1.125,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.125
3130ANKG4,LN-9026,2021-08-04,2021-08-27,2026-08-27,Domestic Bond,2022-02-27,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANKH2,D8-2027,2021-08-04,2021-08-26,2027-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANKJ8,D9-2027,2021-08-04,2021-08-26,2027-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANKK5,IH-9024,2021-08-04,2021-08-26,2024-12-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ANKL3,32-2025,2021-08-04,2021-08-18,2025-02-18,Domestic Bond,2022-02-18,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.55,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.55
3130ANKM1,33-2025,2021-08-04,2021-08-30,2025-05-28,Domestic Bond,2022-02-28,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,0.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.6
3130ANKN9,IJ-9024,2021-08-04,2021-08-24,2024-05-24,Domestic Bond,2022-02-24,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,0.35,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.35
3130ANKP4,EZ-9023,2021-08-04,2021-08-26,2023-12-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.25
3130ANKQ2,IK-9024,2021-08-04,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.43,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.43
3130ANKR0,34-2025,2021-08-04,2021-08-26,2025-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,65000000.0,0.0,65000000.0,100.0,0.57,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.57
3130ANKS8,35-2025,2021-08-04,2021-08-26,2025-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,0.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ANKT6,IL-9024,2021-08-04,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,0.45,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.45
3130ANKU3,PH-2031,2021-08-04,2021-08-26,2031-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,35000000.0,0.0,35000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANKV1,E1-2027,2021-08-04,2021-08-26,2027-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,55000000.0,0.0,55000000.0,100.0,0.75,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ANKW9,LP-9026,2021-08-04,2021-08-25,2026-08-25,Domestic Bond,2022-02-25,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.625,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ANMF4,MN-9026,2021-08-06,2021-08-25,2026-11-25,Domestic Bond,2022-02-25,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANMG2,IW-9024,2021-08-06,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ANMH0,5521,2021-08-06,2021-08-20,2026-08-20,Global Bond,2022-02-20,S,USD,USD,F,C,OPR,800000000.0,0.0,800000000.0,100.0,1.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.1
3130ANMJ6,MP-9026,2021-08-06,2021-09-02,2026-09-02,Domestic Bond,2022-03-02,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,1.2,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.2
3130ANMK3,42-2025,2021-08-06,2021-08-27,2025-02-27,Domestic Bond,2022-02-27,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.68,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.68
3130ANML1,LX-2029,2021-08-06,2021-08-26,2029-02-26,Domestic Bond,2022-02-26,S,USD,USD,F,U,OPR,55000000.0,0.0,55000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ANMM9,5522,2021-08-06,2021-08-26,2024-08-26,Global Bond,2022-02-26,S,USD,USD,F,C,OPR,300000000.0,0.0,300000000.0,100.0,0.54,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.54
3130ANMN7,IX-9024,2021-08-06,2021-08-26,2024-08-26,Domestic Bond,2022-02-26,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,0.52,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.52
3130ANMP2,MQ-9026,2021-08-06,2021-08-20,2026-07-27,Domestic Bond,2022-01-27,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,1.07,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.07
