CUSIP,SERIES,TRADED,ISSUED,MATURITY,TYPE,FIRSTCPN,F,PCR,CCR,R,S,CALL,ORIGINAL,REOPENED,OUTSTANDING,PRICE,COUPON,MINDENOM,MULTIPLES,DAYCNT,PAGENT,V,FORMULA
3130AEAF7,N2-2023,2018-05-01,2018-05-02,2023-01-06,Domestic Bond,2018-07-06,S,USD,USD,F,C,Non,61655000.0,0.0,61655000.0,100.0,2.81,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.81
3130AEAJ9,N3-2023,2018-05-01,2018-05-08,2023-05-08,Domestic Bond,2018-11-08,S,USD,USD,F,C,Non,25000000.0,0.0,25000000.0,100.0,2.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.85
3130AEAP5,N4-2023,2018-05-02,2018-05-30,2023-05-30,Domestic Bond,2018-11-30,S,USD,USD,F,C,Non,50000000.0,0.0,50000000.0,100.0,2.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.875
3130AEAU4,U-2038,2018-05-03,2018-05-10,2038-05-10,Domestic Bond,2018-11-10,S,USD,USD,F,C,Non,50000000.0,0.0,50000000.0,100.0,3.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.6
3130AEB25,NZ-2028,2018-05-04,2018-05-08,2028-06-09,Domestic Bond,2018-12-09,S,USD,USD,F,C,Non,3000000.0,1218000000.0,1219330000.0,100.082692,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130AEB74,YI-2025,2018-05-07,2018-05-09,2025-12-12,Domestic Bond,2018-12-12,S,USD,USD,F,C,Non,30000000.0,195250000.0,219250000.0,100.273189,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130AEB82,QH-2026,2018-05-07,2018-05-09,2026-06-12,Domestic Bond,2018-12-12,S,USD,USD,F,C,Non,10000000.0,26000000.0,36000000.0,101.265212,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130AEBV1,YK-2025,2018-05-09,2018-05-11,2025-06-13,Domestic Bond,2018-12-13,S,USD,USD,F,C,Non,5000000.0,333400000.0,338400000.0,100.184869,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130AEBY5,N6-2023,2018-05-09,2018-05-10,2023-04-28,Domestic Bond,2018-10-28,S,USD,USD,F,C,Non,5790000.0,0.0,5790000.0,100.0,2.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.85
3130AEC24,ES-9022,2018-05-10,2018-05-11,2022-11-04,Domestic Bond,2018-11-04,S,USD,USD,F,C,Non,56370000.0,0.0,56370000.0,100.0,2.799,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.799
3130AEC32,N7-2023,2018-05-10,2018-05-17,2023-06-15,Domestic Bond,2018-06-15,S,USD,USD,F,C,Non,134790000.0,0.0,134790000.0,100.0,2.837,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.837
3130AEC81,AV-2033,2018-05-11,2018-05-16,2033-05-16,Domestic Bond,2018-11-16,S,USD,USD,F,C,Non,25000000.0,0.0,25000000.0,100.0,3.56,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.56
3130AECH1,PE-2028,2018-05-16,2018-05-18,2028-03-10,Domestic Bond,2018-09-10,S,USD,USD,F,C,Non,40000000.0,127000000.0,167000000.0,99.574259,3.375,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.375
3130AECM0,AX-2033,2018-05-17,2018-05-21,2033-06-10,Domestic Bond,2018-12-10,S,USD,USD,F,C,Non,15000000.0,2000000.0,17000000.0,99.466379,3.625,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.625
3130AF4K0,W4-2023,2018-10-05,2018-10-10,2023-10-10,Domestic Bond,2019-04-10,S,USD,USD,F,C,Non,20000000.0,0.0,20000000.0,100.0,3.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.15
3130AF4W4,CK-2033,2018-10-09,2018-10-24,2033-10-24,Domestic Bond,2019-04-24,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,4.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.1
3130AF4X2,RR-2038,2018-10-09,2018-10-19,2038-10-19,Domestic Bond,2019-04-19,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,4.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.25
3130AF5E3,GV-9022,2018-10-10,2018-10-12,2022-10-12,Domestic Bond,2019-04-12,S,USD,USD,F,C,Non,15000000.0,0.0,15000000.0,100.0,3.08,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.08
3130AF5T0,GX-9022,2018-10-11,2018-10-12,2022-11-28,Domestic Bond,2018-11-28,S,USD,USD,F,C,Non,11145000.0,0.0,11145000.0,100.0,3.02,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.02
3130AF6Q5,HA-9022,2018-10-15,2018-10-16,2022-11-30,Domestic Bond,2018-11-30,S,USD,USD,F,C,Non,18355000.0,0.0,18355000.0,100.0,3.02,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.02
3130AF6R3,X3-2023,2018-10-15,2018-10-16,2023-04-05,Domestic Bond,2019-04-05,S,USD,USD,F,C,Non,7295000.0,0.0,7295000.0,100.0,3.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.01
3130AF6S1,HB-9022,2018-10-15,2018-10-16,2022-11-04,Domestic Bond,2018-11-04,S,USD,USD,F,C,Non,8975000.0,0.0,8975000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130AF6W2,X4-2023,2018-10-16,2018-10-17,2023-04-28,Domestic Bond,2019-01-28,S,USD,USD,F,C,Non,15000000.0,0.0,15000000.0,100.0,3.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.05
3130AEZG8,V2-2023,2018-09-25,2018-09-26,2023-04-28,Domestic Bond,2018-10-28,M,USD,USD,F,C,Non,18445000.0,0.0,18445000.0,100.0,3.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.01
3130AEZR4,3J-2024,2018-09-26,2018-09-27,2024-07-05,Domestic Bond,2019-01-05,S,USD,USD,F,C,Non,40720000.0,0.0,40720000.0,100.0,3.06,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.06
3130AF2G1,3K-2024,2018-09-27,2018-10-01,2024-04-15,Domestic Bond,2019-04-15,S,USD,USD,F,C,Non,10475000.0,0.0,10475000.0,100.0,3.074,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.074
3130AF2S5,EN-2030,2018-10-02,2018-10-04,2030-09-13,Domestic Bond,2019-03-13,S,USD,USD,F,C,Non,10000000.0,0.0,10000000.0,99.962786,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130AF3Y1,GP-9022,2018-10-04,2018-10-16,2022-09-16,Domestic Bond,2019-03-16,S,USD,USD,F,C,Non,15000000.0,0.0,15000000.0,100.0,3.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.01
3130AF3Z8,QH-2028,2018-10-04,2018-10-09,2028-09-08,Domestic Bond,2019-03-08,S,USD,USD,F,C,Non,50000000.0,123500000.0,173500000.0,99.788692,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130AEXJ4,U4-2023,2018-09-11,2018-09-13,2023-05-30,Domestic Bond,2018-11-30,S,USD,USD,F,C,Non,8580000.0,0.0,8580000.0,100.0,2.88,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.88
3130AEXT2,U5-2023,2018-09-13,2018-09-14,2023-10-06,Domestic Bond,2018-10-06,S,USD,USD,F,C,Non,10160000.0,0.0,10160000.0,100.0,2.91,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.91
3130AEY46,CD-2033,2018-09-17,2018-09-28,2033-09-28,Domestic Bond,2019-03-28,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.95,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.95
3130AEY95,3G-2024,2018-09-17,2018-09-18,2024-11-27,Domestic Bond,2018-10-27,M,USD,USD,F,C,Non,10080000.0,0.0,10080000.0,100.0,2.97,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.97
3130AEYE4,FF-2035,2018-09-18,2018-09-27,2035-09-27,Domestic Bond,2019-03-27,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,4.03,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.03
3130AEYQ7,3H-2024,2018-09-19,2018-09-20,2024-11-01,Domestic Bond,2018-11-01,S,USD,USD,F,C,Non,19710000.0,0.0,19710000.0,100.0,3.04,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.04
3130AEZ94,3I-2024,2018-09-24,2018-09-25,2024-06-05,Domestic Bond,2018-12-05,S,USD,USD,F,C,Non,23405000.0,0.0,23405000.0,100.0,3.08,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.08
3130AES68,PU-2028,2018-08-08,2018-08-10,2028-09-08,Domestic Bond,2019-03-08,S,USD,USD,F,C,Non,2000000.0,222750000.0,224750000.0,99.829949,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130AEST8,S2-2023,2018-08-14,2018-08-15,2023-02-28,Domestic Bond,2019-02-28,S,USD,USD,F,C,Non,11425000.0,0.0,11425000.0,100.0,2.8,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.8
3130AET59,S4-2023,2018-08-15,2018-08-16,2023-11-01,Domestic Bond,2018-11-01,S,USD,USD,F,C,Non,7160000.0,0.0,7160000.0,100.0,2.76,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.76
3130AET67,FJ-9022,2018-08-15,2018-08-16,2022-11-30,Domestic Bond,2018-11-30,S,USD,USD,F,C,Non,16785000.0,0.0,16785000.0,100.0,2.735,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.735
3130AET83,FK-9022,2018-08-15,2018-08-16,2022-11-01,Domestic Bond,2018-10-01,M,USD,USD,F,C,Non,16505000.0,0.0,16505000.0,100.0,2.73,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.73
3130AECN8,X-2038,2018-05-17,2018-05-21,2038-06-11,Domestic Bond,2018-12-11,S,USD,USD,F,C,Non,15000000.0,20000000.0,35000000.0,101.258366,3.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.75
3130AECR9,AY-2033,2018-05-18,2018-05-25,2033-05-25,Domestic Bond,2018-11-25,S,USD,USD,F,C,OPR,130000000.0,0.0,130000000.0,100.0,4.08,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.08
3130AEDL1,Y-2038,2018-05-22,2018-06-01,2038-06-01,Domestic Bond,2018-12-01,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,4.2,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.2
3130AEDV9,Z-2038,2018-05-23,2018-06-01,2038-06-01,Domestic Bond,2018-12-01,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,4.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.15
3130AEDX5,BA-2033,2018-05-24,2018-06-06,2033-06-06,Domestic Bond,2018-12-06,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130AEEC0,P1-2023,2018-05-29,2018-05-30,2023-12-29,Domestic Bond,2018-06-29,S,USD,USD,F,C,Non,6215000.0,0.0,6215000.0,100.0,2.72,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.72
3130AEED8,ET-9022,2018-05-29,2018-05-30,2022-11-03,Domestic Bond,2018-11-03,S,USD,USD,F,C,Non,8590000.0,0.0,8590000.0,100.0,2.63,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.63
3130AEEW6,P3-2023,2018-05-31,2018-06-04,2023-05-30,Domestic Bond,2018-11-30,S,USD,USD,F,C,Non,25000000.0,0.0,25000000.0,100.0,2.76,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.76
3130AEF88,BD-2033,2018-06-04,2018-06-15,2033-06-15,Domestic Bond,2018-12-15,S,USD,USD,F,C,OPR,10000000.0,0.0,10000000.0,100.0,3.97,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.97
3130AEFC9,YQ-2025,2018-06-04,2018-06-06,2025-12-03,Domestic Bond,2018-12-03,S,USD,USD,F,C,Non,10925000.0,0.0,10925000.0,100.0,2.98,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.98
3130AEFG0,1E-2027,2018-06-05,2018-06-07,2027-06-11,Domestic Bond,2018-12-11,S,USD,USD,F,C,Non,25000000.0,141840000.0,166840000.0,99.492063,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130AEFL9,E-2043,2018-06-06,2018-06-12,2043-06-12,Domestic Bond,2018-12-12,S,USD,USD,F,C,Non,50000000.0,0.0,50000000.0,100.0,3.74,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.74
3130AEH78,BH-2033,2018-06-15,2018-06-28,2033-06-28,Domestic Bond,2018-12-28,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,3.94,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.94
3130AEHA1,H-2043,2018-06-18,2018-06-22,2043-06-22,Domestic Bond,2018-12-22,S,USD,USD,F,C,Non,50000000.0,0.0,50000000.0,100.0,3.625,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.625
3130AEHN3,Q2-2023,2018-06-19,2018-06-20,2023-06-02,Domestic Bond,2018-12-02,S,USD,USD,F,C,Non,9400000.0,0.0,9400000.0,100.0,2.84,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.84
3130AFEH6,3M-2024,2018-11-06,2018-11-07,2024-12-30,Domestic Bond,2018-12-30,S,USD,USD,F,C,Non,18600000.0,0.0,18600000.0,100.0,3.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.15
3130AFES2,QM-2028,2018-11-07,2018-11-09,2028-06-09,Domestic Bond,2019-06-09,S,USD,USD,F,C,Non,85000000.0,0.0,85000000.0,99.618024,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130AFET0,3N-2024,2018-11-07,2018-11-08,2024-05-03,Domestic Bond,2019-05-03,S,USD,USD,F,C,Non,4400000.0,0.0,4400000.0,100.0,3.13,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.13
3130AFF85,3P-2024,2018-11-08,2018-11-09,2024-12-06,Domestic Bond,2018-12-06,M,USD,USD,F,C,Non,10260000.0,0.0,10260000.0,100.0,3.17,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.17
3130AFFP7,1G-2025,2018-11-09,2018-11-14,2025-12-12,Domestic Bond,2019-06-12,S,USD,USD,F,C,Non,11000000.0,0.0,11000000.0,99.985002,3.375,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.375
3130AFFR3,Z8-2023,2018-11-13,2018-11-15,2023-11-15,Domestic Bond,2019-05-15,S,USD,USD,F,C,Non,13200000.0,0.0,13200000.0,100.0,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130AFFX0,4973,2018-11-15,2018-11-16,2028-11-16,Global Bond,2019-05-16,S,USD,USD,F,C,Non,1250000000.0,1400000000.0,2650000000.0,103.661765,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130AFG27,YY-2038,2018-11-14,2018-11-29,2038-11-29,Domestic Bond,2019-05-29,S,USD,USD,F,C,OPR,8000000.0,0.0,8000000.0,100.0,4.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.25
3130AFG35,1H-2025,2018-11-14,2018-11-15,2025-02-05,Domestic Bond,2019-02-05,S,USD,USD,F,C,Non,12000000.0,0.0,12000000.0,100.0,3.12,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.12
3130AFG92,QS-2028,2018-11-15,2018-11-27,2028-11-27,Domestic Bond,2019-05-27,S,USD,USD,F,C,OPR,10000000.0,0.0,10000000.0,100.0,3.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.75
3130AFGC5,Z9-2023,2018-11-15,2018-11-16,2023-04-27,Domestic Bond,2019-04-27,S,USD,USD,F,C,Non,32000000.0,0.0,32000000.0,100.0,2.95,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.95
3130AFGM3,13-2023,2018-11-20,2018-11-21,2023-04-28,Domestic Bond,2019-04-28,S,USD,USD,F,C,Non,5130000.0,0.0,5130000.0,100.0,2.91,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.91
3130AFGN1,14-2023,2018-11-20,2018-11-21,2023-10-30,Domestic Bond,2019-04-30,S,USD,USD,F,C,Non,8245000.0,0.0,8245000.0,100.0,2.97,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.97
3130AFGQ4,CW-2033,2018-11-21,2018-11-28,2033-11-28,Domestic Bond,2019-05-28,S,USD,USD,F,C,OPR,125000000.0,0.0,125000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130AFGS0,HW-9022,2018-11-21,2018-11-26,2022-09-15,Domestic Bond,2019-03-15,S,USD,USD,F,C,Non,25000000.0,0.0,25000000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130AFBR7,Y4-2023,2018-10-22,2018-10-23,2023-01-06,Domestic Bond,2019-01-06,S,USD,USD,F,C,Non,7610000.0,0.0,7610000.0,100.0,3.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.05
3130AFCB1,CS-2033,2018-10-25,2018-11-14,2033-11-14,Domestic Bond,2019-05-14,S,USD,USD,F,C,OPR,8000000.0,0.0,8000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130AFCC9,UU-2038,2018-10-25,2018-11-09,2038-11-09,Domestic Bond,2019-05-09,S,USD,USD,F,C,OPR,8000000.0,0.0,8000000.0,100.0,4.22,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.22
3130AFCE5,ZY-2025,2018-10-25,2018-10-26,2025-02-28,Domestic Bond,2019-02-28,S,USD,USD,F,C,Non,13430000.0,0.0,13430000.0,100.0,3.14,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.14
3130AFCF2,1A-2025,2018-10-25,2018-10-26,2025-06-05,Domestic Bond,2018-12-05,M,USD,USD,F,C,Non,6065000.0,0.0,6065000.0,100.0,3.12,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.12
3130AFD87,Y8-2023,2018-10-31,2018-11-01,2023-01-27,Domestic Bond,2019-01-27,S,USD,USD,F,C,Non,15735000.0,0.0,15735000.0,100.0,3.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.01
3130AFDL8,HK-9022,2018-11-01,2018-11-07,2022-11-07,Domestic Bond,2019-05-07,S,USD,USD,F,C,Non,20000000.0,0.0,20000000.0,100.0,3.042,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.042
3130AFDQ7,Y9-2023,2018-11-01,2018-11-08,2023-10-20,Domestic Bond,2019-04-20,S,USD,USD,F,C,Non,50000000.0,0.0,50000000.0,100.0,3.08,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.08
3130AFDV6,ES-2030,2018-11-01,2018-11-05,2030-12-13,Domestic Bond,2019-06-13,S,USD,USD,F,C,Non,10000000.0,0.0,10000000.0,99.937551,3.625,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.625
3130AFE78,HP-9022,2018-11-02,2018-11-06,2022-12-09,Domestic Bond,2019-06-09,S,USD,USD,F,C,Non,100000000.0,647715000.0,747715000.0,100.306148,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130AFEC7,QL-2028,2018-11-05,2018-11-07,2028-12-08,Domestic Bond,2019-06-08,S,USD,USD,F,C,Non,2000000.0,40525000.0,42525000.0,102.219357,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130AFEF0,HS-9022,2018-11-06,2018-11-08,2022-11-08,Domestic Bond,2019-05-08,S,USD,USD,F,C,Non,27000000.0,0.0,27000000.0,100.0,3.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.1
3130AFAM9,X6-2023,2018-10-18,2018-10-23,2023-10-23,Domestic Bond,2019-04-23,S,USD,USD,F,C,Non,5000000.0,0.0,5000000.0,100.0,3.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.15
3130AFAT4,CQ-2033,2018-10-18,2018-11-02,2033-11-02,Domestic Bond,2019-05-02,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,4.09,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.09
3130AFAU1,TT-2038,2018-10-18,2018-11-02,2038-11-02,Domestic Bond,2019-05-02,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,4.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.25
3130AFBC0,3L-2024,2018-10-19,2018-10-23,2024-09-13,Domestic Bond,2019-03-13,S,USD,USD,F,C,Non,85500000.0,615000000.0,600500000.0,99.80695,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130AFBD8,Y1-2023,2018-10-19,2018-10-25,2023-07-25,Domestic Bond,2019-01-25,S,USD,USD,F,C,Non,25000000.0,0.0,25000000.0,100.0,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130AFBJ5,Y2-2023,2018-10-22,2018-10-24,2023-10-24,Domestic Bond,2019-04-24,S,USD,USD,F,C,Non,9000000.0,0.0,9000000.0,100.0,3.17,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.17
3130AFM20,AB-2038,2018-12-19,2018-12-28,2038-12-28,Domestic Bond,2019-06-28,S,USD,USD,F,C,OPR,10000000.0,0.0,10000000.0,100.0,4.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.1
3130AFM38,IK-9022,2018-12-19,2018-12-20,2022-09-02,Domestic Bond,2019-03-02,S,USD,USD,F,C,Non,5200000.0,0.0,5200000.0,100.0,2.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.65
3130AFM46,39-2023,2018-12-19,2018-12-20,2023-11-28,Domestic Bond,2019-01-28,M,USD,USD,F,C,Non,18125000.0,0.0,18125000.0,100.0,2.68,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.68
3130AFMA2,IM-9022,2018-12-20,2018-12-21,2022-11-30,Domestic Bond,2019-05-30,S,USD,USD,F,C,Non,28190000.0,0.0,28190000.0,100.0,2.66,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.66
3130AFMU8,3W-2024,2018-12-26,2018-12-27,2024-02-01,Domestic Bond,2019-02-01,S,USD,USD,F,C,Non,3295000.0,0.0,3295000.0,100.0,2.62,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.62
3130AFPW1,QV-2026,2019-01-08,2019-01-10,2026-07-10,Domestic Bond,2019-07-10,S,USD,USD,F,C,Non,6000000.0,0.0,6000000.0,100.0,2.95,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.95
3130AFGX9,QT-2028,2018-11-26,2018-12-04,2028-12-04,Domestic Bond,2019-06-04,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.8,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.8
3130AFH75,16-2023,2018-11-26,2018-11-27,2023-01-30,Domestic Bond,2019-01-30,S,USD,USD,F,C,Non,12680000.0,0.0,12680000.0,100.0,2.93,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.93
3130AFH91,3Q-2024,2018-11-26,2018-11-27,2024-07-05,Domestic Bond,2019-01-05,S,USD,USD,F,C,Non,4150000.0,0.0,4150000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130AFHK6,QL-2026,2018-11-27,2018-11-28,2026-05-01,Domestic Bond,2019-05-01,S,USD,USD,F,C,Non,14380000.0,0.0,14380000.0,100.0,3.16,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.16
3130AFHL4,17-2023,2018-11-27,2018-11-28,2023-02-28,Domestic Bond,2019-02-28,S,USD,USD,F,C,Non,25840000.0,0.0,25840000.0,100.0,2.98,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.98
3130AFHQ3,HY-9022,2018-11-28,2018-11-29,2022-12-30,Domestic Bond,2018-12-30,S,USD,USD,F,C,Non,8505000.0,0.0,8505000.0,100.0,2.94,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.94
3130AFHR1,18-2023,2018-11-28,2018-11-29,2023-10-06,Domestic Bond,2019-04-06,S,USD,USD,F,C,Non,22815000.0,0.0,22815000.0,100.0,2.98,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.98
3130AFHS9,19-2023,2018-11-28,2018-11-29,2023-02-28,Domestic Bond,2018-12-28,M,USD,USD,F,C,Non,19130000.0,0.0,19130000.0,100.0,2.96,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.96
3130AFHT7,21-2023,2018-11-28,2018-11-29,2023-01-30,Domestic Bond,2019-01-30,S,USD,USD,F,C,Non,8275000.0,0.0,8275000.0,100.0,2.98,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.98
3130AFJA6,1I-2025,2018-11-29,2018-11-30,2025-03-28,Domestic Bond,2019-03-28,S,USD,USD,F,C,Non,5000000.0,0.0,5000000.0,100.0,3.03,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.03
3130AFJB4,1J-2025,2018-11-29,2018-11-30,2025-06-05,Domestic Bond,2019-06-05,S,USD,USD,F,C,Non,10000000.0,0.0,10000000.0,100.0,3.04,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.04
3130AFJC2,IB-9022,2018-11-29,2018-11-30,2022-11-30,Domestic Bond,2019-05-30,S,USD,USD,F,C,Non,3885000.0,0.0,3885000.0,100.0,2.86,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.86
3130AGD77,74-2023,2019-04-26,2019-04-30,2023-03-29,Domestic Bond,2019-09-29,S,USD,USD,F,C,Non,325000000.0,0.0,325000000.0,100.0,2.29,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.29
3130AGDB8,SB-2026,2019-04-29,2019-05-01,2026-11-02,Domestic Bond,2019-11-02,S,USD,USD,F,C,Non,15000000.0,0.0,15000000.0,100.0,2.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.65
3130AGDL6,75-2023,2019-04-29,2019-04-30,2023-08-28,Domestic Bond,2019-08-28,S,USD,USD,F,C,Non,10000000.0,0.0,10000000.0,100.0,2.32,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.32
3130AGDM4,6W-2024,2019-04-29,2019-05-01,2024-04-30,Domestic Bond,2019-10-30,S,USD,USD,F,C,Non,15000000.0,0.0,15000000.0,100.0,2.34,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.34
3130AGDS1,L-2039,2019-04-30,2019-05-02,2039-06-10,Domestic Bond,2019-12-10,S,USD,USD,F,C,Non,28000000.0,90000000.0,118000000.0,103.378004,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130AGDY8,EQ-2029,2019-05-01,2019-05-03,2029-06-08,Domestic Bond,2019-12-08,S,USD,USD,F,C,Non,2000000.0,210000000.0,212000000.0,102.909653,2.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.75
